"Data Import Template"
"Table:","Tree Species"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Tree Species","","","","","","","","","","","","","","","","","","","","~","Tree Species Local Name","local_names"
"Column Labels:","ID","Tree Family","Wikipedia Link","Occurance","Leaf Image","Tree Image","Leaf Shape","Leaf Attachment","Leaf Type","Leaf Veination","Leaf Margin","Canopy Shape","Bark","Flow Size (cm)","Flower","Fruit","Fruit Size (cm)","Fruiting Months","Publish","Page Name","","ID","Local Name"
"","""Pterospermum Acerifolium""","Sterculiaceae","http://en.wikipedia.org/wiki/Pterospermum_acerifolium","Occasional","","","Lobed","Alternate","Simple","Reticulate","Entire","Erect","","0","Whitish yellow","Oblong Woody","0","Jan,Feb",1,"pterospermum-acerifolium","","""000000529""","Karnikar"
"","""Pterospermum Canescens""","Sterculiaceae","","Rare","","","Lobed","Alternate","Simple","Reticulate","Entire","Oval","","0","Fragrant white","Oblong Tomantose","0","Aug,Sep,Octo,",1,"pterospermum-canescens","","""000000530""","Muchkunda"
"","""Pterospermum Xylocarpum""","Sterculiaceae","","Rare","","","Elliptic","Alternate","Simple","Reticulate","Acuminate","Erect","smooth,brown","0","White Fragrant","Oblong, White","0","Nov,Dec",1,"pterospermum-xylocarpum","","""000000531""","Muchkunda"
"","""Pterygota Alata""","Sterculiaceae","http://en.wikipedia.org/wiki/Pterygota_(plant)","Occasional","","","Oblong","Alternate","Simple","Reticulate","Entire","Oval","","0","Red","Globose brown","0","April",1,"pterygota-alata","","""000000532""","Buddha Coconut"
"","""Ptychosperma Elegans""","","http://en.wikipedia.org/wiki/Ptychosperma_elegans","Rare","","","","","","","","","Clustered,5-8 cm dia, smooth with shallow distant rigs of leaf bases galu cous green","0","No","Bright Yellow","0","No",1,"ptychosperma-elegans","","""000000533""","Mac Arthur Palm"
"","""Ptychosperma Macarthurii""","","http://en.wikipedia.org/wiki/Ptychosperma_macarthurii","Occasional","","","","","","","","","single,slender,45 cm dia,covered with rings","0","No","Bright Yellow","0","No",1,"ptychosperma-macarthurii","","""000000534""","Mac Arthur Palm"
"","""Punica Granatum""","Punicaceae","http://en.wikipedia.org/wiki/Pomegranate","Occasional","","","Lanceolate","Opposite","Simple","","","Irregular","","0","Red","Globose,pink","0","April,June",1,"punica-granatum","","""000000535""","Dalimb"
"","""Putranjiva Roxburghii""","Euphorbiaceae","http://en.wikipedia.org/wiki/Putranjiva","Occasional","","","Oblong","Alternate","Simple","Reticulate","Undulate","Trailing","","0","Greenish yellow","Whitish green","0","March",1,"putranjiva-roxburghii","","""000000536""","Putranjiva"
"","""Pyrus Malus""","Rosaceae","http://en.wiktionary.org/wiki/Pyrus_malus","Rare","","","Oblong","Alternate","Simple","Reticulate","Entire","Irregular","","0","White","Pinkish Green","0","March,April",1,"pyrus-malus","","""000000537""","Apple"
"","""Radermachera Xylocarpa""","Bignoniaceae","http://en.wikipedia.org/wiki/Radermachera_xylocarpa","Rare","","","Ovate","Opposite","Multi-pinnata","","","Globular","enormously broad at base, tapering above.","0","Fragrant White","Woody","0","March,April",1,"radermachera-xylocarpa","","""000000538""","Khadshingi"
"","""Ravenala Madagascariensis""","Musaceae","http://en.wikipedia.org/wiki/Ravenala","Occasional","","","Oblong","Alternate","Simple","Reticulate","Entire","Spreading","cylindric, with scars of fallen leaves.","0","Creamish","No","0","Feb,March",1,"ravenala-madagascariensis","","""000000539""","Traveler's Palm"
"","""Ravenea Rivularis""","","http://en.wikipedia.org/wiki/Ravenea_rivularis","Occasional","","","","","","","","","","0","Red,Green","Black","0","No",1,"ravenea-rivularis","","""000000540""","Majesty Palm"
"","""Rhizophora Mucronata""","","http://en.wikipedia.org/wiki/Rhizophora_mucronata","","","","","","","","","","","0","No","No","0","No",1,"rhizophora-mucronata","","",""
"","""Ricinus Communis""","Euphorbiaceae","http://Commons.wikimedia.org/wiki/Ricinus_communis","Common","","","Lobed","Alternate","Simple","Reticulate","Serrate","Irregular","","0","Red,Green","Globose Green","0","Jan-Dec",1,"ricinus-communis","","""000000541""","Erand"
"","""Roystonea Oleracea""","","http://en.wikipedia.org/wiki/Roystonea_oleracea","Occasional","","","","","","","","","single,40-60cm diabulging into a bbottle shape, smooth with shallow rings of leaf bases,greyish white.","0","No","Globose Black","0","No",1,"roystonea-oleracea","","""000000542""","Bottle Palm"
"","""Roystonea Regia""","","http://en.wikipedia.org/wiki/Roystonea_regia","Common","","","","","","","","","single,slender,30-50cm dia,smooth with rings of leaf bases grey.","0","No","Globose Black","0","No",1,"roystonea-regia","","""000000543""","Bottle Palm"
"","""Sabal Causiarum""","","http://en.wikipedia.org/wiki/Sabal_causiarum","Occasional","","","","","","","","","single,45-60cm,bulging at base, rings absent,covered with persistant petioles.","0","No","Globose black","0","No",1,"sabal-causiarum","","""000000544""","Cabage Palm"
"","""Sabal Mauritiiformis""","","http://en.wikipedia.org/wiki/Sabal_mauritiiformis","Rare","","","","","","","","","light brown,furrowed,branches in clusters at the end of branches.","0","No","Globose black","0","No",1,"sabal-mauritiiformis","","""000000545""","Bay Palmetto"
"","""Sabal Palmetto""","","http://en.wikipedia.org/wiki/Sabal_palmetto","Rare","","","","","","","","","single,slender,15-20cm,dia,grey brown,covered with rings of fallen leaf bases.","0","No","Globose black","0","No",1,"sabal-palmetto","","""000000546""","Cabage Palm"
"","""Salix Tetrasperma""","Salicaceae","http://en.wikipedia.org/wiki/Salix_tetrasperma","Rare","","","Lanceolate","Alternate","Simple","Reticulate","Acuminate","Trailing","rough with deep verticalgrooves","0","Yellow","Slender stalked","0","Nov",1,"salix-tetrasperma","","""000000547""","Walunj"
"","""Samanea Saman (Albizia Saman)""","Mimosaceae","http://en.wikipedia.org/wiki/Samanea_saman","Common","","","Ovate","Opposite","Multi-pinnata","","","Spreading","","0","Pink","Brown","0","March",1,"samanea-saman-(albizia-saman)","","""000000548""","Rain Tree"
"","""Sambucus Canadensis""","Sambucaceae","http://en.wikipedia.org/wiki/Sambucus_canadensis","Occasional","","","Elliptic","Opposite","Uni-pinnate","","","Irregular","brown, cracked.","0","White","Globose red","0","Jan,Feb,April,May,July,Aug,Octo,Nov",1,"sambucus-canadensis","","""000000549""","Sambucus"
"","""Santalum Album""","Santalaceae","http://en.wikipedia.org/wiki/Santalum_album","Common","","","Elliptic","Opposite","Simple","Reticulate","Entire","Globular","","0","Brownish red","Purple black","0","July,Aug",1,"santalum-album","","""000000550""","Chandan"
"","""Sapindus Emarginatus""","Sapindaceae","http://en.wikipedia.org/wiki/Sapindus","Occasional","","","Lanceolate","Opposite","Uni-pinnate","","","Irregular","","0","White","Yellowish green","0","Octo,Nov",1,"sapindus-emarginatus","","""000000551""","Ritha"
"","""Sapindus Laurifolius""","Sapindaceae","http://en.wikipedia.org/wiki/Sapindus","Occasional","","","Lanceolate","Opposite","Uni-pinnate","","","Irregular","","0","White","Yellowish green","0","Octo,Nov",1,"sapindus-laurifolius","","""000000552""","Ritha"
"","""Saraca Asoca""","Caesalpiniceae","http://en.wikipedia.org/wiki/Saraca_asoca","Occasional","","","Elliptic","Opposite","Uni-pinnate","","","Spreading","","0","Redish orange","Pods beaked","0","March ,April,July ,Aug",1,"saraca-asoca","","""000000553""","Seeta Ashok"
"","""Schefflera Actinophylla""","Araliaceae","http://en.wikipedia.org/wiki/Schefflera_actinophylla","Occasional","","","Elliptic","","Digitate","","","Oval","greenish,smooth","0","Red","Round black","0","March,April",1,"schefflera-actinophylla","","""000000554""","Umbrella Tree"
"","""Schinus Terebinthifolius""","Anacardiaceae","http://en.wikipedia.org/wiki/Schinus_terebinthifolius","Rare","","","Elliptic","Opposite","Uni-pinnate","","","Vase shaped","","0","White","Scarlet red","0","March",1,"schinus-terebinthifolius","","""000000555""","Brazillian Pepper"
"","""Schizostachyum Lumampao""","","","Rare","","","","","","","","","","0","No","No","0","No",1,"schizostachyum-lumampao","","""000000556""","Philippines Bamboo"
"","""Schleichera Oleosa""","Sapindaceae","http://en.wikipedia.org/wiki/Schleichera","Occasional","","","Elliptic","Opposite","Uni-pinnate","","","Spreading","","0","Green","Ponted Prickly","0","March,April",1,"schleichera-oleosa","","""000000557""","Kusumb"
"","""Schrebera Swietenioides""","Oleaceae","","Occasional","","","Ovate","Opposite","Uni-pinnate","","","Oval","grey smooth, branches covered with Conical prickles.","0","Redish white","Woody","0","May,Jun",1,"schrebera-swietenioides","","""000000558""","Mokha"
"","""Semecarpus Anacardium""","Anacardiaceae","http://en.wikipedia.org/wiki/Semecarpus_anacardium","Occasional","","","Oblong","Alternate","Simple","Reticulate","Entire","Globular","","0","Greenish white","Smooth ,black","0","july aug",1,"semecarpus-anacardium","","""000000559""","Bibba"
"","""Senna Alata""","Caesalpiniceae","http://en.wikipedia.org/wiki/Senna_alata","Occasional","","","Elliptic","Alternate","Uni-pinnate","","","Oval","grey,smooth,cracked.","0","Panicals","Pods brown","0","Aug,Sep",1,"senna-alata","","""000000560""","Spectacular Cassia"
"","""Senna Siamea""","Caesalpiniceae","http://en.wikipedia.org/wiki/Senna_siamea","Common","","","Oblong","Opposite","Uni-pinnate","","","Oval","short branches Spreading.","0","Yellow","Pods brown","0","Feb,March,April,May.Aug,Sep,Octo,Nov",1,"senna-siamea","","""000000561""","Motha Tarwad"
"","""Senna Spectabilis""","Caesalpiniceae","http://en.wikipedia.org/wiki/Senna_spectabilis","Occasional","","","Elliptic","Alternate","Uni-pinnate","","","Oval","","0","Panicals","Pods brown","0","Aug,Sep",1,"senna-spectabilis","","""000000562""","Spectacular Cassia"
"","""Senna Surattensis""","Caesalpiniceae","","Common","","","Oblong","Opposite","Uni-pinnate","","","Oval","","0","Yellow","Pods brown","0","Feb,March,April,May.Aug,Sep,Octo,Nov",1,"senna-surattensis","","""000000563""","Motha Tarwad"
"","""Sesbania Grandiflora""","Fabaceae","http://en.wikipedia.org/wiki/Sesbania_grandiflora","Occasional","","","Oblong","Opposite","Uni-pinnate","","","Irregular","","0","White","Pods beacked woody","0","Octo,Nov",1,"sesbania-grandiflora","","""000000564""","Hadga"
"","""Sesbania Sesban""","Fabaceae","http://en.wikipedia.org/wiki/Sesbania_sesban","Occasional","","","Oblong","Opposite","Uni-pinnate","","","Irregular","grey, smooth.","0","White","Pods beacked woody","0","Octo,Nov",1,"sesbania-sesban","","""000000565""","Hadga"
"","""Simarouba Glauca""","Simaroubaceae","http://en.wikipedia.org/wiki/Simarouba_glauca","Rare","","","Oblong","Alternate","Uni-pinnate","","","Irregular","","0","Small green","Red","0","March,April",1,"simarouba-glauca","","""000000566""","Laxmi Taru"
"","""Solanum Erianthum""","Solanaceae","http://en.wikipedia.org/wiki/Solanum_erianthum","Occasional","","","Lobed","Alternate","Simple","Reticulate","Acuminate","Spreading","","0","White","Globose yellow","0","July,Aug",1,"solanum-erianthum","","",""
"","""Solanum Macrophyllum""","Solanaceae","http://en.wikipedia.org/wiki/Solanum_lanceolatum","Occasional","","","Lobed","Alternate","Simple","Reticulate","Entire","Spreading","shot,crooked","0","Blue,White","Globose yellow","0","Aug",1,"solanum-macrophyllum","","""000000567""","Potato Tree"
"","""Solanum Torvum""","Solanaceae","http://en.wikipedia.org/wiki/Solanum_torvum","Occasional","","","Lobed","Alternate","Simple","Reticulate","Acuminate","Spreading","","0","White","Globose yellow","0","July,Aug",1,"solanum-torvum","","""000000568""","Kutri"
"","""Spathodea Campanulata""","Bignoniaceae","http://en.wikipedia.org/wiki/Spathodea","Common","","","Elliptic","Opposite","Uni-pinnate","","","Oval","","0","Redish orange","Pointed","0","Jan,Feb",1,"spathodea-campanulata","","""000000569""","Pichkari"
"","""Spondias Pinnata""","Anacardiaceae","http://en.wikipedia.org/wiki/Spondias","Occasional","","","Elliptic","Opposite","Uni-pinnate","","","Conical","brown.","0","Yellowish green","Yellow","0","March",1,"spondias-pinnata","","""000000570""","Ambada"
"","""Sterculia Alata""","Sterculiaceae","http://en.wikipedia.org/wiki/Sterculia","Occasional","","","Oblong","Alternate","Simple","Reticulate","Entire","Oval","","0","Red","Globose brown","0","April",1,"sterculia-alata","","""000000571""","Buddha Coconut"
"","""Sterculia Foetida""","Sterculiaceae","http://en.wikipedia.org/wiki/Sterculia","Occasional","","","Elliptic","","Digitate","","","Oval","","0","Pink","Woody","0","Feb,March",1,"sterculia-foetida","","""000000572""","Jungli Badam"
"","""Sterculia Guttata""","Sterculiaceae","http://en.wikipedia.org/wiki/Sterculia_guttata","Rare","","","Elliptic","","Digitate","","","Oval","dark brown,deeply cracked.","0","Pink","Woody","0","Feb,March",1,"sterculia-guttata","","""000000573""","Jungli Badam"
"","""Sterculia Urens""","Sterculiaceae","http://en.wikipedia.org/wiki/Sterculia","Occasional","","","Lobed","Alternate","Simple","Reticulate","Entire","Spreading","white,smooth,papery,peeling off","0","Green","Oblong","0","March",1,"sterculia-urens","","""000000574""","Kandol"
"","""Stereospermum Chelonoides""","","","","","","","","","","","","","0","No","No","0","No",1,"stereospermum-chelonoides","","",""
"","""Stereospermum Colais""","Bignoniaceae","http://en.wikipedia.org/wiki/Stereospermum_colais","Rare","","","Elliptic","Opposite","Uni-pinnate","","","Conical","","0","Fragrant,Yellow","Brown with white","0","May,Jun",1,"stereospermum-colais","","""000000575""","Padal"
"","""Stereospermum Colais Var. Angustifolium""","Bignoniaceae","","Rare","","","Elliptic","Opposite","Uni-pinnate","","","Conical","light grey.","0","Fragrant,Yellow","Brown with white","0","May,Jun",1,"stereospermum-colais-var.-angustifolium","","""000000576""","Padal"
"","""Strychnos Nuxvomica (Strychnos Nux Vomica)""","Loganiaceae","http://en.wikipedia.org/wiki/Strychnos_nux-vomica","Rare","","","Elliptic","Opposite","Simple","Reticulate","Entire","Oval","","0","Green","Globose,Orange","0","April",1,"strychnos-nuxvomica-(strychnos-nux-vomica)","","""000000577""","Kajra"
"","""Suregada Multiflora""","Euphorbiaceae","http://en.wikipedia.org/wiki/Suregada","Rare","","","Elliptic","Alternate","Simple","Reticulate","Entire","Conical","","0","Yellow","Greenish Yellow","0","March",1,"suregada-multiflora","","""000000578""","False Lime"
"","""Swietenia Macrophylla""","Meliaceae","http://en.wikipedia.org/wiki/Swietenia_macrophylla","Common","","","Lanceolate","Opposite","Uni-pinnate","","","Globular","","0","Yellow fragrant","Ovoid Brown","0","April,May",1,"swietenia-macrophylla","","""000000579""","Mahogany"
"","""Swietenia Mahagoni""","Meliaceae","http://en.wikipedia.org/wiki/Swietenia_mahagoni","Common","","","Lanceolate","Opposite","Uni-pinnate","","","Globular","flaky.","0","Yellow fragrant","Ovoid Brown","0","April,May",1,"swietenia-mahagoni","","""000000580""","Mahogany"
"","""Syagrus Coronata""","","http://en.wikipedia.org/wiki/Syagrus_coronata","Rare","","","","","","","","","single,slender,30-45cm dia,covered with rings.","0","Rough woody","Orange","0","No",1,"syagrus-coronata","","""000000581""","Licuri Palm"
"","""Syagrus Romanzoffiana""","","http://en.wikipedia.org/wiki/Syagrus_romanzoffiana","Rare","","","","","","","","","","0","Rough woody","Coconut like","0","No",1,"syagrus-romanzoffiana","","""000000582""","Queen Palm"
"","""Syagrus Sancona""","","","Rare","","","","","","","","","","0","Rough woody","Coconut like","0","No",1,"syagrus-sancona","","""000000583""","Queen Palm"
"","""Syzygium Aromaticum""","Myrtaceae","http://en.wikipedia.org/wiki/Clove","Common","","","Oblong","Opposite","Simple","","","Oval","","0","Fragrant white","Purple,juicy","0","April",1,"syzygium-aromaticum","","""000000584""","Jambhul"
"","""Syzygium Cumini""","Myrtaceae","http://en.wikipedia.org/wiki/Jambul","Common","","","Oblong","Opposite","Simple","","","Oval","white ,flaky,branches terete.","0","Fragrant white","Purple,juicy","0","April",1,"syzygium-cumini","","""000000585""","Jambhul"
"","""Syzygium Heyneanum""","Myrtaceae","","Rare","","","Oblong","Opposite","Simple","","","Oval","","0","Fragrant white","Purple,juicy","0","April",1,"syzygium-heyneanum","","""000000586""","Jambhul"
"","""Syzygium Jambos""","Myrtaceae","http://en.wikipedia.org/wiki/Syzygium_jambos","Occasional","","","Elliptic","Opposite","Simple","Reticulate","Entire","Irregular","","0","White","spongy,white or pink","0","Feb,Mar,July,Aug",1,"syzygium-jambos","","""000000587""","Jamb"
"","""Tabebuia Argentea""","Bignoniaceae","http://en.wikipedia.org/wiki/Tabebuia_aurea","Occasional","","","Elliptic","","Digitate","","","Irregular","","0","Golden Yellow","Brown","0","March,April",1,"tabebuia-argentea","","""000000588""","Golden Trumpet"
"","""Tabebuia Avellanedae""","Bignoniaceae","http://en.wikipedia.org/wiki/Tabebuia_impetiginosa","Occasional","","","Ovate","","Digitate","","","Vase shaped","","0","Purple","Linear winged","0","Feb,March",1,"tabebuia-avellanedae","","""000000589""","Taheboo Tree"
"","""Tabebuia Chrysantha""","Bignoniaceae","http://en.wikipedia.org/wiki/Tabebuia_chrysantha","Rare","","","Ovate","","Digitate","","","Irregular","white rough.","0","Golden Yellow","Brown","0","Feb,March",1,"tabebuia-chrysantha","","""000000590""","Yellow Trumpet Tree"
"","""Tabebuia Chrysotricha""","Bignoniaceae","http://en.wikipedia.org/wiki/Tabebuia_chrysotricha","Rare","","","Ovate","","Digitate","","","Irregular","single 10-20cm dia smooth with shallow rings of leaf bases grey.","0","Golden Yellow","Brown","0","Feb,March",1,"tabebuia-chrysotricha","","""000000591""","Yellow Trumpet Tree"
"","""Tabebuia Pallida""","Bignoniaceae","http://en.wikipedia.org/wiki/Tabebuia","Occasional","","","Oblong","","Digitate","","","Oval","","0","Purple","No","0","Jan,feb,March,April,May,Octo,Nov,Dec",1,"tabebuia-pallida","","""000000592""","Purple Trumpet"
"","""Tabebuia Rosea""","Bignoniaceae","http://en.wikipedia.org/wiki/Tabebuia_rosea","Occasional","","","Elliptic","","Digitate","","","Irregular","grey ,thick,corky,deeply cracked.","0","Pink","Linear","0","Feb,March",1,"tabebuia-rosea","","""000000593""","Pink Trumpet"
"","""Tabebuia Sp.""","Bignoniaceae","http://en.wikipedia.org/wiki/Tabebuia","Rare","","","Elliptic","","Digitate","","","Oval","branches prickly.","0","Pinkish white","No","0","Feb,March,April,Sep,Oct,Nov",1,"tabebuia-sp.","","",""
"","""Tabernaemontana Coronaria""","Apocynaceae","http://en.wikipedia.org/wiki/Tabernaemontana","Common","","","Elliptic","Opposite","Simple","Reticulate","Acuminate","Spreading","","0","Fragrant,white","No","0","Jan,Mar,May,July,sep,Nov",1,"tabernaemontana-coronaria","","""000000594""","Tagar"
"","""Talauma Mutabilis (Did Not Find The Name)""","Magnoliaceae","http://en.wikipedia.org/wiki/Alseodaphne","","","","Elliptic","Alternate","Simple","Reticulate","Entire","","","0","Fragrant,White,Yellow","Red  Seeds","0","Jan-May",1,"talauma-mutabilis-(did-not-find-the-name)","","""000000595""","Kavthi Chafa"
"","""Tamarindus Indica""","Caesalpiniceae","http://en.wikipedia.org/wiki/Tamarind","Common","","","Oblong","Opposite","Uni-pinnate","","","Globular","cracked, branchlets zigzag.","0","Yellowish pink","Pods","0","Feb,March",1,"tamarindus-indica","","""000000596""","Chinch"
"","""Tamilnadia Uliginosa""","Rubiaceae","","Rare","","","Ovate","Opposite","Simple","","","Erect","brown branches terminating in spines","0","White Fragrant","Yellowish Brown","0","May,Jun",1,"tamilnadia-uliginosa","","""000000597""","Pandhara"
"","""Taxodium Distichum""","Taxodiaceae","http://en.wikipedia.org/wiki/Taxodium_distichum","Rare","","","","","","","","","20-30cm,often branched.","0","No","No","0","No",1,"taxodium-distichum","","""000000598""","Bald Cypress"
"","""Tecoma Gaudichaudi""","Bignoniaceae","http://pt.wikipedia.org/wiki/Tecoma","Common","","","Lanceolate","Opposite","Uni-pinnate","","","Vase shaped","","0","Yellow","Linear","0","Feb,March,April,May,Octo,Nov",1,"tecoma-gaudichaudi","","""000000599""","Tecoma"
"","""Tecoma Smithii""","Bignoniaceae","","Occasional","","","Ovate","Opposite","Uni-pinnate","","","Vase shaped","","0","Yellowish orange","Linear","0","Feb,March,april,May,Octo,Nov",1,"tecoma-smithii","","""000000600""","Dwarf Tecoma"
"","""Tecoma Stans""","Bignoniaceae","http://en.wikipedia.org/wiki/Tecoma_stans","Common","","","Lanceolate","Opposite","Uni-pinnate","","","Vase shaped","","0","Yellow","Linear","0","Feb,March,April,May,Octo,Nov",1,"tecoma-stans","","""000000601""","Tecoma"
"","""Tectona Grandis""","Verbenaceae","http://en.wikipedia.org/wiki/Teak","Common","","","Ovate","Opposite","Uni-pinnate","","","Conical","grey,flaky.branches quadrangular.","0","White,Fragrant","Globose,Papery","0","July,Jun",1,"tectona-grandis","","""000000602""","Sag"
"","""Terminalia Arjuna""","Combretaceae","http://en.wikipedia.org/wiki/Terminalia_arjuna","Occasional","","","Oblong","Alternate","Simple","Reticulate","Entire","Globular","yellowish white ,smooth.","0","Yellow fragrant","Ovoid Wings hard","0","March,April",1,"terminalia-arjuna","","""000000603""","Arjun"
"","""Terminalia Bellirica""","Combretaceae","http://en.wikipedia.org/wiki/Terminalia_bellirica","Rare","","","Elliptic","Alternate","Simple","Reticulate","Entire","Globular","","0","Fragrant white","Narrowed","0","March,April",1,"terminalia-bellirica","","""000000604""","Beheda"
"","""Terminalia Catappa""","Combretaceae","http://en.wikipedia.org/wiki/Terminalia_catappa","Common","","","Oblong","Alternate","Simple","Reticulate","Entire","Spreading","","0","Fragrant yelow","Ribbed pink","0","July,Aug",1,"terminalia-catappa","","""000000605""","Badam"
"","""Terminalia Chebula""","Combretaceae","http://en.wikipedia.org/wiki/Terminalia_chebula","Occasional","","","Elliptic","Alternate","Simple","Reticulate","Entire","Globular","","0","Fragrant white","Narrowed","0","March,April",1,"terminalia-chebula","","""000000606""","Beheda"
"","""Terminalia Cuneata""","Combretaceae","","Occasional","","","Oblong","Alternate","Simple","Reticulate","Entire","Globular","","0","Yellow fragrant","Ovoid Wings hard","0","March,April",1,"terminalia-cuneata","","""000000607""","Arjun"
"","""Terminalia Elliptica""","Combretaceae","http://en.wikipedia.org/wiki/Terminalia_elliptica","Occasional","","","Oblong","Alternate","Simple","Reticulate","Entire","Globular","","0","Yellow fragrant","Ovoid Wings hard","0","March,April",1,"terminalia-elliptica","","""000000608""","Arjun"
"","""Terminalia Mantaly""","Combretaceae","http://en.wikipedia.org/wiki/Terminalia_(plant)","Occasional","","","Ovate","Opposite","Simple","","","Spreading","","0","No","No","0","No",1,"terminalia-mantaly","","""000000609""","Madagascar Almond"
"","""Theobroma Cacao""","Sterculiaceae","http://en.wikipedia.org/wiki/Theobroma_cacao","Rare","","","Elliptic","Alternate","Simple","Reticulate","Acuminate","Irregular","","0","Whitish pink","Brown edible","0","Feb-May",1,"theobroma-cacao","","""000000610""","Cocoa"
"","""Thespesia Populnea""","Malvaceae","http://en.wikipedia.org/wiki/Thespesia_populnea","Occasional","","","Oblong","Alternate","Simple","Reticulate","Acuminate","Globular","","0","Pink","Globose","0","Aug,Sep",1,"thespesia-populnea","","""000000611""","Paras Bhendi"
"","""Thevetia Peruviana""","Apocynaceae","http://en.wikipedia.org/wiki/Thevetia_peruviana","Common","","","Linear","Opposite","Simple","","","Spreading","Grey,cracked.","0","Fragrant white,yellow,orange","Yellow, Ribbed","0","Jan,Mar,May,July,sep,Nov",1,"thevetia-peruviana","","""000000612""","Bitti"
"","""Thrinax Parviflora""","","http://en.wikipedia.org/wiki/Thrinax","Occasional","","","","","","","","","","0","Creamish","Globose white","0","No",1,"thrinax-parviflora","","""000000613""","Thatch Palm"
"","""Thuja Orientalis (Platycladus Orientalis)""","Cupressaceae","http://en.wikipedia.org/wiki/Thuja_orientalis","Common","","","","","","","","","light brown.branches in whorls,with swollen nodes.","0","No","No","0","No",1,"thuja-orientalis-(platycladus-orientalis)","","""000000614""","Morpankhi"
"","""Toona Hexandra""","Meliaceae","","Rare","","","Elliptic","Opposite","Uni-pinnate","","","Irregular","yellowish  white.","0","White Fragrant","Oblong","0","March",1,"toona-hexandra","","""000000615""","Toon"
"","""Trema Orientalis""","Ulmaceae","http://en.wikipedia.org/wiki/Trema_orientalis","Occasional","","","Lanceolate","Alternate","Simple","Reticulate","Acuminate","Spreading","","0","Green","Globose black","0","March",1,"trema-orientalis","","""000000616""","Gol"
"","""Trewia Nudiflora""","Euphorbiaceae","http://en.wikipedia.org/wiki/Trewia","Rare","","","Ovate","Opposite","Simple","","","Irregular","smooth, light coloured.","0","Green","Globose,woody","0","May",1,"trewia-nudiflora","","""000000617""","Petari"
"","""Unidentified""","","","Rare","","","Elliptic","Opposite","Uni-pinnate","","","Irregular","","0","No","NO","0","No",1,"unidentified","","",""
"","""Vateria Indica""","","http://en.wikipedia.org/wiki/Vateria_indica","","","","","","","","","","","0","No","No","0","No",1,"vateria-indica","","",""
"","""Veitchia Arecina""","","","Rare","","","","","","","","","single,30-40cm dia,smooth with shallow,close rings of leaf bases ,grey.","0","No","Red","0","No",1,"veitchia-arecina","","""000000618""","Montgomery Palm"
"","""Veitchia Merrillii""","","","Rare","","","","","","","","","single,slender,10-20cm dia smooth. With raised inclined rings of leaf bases green.","0","Greenish white","Red","0","No",1,"veitchia-merrillii","","""000000619""","Manila Palm"
"","""Vitex Altissima""","Verbenaceae","http://en.wikipedia.org/wiki/Vitex","Rare","","","Lanceolate","Opposite","Uni-pinnate","","","Irregular","","0","Blue  fragrant","Globose Purple","0","Jun",1,"vitex-altissima","","""000000620""","Balage"
"","""Vitex Negundo""","Verbenaceae","http://en.wikipedia.org/wiki/Vitex_negundo","Rare","","","Lanceolate","Opposite","Uni-pinnate","","","Irregular","","0","Blue  fragrant","Globose Purple","0","Jun",1,"vitex-negundo","","""000000621""","Balage"
"","""Wallichia Disticha""","","","Common","","","Lanceolate","Opposite","Uni-pinnate","","","Irregular","grey,rough.","0","No","NO","0","No",1,"wallichia-disticha","","""000000622""","Wallich's Palm"
"","""Washingtonia Filifera""","","http://en.wikipedia.org/wiki/Washingtonia_filifera","Occasional","","","","","","","","","clustered,10-15cm dia,brown,covered with persistant petioles netted.","0","No","Yellowish Brown","0","No",1,"washingtonia-filifera","","""000000623""","California Fan Palm"
"","""Washingtonia Robusta""","","http://en.wikipedia.org/wiki/Washingtonia_robusta","Rare","","","","","","","","","single,slender,75-90cm dia,smooth,covered with rings","0","No","Yellowish Brown","0","No",1,"washingtonia-robusta","","""000000624""","California Fan Palm"
"","""Wodyetia Bifurcata""","","http://en.wikipedia.org/wiki/Wodyetia","Occasional","","","","","","","","","clustered,bamboo like5-10cm dia smooth with distant rings of leaf bases greenish grey.","0","No","Red","0","No",1,"wodyetia-bifurcata","","""000000625""","Foxtail Palm"
"","""Wrightia Arborea""","Apocynaceae","http://en.wikipedia.org/wiki/Wrightia","Rare","","","Elliptic","Opposite","Simple","Reticulate","Acuminate","Oval","yellowish grey branches.with yellow juice","0","Fragrant,yellow","Rough","0","June",1,"wrightia-arborea","","""000000626""","Tambada Kuda"
"","""Wrightia Tinctoria""","Apocynaceae","http://en.wikipedia.org/wiki/Wrightia_tinctoria","Rare","","","Elliptic","Opposite","Simple","Reticulate","Acuminate","Irregular","smooth dark brown.","0","White","Pendules","0","April",1,"wrightia-tinctoria","","""000000627""","Kala Kuda"
"","""Xylocarpus Granatum""","","http://en.wikipedia.org/wiki/Xylocarpus_granatum","","","","","","","","","","","0","No","No","0","No",1,"xylocarpus-granatum","","",""
