-----
{
 "description": "The table refers to Block wise Dugwells in the command of Major/Medium Projects and Supplimentary Irrigation. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.14.csv", 
 "title": "Download CSV for Blockwise Dugwells in the command of Major/Medium Projects and Supplimentary Irrigation", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Location of Tubewell (Nos) - Inside Command,Location of Tubewell (Nos) - Outside Command,Total,Supplementary Irrigation (Ha) - Kharif,Supplementary Irrigation (Ha) - Rabi,Supplementary Irrigation (Ha) - Perennial,Supplementary Irrigation (Ha) - Others,Total
RAJASTHAN,DAUSA,LALSOT,6,10466,10472,0,0,0,5,5
RAJASTHAN,DAUSA,MAHUA,2,5259,5261,0,0,0,0,0
RAJASTHAN,DAUSA,SIKRAY,16,6815,6831,0,0,0,0,0
RAJASTHAN,DHOLPUR,BARI,124,1327,1451,0,0,0,0,0
RAJASTHAN,DHOLPUR,BASERI,1199,1281,2480,0,43,0,0,43
RAJASTHAN,DHOLPUR,RAJAKHERA,0,5,5,0,0,0,0,0
RAJASTHAN,DHOLPUR,SAPAIU,77,18,95,0,0,0,0,0
RAJASTHAN,DUNGARPUR,ASPUR,1063,2627,3690,0,35,0,0,35
RAJASTHAN,DUNGARPUR,DUNGARPUR,84,6177,6261,0,0,0,0,0
RAJASTHAN,DUNGARPUR,SAGWARA,28,3553,3581,0,0,0,0,0
RAJASTHAN,DUNGARPUR,SIMALWARA,18,4494,4512,0,0,0,0,0
RAJASTHAN,GANGANAGAR,PADAM PUR,112,53,165,0,0,0,0,0
RAJASTHAN,HANUMANGARH,BHADRA,0,21,21,0,0,0,0,0
RAJASTHAN,HANUMANGARH,NOHAR,188,128,316,0,0,0,0,0
RAJASTHAN,JAIPUR,AMER,7,9075,9082,3,3,0,1,7
RAJASTHAN,JAIPUR,BASSI,9,11866,11875,0,0,0,3,3
RAJASTHAN,JAIPUR,CHAKSU,15,10573,10588,0,0,0,0,0
RAJASTHAN,JAIPUR,CHOMU,10,12186,12196,3,0,0,9,12
RAJASTHAN,JAIPUR,JAIPUR,2,5621,5623,0,0,0,0,0
RAJASTHAN,JAIPUR,JAMWARAMGARH,11,8803,8814,0,0,0,0,0
RAJASTHAN,JAIPUR,KOTPUTLI,6,9685,9691,0,15,0,0,15
RAJASTHAN,JAIPUR,MOUJMABAD,16,7953,7969,0,0,0,0,0
RAJASTHAN,JAIPUR,PHAGI,26,7840,7866,0,0,0,0,0
RAJASTHAN,JAIPUR,PHULERA,16,17724,17740,3,0,0,11,14
RAJASTHAN,JAIPUR,SANGANER,39,9461,9500,129,0,0,0,129
RAJASTHAN,JAIPUR,SHAHPURA,10,6059,6069,2,0,0,0,2
RAJASTHAN,JAIPUR,VIRATNAGAR,1,4261,4262,0,0,0,5,5
RAJASTHAN,JAISALMER,FATHEGARH,0,2,2,0,0,0,0,0
RAJASTHAN,JAISALMER,JAISALMER,0,77,77,0,0,0,0,0
RAJASTHAN,JAISALMER,POKARAN,0,127,127,0,0,0,0,0
RAJASTHAN,JALORE,AHORE,445,4623,5068,6,0,0,0,6
RAJASTHAN,JALORE,BAGODA,3,6362,6365,0,5,0,0,5
RAJASTHAN,JALORE,BHINMAL,14,7324,7338,2,0,0,0,2
RAJASTHAN,JALORE,JALORE,4,5511,5515,0,0,0,0,0
RAJASTHAN,JALORE,RANIWARA,9,8071,8080,7,18,0,3,28
RAJASTHAN,JALORE,SANCHORE,9,13563,13572,0,0,0,0,0
RAJASTHAN,JALORE,SAYLA,5,6525,6530,0,0,0,0,0
RAJASTHAN,JHALAWAR,AKLERA,62,9288,9350,0,0,0,0,0
RAJASTHAN,JHALAWAR,GANGADHAR,4,8237,8241,0,0,0,0,0
RAJASTHAN,JHALAWAR,JHALARA PATAN,8,14408,14416,0,0,0,0,0
RAJASTHAN,JHALAWAR,KHANPUR,180,4464,4644,0,5,0,0,5
RAJASTHAN,JHALAWAR,MANOHAR THANA,12,8359,8371,0,0,0,0,0
RAJASTHAN,JHALAWAR,PACHPAHAR,4,7418,7422,0,0,0,0,0
RAJASTHAN,JHALAWAR,PIRAWA,12,11289,11301,0,0,0,3,3
RAJASTHAN,JHUNJHUNU,BUHANA,1,3194,3195,0,0,0,0,0
RAJASTHAN,JHUNJHUNU,CIDAWA,4,10579,10583,0,0,0,11,11
RAJASTHAN,JHUNJHUNU,JHUNJHUNU,5,4977,4982,0,0,0,5,5
RAJASTHAN,JHUNJHUNU,KHETDI,3,4272,4275,0,0,0,1,1
RAJASTHAN,JHUNJHUNU,NAWALGARH,17,6318,6335,0,0,0,1,1
RAJASTHAN,JHUNJHUNU,UDAIPURWATI,11,7491,7502,0,0,0,1,1
RAJASTHAN,JODHPUR,BHOPAL GARH,1,2145,2146,0,0,0,0,0
RAJASTHAN,JODHPUR,BILADA,4,3082,3086,0,0,0,0,0
RAJASTHAN,JODHPUR,JODHPUR,0,763,763,0,0,0,0,0
RAJASTHAN,JODHPUR,LUNI,0,727,727,0,0,0,0,0
RAJASTHAN,JODHPUR,ONSIA,0,175,175,0,0,0,0,0
RAJASTHAN,JODHPUR,PHALODI,0,100,100,0,0,0,0,0
RAJASTHAN,JODHPUR,SHER GARH,3,393,396,0,0,0,0,0
RAJASTHAN,KAROLI,HINDON,429,6788,7217,0,8,0,0,8
RAJASTHAN,KAROLI,KAROLI,14,9248,9262,430,0,0,0,430
RAJASTHAN,KAROLI,MANDRAYAL,0,654,654,36,0,0,0,36
RAJASTHAN,KAROLI,NADOTI,44,3342,3386,0,0,0,0,0
RAJASTHAN,KAROLI,SAPOTRA,322,3775,4097,0,0,0,0,0
RAJASTHAN,KAROLI,TODA BHIM,12,5791,5803,0,2,0,4,6
RAJASTHAN,KOTA,DIGOD,649,389,1038,0,0,0,0,0
RAJASTHAN,KOTA,LADPURA,892,2320,3212,0,0,0,0,0
RAJASTHAN,KOTA,PIPALLDA,0,254,254,0,0,0,0,0
RAJASTHAN,KOTA,RAMGANJMANDI,11,5954,5965,0,0,0,0,0
RAJASTHAN,KOTA,SANGOD,1399,3022,4421,0,0,0,0,0
RAJASTHAN,NAGAUR,DEEDWANA,61,4003,4064,0,0,0,0,0
RAJASTHAN,NAGAUR,DEGANA,5,5448,5453,10,0,0,0,11
RAJASTHAN,NAGAUR,JAYAL,2,557,559,0,0,0,0,0
RAJASTHAN,NAGAUR,KHEEVSAR,0,34,34,0,0,0,0,0
RAJASTHAN,NAGAUR,LADNU,0,56,56,0,0,0,0,0
RAJASTHAN,NAGAUR,MAKRANA,0,2380,2380,0,0,0,1,1
RAJASTHAN,NAGAUR,MERTA,1,2655,2656,0,0,0,0,0
RAJASTHAN,NAGAUR,NAGAUR,3,1377,1380,0,0,0,0,0
RAJASTHAN,NAGAUR,NAWA,3,9193,9196,4,6,0,1,11
RAJASTHAN,NAGAUR,PARBATSAR,4,5904,5908,0,0,0,0,0
RAJASTHAN,PALI,BALI,10,6043,6053,0,0,3,3,6
RAJASTHAN,PALI,DESURI,45,8643,8688,9,3,0,1,13
RAJASTHAN,PALI,JAITARAN,5,3619,3624,0,0,0,0,0
RAJASTHAN,PALI,MARWAR JUNCTION,0,5517,5517,0,9,0,0,9
RAJASTHAN,PALI,PALI,228,5163,5391,0,0,0,0,0
RAJASTHAN,PALI,RAIPUR,14,4653,4667,8,4,0,0,12
RAJASTHAN,PALI,ROHAT,1,2262,2263,0,0,0,0,0
RAJASTHAN,PALI,SOJAT,39,4688,4727,3,0,0,0,3
RAJASTHAN,PALI,SUMERPUR,927,3374,4301,0,0,0,0,0
RAJASTHAN,RAJSAMAND,AMET,641,6429,7070,2,0,0,0,2
RAJASTHAN,RAJSAMAND,BHIM,63,7162,7225,0,0,0,0,0
RAJASTHAN,RAJSAMAND,DEVGARH,8,4460,4468,0,3,0,0,3
RAJASTHAN,RAJSAMAND,KUMBHALGARH,3,6481,6484,0,0,0,0,0
RAJASTHAN,RAJSAMAND,NATHDWARA,13,6935,6948,2,6,0,0,7
RAJASTHAN,RAJSAMAND,RAILMAGRA,797,6418,7215,0,0,0,0,0
RAJASTHAN,RAJSAMAND,RAJSAMAND,1787,6681,8468,1,3,0,0,4
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,368,4668,5036,0,79,0,1,80
RAJASTHAN,SAWAI MADHOPUR,BAOLI,99,4447,4546,0,0,0,5,5
RAJASTHAN,SAWAI MADHOPUR,CHOUTH KA BARWADA,4,3864,3868,0,0,0,0,0
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,426,5990,6416,0,20,0,0,20
RAJASTHAN,SAWAI MADHOPUR,KHANDAR,5,2609,2614,0,2,0,0,2
RAJASTHAN,SAWAI MADHOPUR,MALARNA DOONGAR,979,1499,2478,0,0,0,0,0
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,63,7542,7605,3,355,0,0,358
RAJASTHAN,SIKAR,DATARAM GARH,1,12944,12945,0,0,0,0,0
RAJASTHAN,SIKAR,FATEHPUR,29,804,833,0,84,0,1,84
RAJASTHAN,SIKAR,LAXMAN GARH,3,4693,4696,0,0,0,0,0
RAJASTHAN,SIKAR,NEEM KA THANA,2,7450,7452,18,9,0,2,29
RAJASTHAN,SIKAR,SHRI MADHOPUR,18,16586,16604,0,0,0,0,0
RAJASTHAN,SIKAR,SIKAR,2,10320,10322,4,0,0,1,5
RAJASTHAN,SIROHI,ABUROAD,406,2128,2534,0,0,0,0,0
RAJASTHAN,SIROHI,PINDWARA,148,3286,3434,0,0,0,0,0
RAJASTHAN,SIROHI,REVDAR,120,6458,6578,0,0,0,0,0
RAJASTHAN,SIROHI,SHIVGANJ,28,2464,2492,0,0,0,3,3
RAJASTHAN,SIROHI,SIROHI,156,2968,3124,6,64,12,0,82
RAJASTHAN,TONK,DEOLI,4,8249,8253,0,0,0,0,0
RAJASTHAN,TONK,MALPURA,469,7100,7569,0,0,0,0,0
RAJASTHAN,TONK,NIWAI,2,9469,9471,3,2,0,0,5
RAJASTHAN,TONK,PEEPLU,350,5621,5971,0,0,0,0,0
RAJASTHAN,TONK,TODARAI SINGH,338,4979,5317,0,0,0,0,0
RAJASTHAN,TONK,TONK,144,5746,5890,0,0,0,0,0
RAJASTHAN,TONK,UNIYARA,720,5295,6015,0,173,0,0,174
RAJASTHAN,UDAIPUR,DHARIYAVAD,2389,3429,5818,0,0,0,0,0
RAJASTHAN,UDAIPUR,GIRWA,4,9869,9873,0,0,0,0,0
RAJASTHAN,UDAIPUR,GOGUNDA,92,4967,5059,0,0,0,0,0
RAJASTHAN,UDAIPUR,JHADOL,68,3126,3194,0,0,0,0,0
RAJASTHAN,UDAIPUR,KHERWADA,5,2081,2086,0,0,0,0,0
RAJASTHAN,UDAIPUR,KOTRA,8,2216,2224,0,0,0,0,0
RAJASTHAN,UDAIPUR,MAWLI,193,10143,10336,0,0,0,0,0
RAJASTHAN,UDAIPUR,SALUMBER,4,5904,5908,0,0,0,0,0
RAJASTHAN,UDAIPUR,SARADA,390,3957,4347,0,0,0,0,0
RAJASTHAN,UDAIPUR,VALLABH NAGAR,277,13246,13523,0,0,0,0,0
TAMIL NADU,COIMBATORE,ANAMALAI,1148,3815,4963,205,37,1631,19,1892
TAMIL NADU,COIMBATORE,ANNUR,42,5819,5861,23,6,3,11,43
TAMIL NADU,COIMBATORE,AVINASHI,0,7275,7275,0,0,0,0,0
TAMIL NADU,COIMBATORE,KINATHUKADAVU,274,7309,7583,6,6,151,3,166
TAMIL NADU,COIMBATORE,KUDIMANGALAM,1197,5856,7053,504,173,862,40,1578
TAMIL NADU,COIMBATORE,MADATTHUKULAM,1665,2228,3893,846,106,286,75,1312
TAMIL NADU,COIMBATORE,MADUKKARAI,206,4460,4666,199,0,175,82,456
TAMIL NADU,COIMBATORE,METTUPALAYAM,455,6501,6956,200,14,146,0,360
TAMIL NADU,COIMBATORE,PALLADAM,918,6162,7080,276,240,251,46,813
TAMIL NADU,COIMBATORE,PERIANAICKEN PALAYAM,0,3286,3286,0,0,0,0,0
TAMIL NADU,COIMBATORE,POLLACHI NORTH!,705,6032,6737,193,51,929,0,1173
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,636,4327,4963,38,84,874,0,996
TAMIL NADU,COIMBATORE,PONGALUR,405,6131,6536,253,41,91,0,384
TAMIL NADU,COIMBATORE,SARCARSAMAKULAM,0,2359,2359,0,0,0,0,0
TAMIL NADU,COIMBATORE,SOOLUR,0,4467,4467,0,0,0,0,0
TAMIL NADU,COIMBATORE,SULTHANPET,724,5885,6609,151,4,575,3,733
TAMIL NADU,COIMBATORE,THIRUPPUR,205,4963,5168,150,18,18,0,187
TAMIL NADU,COIMBATORE,THONDAMUTHUR,1,4302,4303,0,0,0,0,0
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,1258,6425,7683,563,575,857,28,2023
TAMIL NADU,CUDDALORE,ANNAGRAMAM,0,103,103,0,0,0,0,0
TAMIL NADU,CUDDALORE,BHUVANAGIRI,0,1,1,0,0,0,0,0
TAMIL NADU,CUDDALORE,CUDDALORE,0,123,123,0,0,0,0,0
TAMIL NADU,CUDDALORE,KAMMAPURAM,0,82,82,0,0,0,0,0
TAMIL NADU,CUDDALORE,KATTUMANNARKOIL,10,273,283,9,0,0,0,9
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,0,242,242,0,0,0,0,0
TAMIL NADU,CUDDALORE,KUMARATCHI,0,25,25,0,0,0,0,0
TAMIL NADU,CUDDALORE,KURINJIPADY,0,504,504,0,0,0,0,0
TAMIL NADU,CUDDALORE,MANGALORE,0,6522,6522,0,0,0,0,0
TAMIL NADU,CUDDALORE,NALLUR,2,1950,1952,1,0,0,2,3
TAMIL NADU,CUDDALORE,PANRUTI,0,26,26,0,0,0,0,0
TAMIL NADU,CUDDALORE,PARANGIPETTAI,0,526,526,0,0,0,0,0
TAMIL NADU,CUDDALORE,VRIDHACHALAM,0,1543,1543,0,0,0,0,0
TAMIL NADU,DHARMAPURI,BARUGUR,0,8571,8571,0,0,0,0,0
TAMIL NADU,DHARMAPURI,DHARMAPURI,0,3233,3233,0,0,0,0,0
TAMIL NADU,DHARMAPURI,HARUR,4,7702,7706,2,0,0,0,2
TAMIL NADU,DHARMAPURI,HOSUR,16,1820,1836,10,0,6,0,17
TAMIL NADU,DHARMAPURI,KARIMANGALAM,64,11642,11706,2,25,1,0,28
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,187,7793,7980,114,0,0,0,115
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),69,4119,4188,34,0,0,0,34
TAMIL NADU,DHARMAPURI,KRISHNAGIRI,43,6181,6224,83,1,0,0,84
TAMIL NADU,DHARMAPURI,MATHUR,0,3959,3959,0,0,0,0,0
TAMIL NADU,DHARMAPURI,MORAPPUR,47,5280,5327,11,3,1,1,16
TAMIL NADU,DHARMAPURI,NALLAMPALLI,1,6499,6500,0,0,0,0,1
TAMIL NADU,DHARMAPURI,PALACODE,6,11324,11330,1,0,0,0,1
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,230,12965,13195,144,12,10,2,168
TAMIL NADU,DHARMAPURI,PENNAGARAM,132,10039,10171,88,0,4,0,92
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,6,5960,5966,1,1,0,0,2
TAMIL NADU,DHARMAPURI,THALLY,229,2474,2703,158,13,0,1,172
TAMIL NADU,DHARMAPURI,UTHANGARAI,9,10320,10329,4,2,0,0,6
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,47,4423,4470,34,0,0,0,34
TAMIL NADU,DINDIGUL,ATHOOR,0,5657,5657,0,0,0,0,0
TAMIL NADU,DINDIGUL,BATLAGUNDU,82,5173,5255,4,38,7,0,49
TAMIL NADU,DINDIGUL,DINDIGUL,3,6272,6275,4,0,0,0,5
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,0,5710,5710,0,0,0,0,0
TAMIL NADU,DINDIGUL,KODAIKANAL,0,3,3,0,0,0,0,0
TAMIL NADU,DINDIGUL,NATHAM,0,6731,6731,0,0,0,0,0
TAMIL NADU,DINDIGUL,NILAKOTTAI,13,8692,8705,1,2,0,0,3
TAMIL NADU,DINDIGUL,ODDANCHATRAM,2,11572,11574,2,0,0,0,2
TAMIL NADU,DINDIGUL,PALANI,85,5926,6011,19,69,73,10,171
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,80,8518,8598,30,0,0,0,30
TAMIL NADU,DINDIGUL,SHANARPATTI,23,6969,6992,3,1,1,0,5
TAMIL NADU,DINDIGUL,THOPPAMPATTI,145,10123,10268,39,133,2,2,177
TAMIL NADU,DINDIGUL,VADAMADURAI,0,7656,7656,0,0,0,0,0
TAMIL NADU,DINDIGUL,VEDASANDUR,1,7891,7892,1,0,0,0,1
TAMIL NADU,ERODE,AMMAPETTAI,665,5664,6329,495,347,59,209,1110
TAMIL NADU,ERODE,ANTHIYUR,11,4299,4310,12,0,0,0,12
TAMIL NADU,ERODE,BHAVANI,1642,3715,5357,1652,25,18,5,1700
TAMIL NADU,ERODE,BHAVANISAGAR,10,4258,4268,8,0,3,2,13
TAMIL NADU,ERODE,CHENNIMALAI,1218,5031,6249,494,535,42,70,1141
TAMIL NADU,ERODE,DHARAPURAM,138,8843,8981,3,15,7,1,26
TAMIL NADU,ERODE,ERODE,345,3496,3841,88,6,17,1,111
TAMIL NADU,ERODE,GOBICHETTIPALAYAM,900,4782,5682,422,17,59,155,653
TAMIL NADU,ERODE,KANGEYAM,47,7019,7066,12,5,6,2,24
TAMIL NADU,ERODE,KODUMUDI,2048,6049,8097,1287,155,110,0,1552
TAMIL NADU,ERODE,KUMDADAM,745,10037,10782,106,135,139,66,445
TAMIL NADU,ERODE,MODAKURICHI,2175,10259,12434,577,308,114,110,1109
TAMIL NADU,ERODE,MOOLANUR,0,7724,7724,0,0,0,0,0
TAMIL NADU,ERODE,NAMBIYUR,235,5239,5474,123,3,1,1,127
TAMIL NADU,ERODE,PERUNTHURAI,1664,4517,6181,1271,93,25,22,1411
TAMIL NADU,ERODE,SATHYAMANGALAM,113,5238,5351,81,1,3,5,91
TAMIL NADU,ERODE,THALAVADI,1,1706,1707,1,0,0,0,1
TAMIL NADU,ERODE,THUKKANAICKENPALAYAM,351,3166,3517,305,36,9,1,350
TAMIL NADU,ERODE,UTHUKULI,0,4045,4045,0,0,0,0,0
TAMIL NADU,ERODE,VELLAKOIL,228,6574,6802,249,30,1,2,282
TAMIL NADU,KANCHEEPURAM,ACHIRAPPAKKAM,331,5462,5793,94,146,2,0,242
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,0,5426,5426,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,KANCHEEPURAM,54,2873,2927,38,0,0,0,38
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,126,3646,3772,8,73,0,0,81
TAMIL NADU,KANCHEEPURAM,KUNDRATHUR,366,346,712,510,23,7,0,540
TAMIL NADU,KANCHEEPURAM,LATHORE,90,3211,3301,0,90,0,0,90
TAMIL NADU,KANCHEEPURAM,MADHURANTHAGAM,532,6847,7379,33,231,58,1,324
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,57,780,837,39,1,9,1,51
TAMIL NADU,KANCHEEPURAM,TAMBARAM,35,850,885,3,13,0,0,15
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,0,3900,3900,0,0,0,0,0
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,38,3510,3548,2,10,2,0,14
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,132,7422,7554,36,50,0,0,86
TAMIL NADU,KANCHEEPURAM,WALAJABAD,55,2014,2069,32,41,1,11,85
TAMIL NADU,KANYAKUMARI,AGASTEESWARAM,1,1156,1157,0,0,1,0,1
TAMIL NADU,KANYAKUMARI,KILLIYOOR,0,22,22,0,0,0,0,0
TAMIL NADU,KANYAKUMARI,KURUNTHENCODE,0,437,437,0,0,0,0,0
TAMIL NADU,KANYAKUMARI,MELPURAM,0,42,42,0,0,0,0,0
TAMIL NADU,KANYAKUMARI,MUNCHIRAI,0,57,57,0,0,0,0,0
TAMIL NADU,KANYAKUMARI,RAJAKKAMANGALAM,116,1090,1206,0,0,73,0,73
TAMIL NADU,KANYAKUMARI,THIRUVATTAR,0,1,1,0,0,0,0,0
TAMIL NADU,KANYAKUMARI,THOVALAI,0,273,273,0,0,0,0,0
TAMIL NADU,KANYAKUMARI,THUCKALAY,0,5,5,0,0,0,0,0
TAMIL NADU,KARUR,ARAVAKURICHI,22,5952,5974,20,0,0,3,23
TAMIL NADU,KARUR,K.PARAMATHI,9,7722,7731,5,0,0,3,8
TAMIL NADU,KARUR,KADAVUR,21,8175,8196,12,3,0,0,16
TAMIL NADU,KARUR,KARUR,5,4816,4821,1,0,3,1,6
TAMIL NADU,KARUR,KRISHNARAYAPURAM,10,6815,6825,5,0,0,0,5
TAMIL NADU,KARUR,KULITHALAI,1,2045,2046,0,0,0,0,0
TAMIL NADU,KARUR,THANTHONI,8,6714,6722,11,0,0,0,11
TAMIL NADU,KARUR,THOGAMALAI,6,5650,5656,6,0,0,3,9
TAMIL NADU,MADURAI,ALANGANALLUR,204,4028,4232,55,21,198,5,279
TAMIL NADU,MADURAI,CHELLAMPATTI,1,7562,7563,0,1,0,0,1
TAMIL NADU,MADURAI,KALLIKUDI,3,3382,3385,2,1,0,0,4
TAMIL NADU,MADURAI,KALLUPATTI(T),0,3460,3460,0,0,0,0,0
TAMIL NADU,MADURAI,KOTTAMPATTI,0,4007,4007,0,0,0,0,0
TAMIL NADU,MADURAI,MADURAI EAST,2,1386,1388,1,2,0,0,3
TAMIL NADU,MADURAI,MADURAI WEST,57,1507,1564,7,14,33,0,53
TAMIL NADU,MADURAI,MELUR,33,4608,4641,4,12,0,0,16
TAMIL NADU,MADURAI,SEDAPATTI,0,7129,7129,0,0,0,0,0
TAMIL NADU,MADURAI,THIRUPPARANKUNDRAM,0,3069,3069,0,0,0,0,0
TAMIL NADU,MADURAI,TIRUMANGALAM,0,5100,5100,0,0,0,0,0
TAMIL NADU,MADURAI,USILAMPATTI,0,4945,4945,0,0,0,0,0
TAMIL NADU,MADURAI,VADIPATTI,308,2883,3191,51,177,66,7,301
TAMIL NADU,NAGAPATTINAM,SEMBANARKOIL,14,3,17,0,19,0,0,20
TAMIL NADU,NAGAPATTINAM,THALAINAYAR,0,201,201,0,0,0,0,0
TAMIL NADU,NAGAPATTINAM,VEDARNIYAM,2,5456,5458,0,0,1,0,1
TAMIL NADU,NAMAKKAL,ELACHIPALAYAM,0,3764,3764,0,0,0,0,0
TAMIL NADU,NAMAKKAL,ERUMAIPATTY,29,5564,5593,1,1,1,0,3
TAMIL NADU,NAMAKKAL,KABILARMALAI,294,4833,5127,334,0,3,0,336
TAMIL NADU,NAMAKKAL,KOLLIHILLS,0,189,189,0,0,0,0,0
TAMIL NADU,NAMAKKAL,MALLASAMUDRAM,0,4504,4504,0,0,0,0,0
TAMIL NADU,NAMAKKAL,MOHANUR,0,5092,5092,0,0,0,0,0
TAMIL NADU,NAMAKKAL,NAMAGIRIPET,0,6501,6501,0,0,0,0,0
TAMIL NADU,NAMAKKAL,NAMAKKAL,0,3741,3741,0,0,0,0,0
TAMIL NADU,NAMAKKAL,PALLIPALAYAM,277,2048,2325,156,3,4,0,163
TAMIL NADU,NAMAKKAL,PARAMATHI,2,4671,4673,0,0,0,0,0
TAMIL NADU,NAMAKKAL,PUDUCHATTIRAM,0,4199,4199,0,0,0,0,0
TAMIL NADU,NAMAKKAL,RASIPURAM,0,3083,3083,0,0,0,0,0
TAMIL NADU,NAMAKKAL,SENDAMANGALAM,2,3953,3955,1,0,0,0,1
TAMIL NADU,NAMAKKAL,TIRUCHENGODE,0,4073,4073,0,0,0,0,0
TAMIL NADU,NAMAKKAL,VENNANDHUR,0,4045,4045,0,0,0,0,0
TAMIL NADU,NILGIRIS,COONOOR,1,128,129,0,1,0,0,1
TAMIL NADU,NILGIRIS,GUDALUR,29,158,187,0,0,80,0,80
TAMIL NADU,NILGIRIS,KOTAGIRI,1,235,236,0,1,0,0,1
TAMIL NADU,NILGIRIS,UDHAGAMANDALAM,0,428,428,0,0,0,0,0
TAMIL NADU,PERAMBALUR,ALATHUR,1,7423,7424,0,0,0,0,0
TAMIL NADU,PERAMBALUR,ANDIMADAM,0,1992,1992,0,0,0,0,0
TAMIL NADU,PERAMBALUR,ARIYALUR,0,1868,1868,0,0,0,0,0
TAMIL NADU,PERAMBALUR,JAYANKONDAM,0,1089,1089,0,0,0,0,0
TAMIL NADU,PERAMBALUR,PERAMBALUR,2,11035,11037,0,0,0,0,1
TAMIL NADU,PERAMBALUR,SENDURAI,0,1633,1633,0,0,0,0,0
TAMIL NADU,PERAMBALUR,THIRUMANUR,49,1415,1464,16,7,1,0,23
TAMIL NADU,PERAMBALUR,TPALUR,0,1157,1157,0,0,0,0,0
TAMIL NADU,PERAMBALUR,VEPPANTHATTAI,35,14083,14118,23,1,0,1,26
TAMIL NADU,PERAMBALUR,VEPPUR,0,5743,5743,0,0,0,0,0
TAMIL NADU,PUDUKKOTTAI,ANNAVASAL,6,5393,5399,6,0,0,0,6
TAMIL NADU,PUDUKKOTTAI,ARANTHANGI,26,2113,2139,4,0,0,0,4
TAMIL NADU,PUDUKKOTTAI,ARIMALAM,0,849,849,0,0,0,0,0
TAMIL NADU,PUDUKKOTTAI,GANDARVAKKOTTAI,0,3024,3024,0,0,0,0,0
TAMIL NADU,PUDUKKOTTAI,KARAMBAKUDI,3,3197,3200,1,0,0,0,1
TAMIL NADU,PUDUKKOTTAI,KUNNANDARKOIL,4,5032,5036,1,2,0,0,3
TAMIL NADU,PUDUKKOTTAI,MANAMELKUDI,0,17,17,0,0,0,0,0
TAMIL NADU,PUDUKKOTTAI,PONNAMARAVATHI,1,5632,5633,0,0,0,0,0
TAMIL NADU,PUDUKKOTTAI,PUDUKKOTTAI,1,3954,3955,0,0,1,0,1
TAMIL NADU,PUDUKKOTTAI,THIRUMAYAM,2,2630,2632,0,0,0,0,0
TAMIL NADU,PUDUKKOTTAI,THIRUVARANKULAM,2,4808,4810,0,0,0,0,0
TAMIL NADU,PUDUKKOTTAI,VIRALIMALAI,7,6671,6678,6,2,0,0,8
TAMIL NADU,RAMANATHAPURAM,BOGALUR,0,73,73,0,0,0,0,0
TAMIL NADU,RAMANATHAPURAM,KADALADI,0,443,443,0,0,0,0,0
TAMIL NADU,RAMANATHAPURAM,KAMUDI,0,974,974,0,0,0,0,0
TAMIL NADU,RAMANATHAPURAM,MANDAPAM,0,2460,2460,0,0,0,0,0
TAMIL NADU,RAMANATHAPURAM,MUDUKULATHUR,0,21,21,0,0,0,0,0
TAMIL NADU,RAMANATHAPURAM,NAINARKOIL,0,96,96,0,0,0,0,0
TAMIL NADU,RAMANATHAPURAM,PARAMAKKUDI,0,251,251,0,0,0,0,0
TAMIL NADU,RAMANATHAPURAM,R.S.MANGALAM,0,113,113,0,0,0,0,0
TAMIL NADU,RAMANATHAPURAM,RAMANATHAPURAM,0,445,445,0,0,0,0,0
TAMIL NADU,RAMANATHAPURAM,TIRUPPULLANI,0,2984,2984,0,0,0,0,0
TAMIL NADU,RAMANATHAPURAM,TIRUVADANAI,0,47,47,0,0,0,0,0
TAMIL NADU,SALEM,ATTUR,0,10163,10163,0,0,0,0,0
TAMIL NADU,SALEM,AYODYAPATTANAM,10,6641,6651,0,0,1,0,1
TAMIL NADU,SALEM,EDAPPADI,1,3842,3843,0,0,0,0,0
TAMIL NADU,SALEM,GANGAVALLI,26,8530,8556,10,0,1,0,11
