-----
{
 "description": "The table refers to Block wise Distribution of Dugwells in use and their Potential Created/Utilised according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.16.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells in use and their Potential Created/Utilised according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.16.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No in use - Public,No in use - Private,Total,Potential created (Ha) - Public,Potential created (Ha) - Private,Total potential created,Potential utilised - Public,Potential utilised - Private,Total potential utilised
ANDHRA PRADESH,WARANGAL,MAHABUBABAD,81,4185,4266,100,5173,5273,90,4982,5072
ANDHRA PRADESH,WARANGAL,MANGAPET,0,363,363,0,427,427,0,415,415
ANDHRA PRADESH,WARANGAL,MARIPEDA,0,6103,6103,0,9259,9259,0,8002,8002
ANDHRA PRADESH,WARANGAL,MOGULLAPALLE,24,4268,4292,33,5544,5576,32,5147,5179
ANDHRA PRADESH,WARANGAL,MULUG,0,874,874,0,866,866,0,859,859
ANDHRA PRADESH,WARANGAL,NALLABELLY,0,2156,2156,0,2678,2678,0,2390,2390
ANDHRA PRADESH,WARANGAL,NARMETTA,0,2754,2754,0,2500,2500,0,2493,2493
ANDHRA PRADESH,WARANGAL,NARSAMPET,1,2677,2678,2,3683,3685,2,3636,3638
ANDHRA PRADESH,WARANGAL,NARSIMHULAPET,0,3961,3961,0,5063,5063,0,4738,4738
ANDHRA PRADESH,WARANGAL,NEKKONDA,0,3317,3317,0,5377,5377,0,5147,5147
ANDHRA PRADESH,WARANGAL,NELLIKUDUR,0,4284,4284,0,5061,5061,0,4428,4428
ANDHRA PRADESH,WARANGAL,PALAKURTHI,59,3897,3956,90,4743,4834,53,3748,3801
ANDHRA PRADESH,WARANGAL,PARKAL,0,5049,5049,0,5128,5128,0,5076,5076
ANDHRA PRADESH,WARANGAL,PARVATHAGIRI,0,3605,3605,0,5541,5541,0,5287,5287
ANDHRA PRADESH,WARANGAL,RAGHUNATHA PALLE,0,2540,2540,0,3288,3288,0,2364,2364
ANDHRA PRADESH,WARANGAL,RAIPARTHY,4,2915,2919,10,5074,5083,5,4015,4020
ANDHRA PRADESH,WARANGAL,REGONDA,1,4454,4455,1,4594,4596,1,4578,4579
ANDHRA PRADESH,WARANGAL,SANGEM,2,4080,4082,3,5038,5041,3,4221,4224
ANDHRA PRADESH,WARANGAL,SHAYAMPET,0,2547,2547,0,3027,3027,0,2954,2954
ANDHRA PRADESH,WARANGAL,TADVAI,0,197,197,0,295,295,0,258,258
ANDHRA PRADESH,WARANGAL,THORRUR,0,3896,3896,0,6696,6696,0,5677,5677
ANDHRA PRADESH,WARANGAL,VENKATAPUR,0,339,339,0,298,298,0,297,297
ANDHRA PRADESH,WARANGAL,WARDHANNAPET,173,4681,4854,475,8859,9334,411,8231,8642
ANDHRA PRADESH,WARANGAL,ZAFFERGADH,0,3065,3065,0,5640,5640,0,3980,3980
ANDHRA PRADESH,WEST GODAVARI,BHIMADOLE,0,220,220,0,1513,1513,0,1107,1107
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,0,112,112,0,424,424,0,389,389
ANDHRA PRADESH,WEST GODAVARI,CHINTALAPUDI,0,687,687,0,1043,1043,0,1042,1042
ANDHRA PRADESH,WEST GODAVARI,DENDULURU,1,606,607,4,2333,2337,3,2172,2174
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,0,358,358,0,3105,3105,0,2270,2270
ANDHRA PRADESH,WEST GODAVARI,DWARAKA TIRUMALA,0,418,418,0,1187,1187,0,1187,1187
ANDHRA PRADESH,WEST GODAVARI,GOPALAPURAM,1,840,841,17,4762,4779,17,2237,2254
ANDHRA PRADESH,WEST GODAVARI,JANGAREDDIGUDEM,0,806,806,0,2396,2396,0,2383,2383
ANDHRA PRADESH,WEST GODAVARI,JEELUGUMILLI,0,4,4,0,11,11,0,5,5
ANDHRA PRADESH,WEST GODAVARI,KAMAVARAPUKOTA,0,261,261,0,503,503,0,503,503
ANDHRA PRADESH,WEST GODAVARI,KOYYALAGUDEM,0,825,825,0,2361,2361,0,2106,2106
ANDHRA PRADESH,WEST GODAVARI,LINGAPALEM,0,1841,1841,0,2780,2780,0,2774,2774
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,0,900,900,0,3117,3117,0,3117,3117
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,0,39,39,0,83,83,0,80,80
ANDHRA PRADESH,WEST GODAVARI,T NARASAPURAM,1,1777,1778,1,3787,3789,1,3727,3729
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,0,29,29,0,141,141,0,136,136
ANDHRA PRADESH,WEST GODAVARI,UNGUTURU,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,CHANGLANG,BORDUMSA-DIYUN,1,0,1,1,0,1,1,0,1
ARUNACHAL PRADESH,EAST SIANG,MEBO,1,0,1,1,0,1,0,0,0
ARUNACHAL PRADESH,PAPUMPARE,KIMIN-DOIMUKH,0,2,2,0,2,2,0,0,0
ASSAM,BARPETA,CHAK-CHAKA,0,23,23,0,67,67,0,54,54
ASSAM,CACHAR,LAKHIPUR,0,1,1,0,2,2,0,2,2
ASSAM,DHUBRI,GOLOKGANJ,0,14,14,0,41,41,0,41,41
ASSAM,GOALPARA,DUDHNAI,1,9,10,3,36,39,3,36,39
ASSAM,GOALPARA,KUSHDHAWA,1,7,8,13,144,157,13,21,34
ASSAM,JORHAT,JORHAT NORTH WEST,0,10,10,0,17,17,0,17,17
ASSAM,KOKRAJHAR,KACHUGAON,0,3,3,0,7,7,0,7,7
ASSAM,KOKRAJHAR,SIDLI-CHIRANG PT,0,1,1,0,1,1,0,1,1
ASSAM,LAKHIMPUR,BIHPURIA,0,3,3,0,7,7,0,3,3
ASSAM,LAKHIMPUR,NARAYANPUR,1,47,48,2,98,100,2,87,89
ASSAM,MORIGAON,MAYONG,0,17,17,0,48,48,0,48,48
ASSAM,NAGOAN,BAJIAGAON,0,1,1,0,2,2,0,2,2
ASSAM,NAGOAN,BARHAMPUR,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,PACHIM ABHOYPUR,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,BAGHMARA,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,AURANGABAD,6,275,281,15,665,680,6,419,425
BIHAR,AURANGABAD,BARUN,0,525,525,0,2643,2643,0,1454,1454
BIHAR,AURANGABAD,DAUDNAGAR,4,277,281,13,848,861,5,325,330
BIHAR,AURANGABAD,DEO,36,618,654,28,873,901,15,568,583
BIHAR,AURANGABAD,GOH,5,193,198,14,306,320,12,255,267
BIHAR,AURANGABAD,HASPURA,8,301,309,39,1048,1087,28,714,742
BIHAR,AURANGABAD,KUTUMBA,6,776,782,23,2253,2275,6,1160,1166
BIHAR,AURANGABAD,MADANPUR,32,743,775,50,1723,1773,30,1099,1129
BIHAR,AURANGABAD,NABINAGAR,11,330,341,30,726,756,18,534,551
BIHAR,AURANGABAD,OBRA,5,164,169,28,769,797,21,508,529
BIHAR,AURANGABAD,RAFIGANAJ,4,440,444,51,640,691,51,146,197
BIHAR,BANKA,AMARPUR,34,578,612,21,339,360,20,328,347
BIHAR,BANKA,BANKA,57,836,893,49,909,959,44,823,867
BIHAR,BANKA,BARAHAT,12,434,446,7,416,424,5,170,175
BIHAR,BANKA,BELHAR,5,423,428,6,506,512,4,445,449
BIHAR,BANKA,BOUNSI,38,434,472,37,506,543,25,389,413
BIHAR,BANKA,CHANAN,0,1451,1451,0,1058,1058,0,739,739
BIHAR,BANKA,DHORAIYA,2,156,158,2,212,214,1,173,174
BIHAR,BANKA,KATORIYA,341,1799,2140,359,1628,1987,290,1281,1572
BIHAR,BANKA,PHULLIDUMER,6,255,261,6,264,270,2,148,149
BIHAR,BANKA,RAJOUN,4,261,265,15,675,690,15,478,493
BIHAR,BANKA,SAMBHUGANJ,16,495,511,18,746,764,16,578,595
BIHAR,BHAGALPUR,GOURADIH,0,626,626,0,389,389,0,375,375
BIHAR,BHAGALPUR,JAGDISHPUR,8,758,766,3,330,334,1,203,204
BIHAR,BHAGALPUR,KAHALGAON,0,412,412,0,274,274,0,232,232
BIHAR,BHAGALPUR,NATHNAGAR,0,229,229,0,179,179,0,137,137
BIHAR,BHAGALPUR,PIRPAINTY,1,1133,1134,1,1829,1830,1,1643,1644
BIHAR,BHAGALPUR,SABOUR,0,346,346,0,287,287,0,285,285
BIHAR,BHAGALPUR,SANHAULA,0,397,397,0,252,252,0,242,242
BIHAR,BHAGALPUR,SHAHKUND,6,687,693,7,514,521,7,429,436
BIHAR,BHAGALPUR,SULTANGANJ,0,128,128,0,95,95,0,87,87
BIHAR,BHOJPUR,ARA,2,29,31,2,130,132,0,110,110
BIHAR,BHOJPUR,BARHARA,0,10,10,0,45,45,0,44,44
BIHAR,BHOJPUR,BEHEA,0,20,20,0,59,59,0,50,50
BIHAR,BHOJPUR,CHARPOKHARI,3,236,239,0,105,106,0,78,78
BIHAR,BHOJPUR,GARHANI,0,30,30,0,37,37,0,37,37
BIHAR,BHOJPUR,JAGDISHPUR,3,96,99,6,347,353,5,214,219
BIHAR,BHOJPUR,KOILWAR,6,93,99,17,329,346,9,220,229
BIHAR,BHOJPUR,PIRO,3,509,512,9,1633,1642,8,1123,1131
BIHAR,BHOJPUR,SAHAR,5,38,43,7,101,108,4,70,74
BIHAR,BHOJPUR,SANDESH,0,72,72,0,80,80,0,74,74
BIHAR,BHOJPUR,SHAHPUR,0,14,14,0,56,56,0,48,48
BIHAR,BHOJPUR,TARARI,0,451,451,0,1312,1312,0,689,689
BIHAR,BHOJPUR,UDWANTNAGAR,2,16,18,1,109,110,1,34,36
BIHAR,BUXAR,BRAHMPUR,0,6,6,0,12,12,0,10,10
BIHAR,BUXAR,BUXAR,0,19,19,0,42,42,0,42,42
BIHAR,BUXAR,CHOUGAI,0,32,32,0,93,93,0,84,84
BIHAR,BUXAR,CHOUSA,0,24,24,0,176,176,0,171,171
BIHAR,BUXAR,DUMRAON,0,75,75,0,172,172,0,160,160
BIHAR,BUXAR,ITARHI,0,12,12,0,32,32,0,18,18
BIHAR,BUXAR,RAJPUR,2,179,181,4,1079,1083,4,1070,1074
BIHAR,BUXAR,SIMRI,0,0,0,0,0,0,0,0,0
BIHAR,EAST CHAMPARAN,AREARAJ,0,20,20,0,5907,5907,0,4147,4147
BIHAR,EAST CHAMPARAN,GHORASAHAN,0,2,2,0,0,0,0,0,0
BIHAR,GAYA,AMAS,3,563,566,3,320,322,2,266,269
BIHAR,GAYA,ATRI,23,599,622,61,1147,1208,58,1056,1113
BIHAR,GAYA,BANKE BAZAR,14,429,443,10,269,280,10,222,232
BIHAR,GAYA,BARACHATTY,8,1647,1655,12,1374,1386,12,1251,1263
BIHAR,GAYA,BATHANI,0,353,353,0,559,559,0,519,519
BIHAR,GAYA,BELAGANJ,19,829,848,29,2624,2653,21,1964,1985
BIHAR,GAYA,BODHGAYA,8,791,799,46,1467,1513,40,1310,1350
BIHAR,GAYA,DOBHI,120,784,904,397,2386,2783,343,2197,2540
BIHAR,GAYA,DUMARIYA,6,1008,1014,13,1562,1574,13,1442,1454
BIHAR,GAYA,FATEHPUR,9,1176,1185,10,956,966,10,871,881
BIHAR,GAYA,GAYA NAGAR,0,51,51,0,78,78,0,63,63
BIHAR,GAYA,GURARU,2,200,202,6,355,361,4,229,233
BIHAR,GAYA,GURUA,28,646,674,60,1227,1286,37,589,626
BIHAR,GAYA,IMAMGANJ,7,1657,1664,17,3180,3197,6,2086,2092
BIHAR,GAYA,KHIZARSARAI,0,273,273,0,417,417,0,369,369
BIHAR,GAYA,KONCH,6,343,349,9,676,685,6,615,621
BIHAR,GAYA,MANPUR,4,926,930,4,2575,2579,4,2264,2268
BIHAR,GAYA,MOHANPUR,7,1084,1091,2,367,369,2,290,292
BIHAR,GAYA,PARAIYA,2,451,453,2,1769,1771,1,891,892
BIHAR,GAYA,SHERGHATTY,29,197,226,94,724,818,63,447,510
BIHAR,GAYA,TANKUPPA,5,260,265,13,483,495,11,318,329
BIHAR,GAYA,TEKARI,28,831,859,126,2415,2541,114,2243,2357
BIHAR,GAYA,WAZIRGANJ,50,872,922,73,1304,1377,60,1055,1116
BIHAR,GOPAALGANJ,BAIKUNTHPUR,0,8,8,0,30,30,0,25,25
BIHAR,GOPAALGANJ,BARAULI,2,5,7,4,12,16,0,0,0
BIHAR,GOPAALGANJ,BHOREY,4,21,25,4,46,50,0,17,17
BIHAR,GOPAALGANJ,BIJAIPUR,0,17,17,0,12,12,0,10,10
BIHAR,GOPAALGANJ,HATHUA,4,27,31,7,66,73,0,51,51
BIHAR,GOPAALGANJ,KATEYA,0,13,13,0,42,42,0,14,14
BIHAR,GOPAALGANJ,KUCHAIKOTE,7,53,60,16,96,112,2,11,12
BIHAR,GOPAALGANJ,MANJHA,0,37,37,0,45,45,0,23,23
BIHAR,GOPAALGANJ,PANCHDEWRI,4,8,12,4,7,11,0,3,3
BIHAR,GOPAALGANJ,PHULWARIYA,1,33,34,2,78,80,0,15,15
BIHAR,GOPAALGANJ,THAWE,0,0,0,0,0,0,0,0,0
BIHAR,GOPAALGANJ,UCHKAGAON,0,106,106,0,234,234,0,197,197
BIHAR,JAMUI,ALIGANJ,4,110,114,5,145,150,5,145,150
BIHAR,JAMUI,BARHAT,42,188,230,37,271,308,29,266,295
BIHAR,JAMUI,CHAKAI,878,1240,2118,574,1149,1723,468,1026,1494
BIHAR,JAMUI,GHIDHOR,0,104,104,0,142,142,0,130,130
BIHAR,JAMUI,JAMUI,10,252,262,7,168,175,7,145,152
BIHAR,JAMUI,JHAJHA,0,1692,1692,0,509,509,0,399,399
BIHAR,JAMUI,KHAIRA,77,1149,1226,60,1779,1839,43,1286,1329
BIHAR,JAMUI,LAXMIPUR,1,720,721,1,420,421,1,420,420
BIHAR,JAMUI,SIKANDARA,12,598,610,6,248,254,5,215,220
BIHAR,JAMUI,SONO,6,1537,1543,14,2055,2069,11,1367,1378
BIHAR,JEHANABAD,ARWAL,33,113,146,32,110,142,22,76,98
BIHAR,JEHANABAD,GHOSHI,4,135,139,5,162,167,4,103,107
BIHAR,JEHANABAD,HULASGANJ,10,229,239,10,259,269,8,144,152
BIHAR,JEHANABAD,JEHANABAD,0,91,91,0,168,168,0,116,116
BIHAR,JEHANABAD,KAKO,4,357,361,7,507,514,6,467,473
BIHAR,JEHANABAD,KALER,0,64,64,0,106,106,0,91,91
BIHAR,JEHANABAD,KARPI,6,374,380,7,480,487,4,305,309
BIHAR,JEHANABAD,KURTHA,14,227,241,14,221,235,12,201,213
BIHAR,JEHANABAD,MAKHDUMPUR,15,120,135,83,274,357,71,237,308
BIHAR,JEHANABAD,MODANGANJ,6,100,106,6,112,118,5,89,95
BIHAR,JEHANABAD,RATNI,0,74,74,0,153,153,0,90,90
BIHAR,JEHANABAD,VANSHI,0,48,48,0,27,27,0,22,22
BIHAR,KAIMUR (BHABUA),ADHAURA,0,62,62,0,161,161,0,76,76
BIHAR,KAIMUR (BHABUA),BHABUA,9,1507,1516,15,4729,4744,14,4456,4470
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,3,586,589,5,1293,1298,5,1077,1082
BIHAR,KAIMUR (BHABUA),CHAINPUR,3,1229,1232,15,6249,6264,8,4814,4823
BIHAR,KAIMUR (BHABUA),CHAND,9,889,898,20,2624,2644,13,2339,2352
BIHAR,KAIMUR (BHABUA),DURGAWATI,1,503,504,0,1521,1521,0,1151,1152
BIHAR,KAIMUR (BHABUA),KUDRA,0,682,682,0,2673,2673,0,2209,2209
BIHAR,KAIMUR (BHABUA),MOHANIA,0,514,514,0,1647,1647,0,1209,1209
BIHAR,KAIMUR (BHABUA),NUAON,2,408,410,10,2236,2246,8,1944,1952
BIHAR,KAIMUR (BHABUA),RAMGARH,0,716,716,0,3047,3047,0,2607,2607
BIHAR,KAIMUR (BHABUA),RAMPUR,0,352,352,0,849,849,0,736,736
BIHAR,KATIHAR,AZAMNAGAR,0,8,8,0,16,16,0,6,6
BIHAR,LAKHISARAI,HALSI,0,86,86,0,154,154,0,67,67
BIHAR,LAKHISARAI,LAKHISARAI,1,412,413,65,285,350,0,220,220
BIHAR,LAKHISARAI,RAMGHAR CHOK,0,73,73,0,39,39,0,37,37
BIHAR,LAKHISARAI,SURYAGARAH,0,510,510,0,166,166,0,142,142
BIHAR,MADHEPURA,GAMHARIA,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,KUMAR KHAND,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,SINGHESHWAR,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,BABUBARHI,0,26,26,0,10,10,0,5,5
BIHAR,MADHUBANI,HARLAKHI,0,21,21,0,101,101,0,84,84
BIHAR,MADHUBANI,JAYNAGAR,3,60,63,0,109,109,0,84,84
BIHAR,MADHUBANI,LAKHANAUR,0,5,5,0,15,15,0,12,12
BIHAR,MUNGER,ASARGANJ,0,101,101,0,115,115,0,111,111
BIHAR,MUNGER,BARIYARPUR,1,39,40,2,56,58,1,41,42
BIHAR,MUNGER,DHARAHARA,15,621,636,10,356,367,6,313,320
BIHAR,MUNGER,HAWALI KHAGARHPUR,26,749,775,14,349,363,10,277,287
BIHAR,MUNGER,JAMALPUR,2,469,471,5,437,442,4,394,398
BIHAR,MUNGER,SADAR MUNGER,149,336,485,156,372,528,113,244,357
BIHAR,MUNGER,SANGRAMPUR,11,355,366,4,141,145,4,129,133
BIHAR,MUNGER,TARAPUR,9,282,291,6,162,168,4,143,147
BIHAR,MUNGER,TATIA BAMBAR,1,188,189,0,69,70,0,61,61
BIHAR,MUZAFFARPUR,KANTI,0,1,1,0,3,3,0,0,0
BIHAR,MUZAFFARPUR,KATRA,0,1,1,0,3,3,0,2,2
BIHAR,MUZAFFARPUR,KURHANI,0,17,17,0,73,73,0,35,35
BIHAR,MUZAFFARPUR,MINAPUR,1,0,1,1,0,1,0,0,0
BIHAR,MUZAFFARPUR,MORAUL,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,MUSHAHARI,0,0,0,0,0,0,0,0,0
BIHAR,NALANDA,ASTHAWAN,26,1147,1173,30,1661,1691,28,1491,1520
BIHAR,NALANDA,BEN,2,851,853,3,2160,2162,3,2101,2104
BIHAR,NALANDA,BIHARSHARIF,5,1973,1978,14,6564,6578,9,4681,4690
BIHAR,NALANDA,BIND,0,285,285,0,496,496,0,468,468
BIHAR,NALANDA,CHANDI,0,991,991,0,2632,2632,0,2172,2172
BIHAR,NALANDA,EKANGARSARAI,15,381,396,10,802,812,10,757,768
BIHAR,NALANDA,GIRIYAK,7,580,587,12,970,981,11,903,914
BIHAR,NALANDA,HARNAUT,1,1008,1009,2,2177,2178,2,2099,2100
BIHAR,NALANDA,HILSA,0,1454,1454,0,3023,3023,0,2949,2949
BIHAR,NALANDA,ISLAMPUR,18,484,502,12,331,342,10,270,280
BIHAR,NALANDA,KARAIPARSURAI,0,476,476,0,1057,1057,0,1050,1050
BIHAR,NALANDA,KATRISARAI,8,158,166,12,261,273,9,238,247
BIHAR,NALANDA,NAGARNAUSA,0,618,618,0,1536,1536,0,1355,1355
BIHAR,NALANDA,NOORSARAI,4,2401,2405,9,7370,7378,9,7353,7362
BIHAR,NALANDA,PARWALPUR,4,704,708,21,3145,3165,19,2651,2670
BIHAR,NALANDA,RAHUI,0,1485,1485,0,4072,4072,0,3548,3548
BIHAR,NALANDA,RAJGIR,7,548,555,13,1206,1218,13,1090,1102
BIHAR,NALANDA,SARMERA,0,345,345,0,618,618,0,524,524
BIHAR,NALANDA,SILAO,20,1444,1464,19,3042,3061,17,2969,2986
BIHAR,NALANDA,THARTHARI,0,532,532,0,801,801,0,755,755
BIHAR,NAWADA,AKBARPUR,5,159,164,9,374,383,9,338,347
BIHAR,NAWADA,GOVINDPUR,26,327,353,42,2150,2191,36,2043,2079
BIHAR,NAWADA,HASUA,7,451,458,2,351,353,2,278,279
BIHAR,NAWADA,KASHICHAK,22,41,63,119,199,318,102,166,268
BIHAR,NAWADA,KAWAKOLE,20,250,270,25,282,306,15,266,281
BIHAR,NAWADA,MESKAUR,10,272,282,12,215,227,9,157,166
BIHAR,NAWADA,NARDIGUNJ,2,99,101,2,167,170,2,138,140
BIHAR,NAWADA,NARHAT,2,31,33,2,53,55,1,31,32
BIHAR,NAWADA,NAWADA,8,105,113,15,388,403,12,313,325
BIHAR,NAWADA,PAKRIBRAWAN,0,15,15,0,66,66,0,66,66
BIHAR,NAWADA,RAJAULI,5,176,181,11,246,257,11,216,227
BIHAR,NAWADA,ROH,10,13,23,25,21,46,25,21,46
BIHAR,NAWADA,SIRDALA,15,391,406,55,817,872,44,709,753
BIHAR,NAWADA,WARISALIGUNJ,13,295,308,10,296,306,6,217,223
BIHAR,PATNA,ATHAMALGOLA,0,6,6,0,35,35,0,35,35
BIHAR,PATNA,BAKHTIARPUR,0,1,1,0,2,2,0,2,2
BIHAR,PATNA,BARH,0,188,188,0,312,312,0,312,312
BIHAR,PATNA,BELCHCHI,0,14,14,0,40,40,0,40,40
BIHAR,PATNA,BIHTA,8,204,212,10,226,237,8,221,229
BIHAR,PATNA,DANIYAWAN,0,169,169,0,433,433,0,430,430
BIHAR,PATNA,DHANARUA,0,368,368,0,1078,1078,0,1078,1078
BIHAR,PATNA,DULHIN BAZAR,0,109,109,0,207,207,0,205,205
BIHAR,PATNA,FATUHA,0,93,93,0,164,164,0,147,147
BIHAR,PATNA,GHOSWARI,0,37,37,0,69,69,0,69,69
BIHAR,PATNA,KHUSRUPUR,0,105,105,0,105,105,0,104,104
BIHAR,PATNA,MANER,0,8,8,0,24,24,0,24,24
BIHAR,PATNA,MASAURHI,0,656,656,0,627,627,0,616,616
BIHAR,PATNA,MOKAMA,0,33,33,0,65,65,0,65,65
BIHAR,PATNA,NAUBATPUR,24,257,281,14,244,258,14,238,252
BIHAR,PATNA,PALIGANJ,12,40,52,11,51,62,9,47,56
BIHAR,PATNA,PANDARAK,0,124,124,0,185,185,0,167,167
BIHAR,PATNA,PATNA SADAR,0,206,206,0,220,220,0,217,217
BIHAR,PATNA,PHULWARI,2,157,159,2,215,218,2,202,204
BIHAR,PATNA,PUNPUN,1,216,217,1,217,218,1,217,218
BIHAR,PATNA,SAMPATCHAK,1,247,248,1,247,248,1,247,248
BIHAR,PATNA,VIKRAM,2,87,89,2,238,240,2,230,231
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,0,1,1,0,6,6,0,5,5
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,0,187,187,0,519,519,0,495,495
BIHAR,ROHTAS(SASARAM),CHENARI,3,856,859,13,2551,2565,6,1835,1841
BIHAR,ROHTAS(SASARAM),DAWATH,0,122,122,0,464,464,0,233,233
BIHAR,ROHTAS(SASARAM),DEHRI,0,53,53,0,177,177,0,158,158
BIHAR,ROHTAS(SASARAM),DINARA,0,9,9,0,33,33,0,27,27
BIHAR,ROHTAS(SASARAM),KARAKAT,0,218,218,0,565,565,0,435,435
BIHAR,ROHTAS(SASARAM),KARGAHAR,2,192,194,6,611,617,6,492,498
BIHAR,ROHTAS(SASARAM),KOCHAS,2,231,233,4,754,758,4,628,632
BIHAR,ROHTAS(SASARAM),NASRIGANJ,0,63,63,0,122,122,0,89,89
BIHAR,ROHTAS(SASARAM),NAUHATTA,2,828,830,6,2539,2545,5,2077,2082
BIHAR,ROHTAS(SASARAM),NOKHA,0,0,0,0,0,0,0,0,0
BIHAR,ROHTAS(SASARAM),RAJPUR,0,60,60,0,113,113,0,68,68
BIHAR,ROHTAS(SASARAM),ROHTAS,0,411,411,0,1187,1187,0,857,857
BIHAR,ROHTAS(SASARAM),SANJHAULI,1,63,64,3,142,144,3,109,112
BIHAR,ROHTAS(SASARAM),SASARAM,24,674,698,54,1334,1388,48,1116,1164
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,9,627,636,13,1049,1062,9,700,709
BIHAR,ROHTAS(SASARAM),SURAJPURA,0,68,68,0,212,212,0,100,100
BIHAR,ROHTAS(SASARAM),TILOUTTHU,4,70,74,14,219,233,14,191,205
BIHAR,SARAN,AMNAUR,0,40,40,0,40,40,0,17,17
BIHAR,SARAN,BANIYAPUR,0,54,54,0,58,58,0,44,44
BIHAR,SARAN,DARIYAPUR,1,82,83,0,53,53,0,34,34
BIHAR,SARAN,DIGHWARA,0,61,61,0,42,42,0,26,26
BIHAR,SARAN,EKMA,0,18,18,0,14,14,0,0,0
BIHAR,SARAN,GARKHA,0,129,129,0,244,244,0,118,118
BIHAR,SARAN,ISHUAPUR,0,87,87,0,143,143,0,34,34
BIHAR,SARAN,JALAPUR,1,182,183,1,199,200,0,36,36
BIHAR,SARAN,LAHLADPUR,0,54,54,0,394,394,0,58,58
BIHAR,SARAN,MAKER,0,3,3,0,6,6,0,0,0
BIHAR,SARAN,MANJHI,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,MARAURAH,1,121,122,0,31,31,0,0,0
BIHAR,SARAN,MASHRAKH,0,3,3,0,3,3,0,2,2
BIHAR,SARAN,NAGRA,0,23,23,0,29,29,0,14,14
BIHAR,SARAN,PANAPUR,3,79,82,3,79,82,3,79,82
BIHAR,SARAN,REVILGANJ,0,21,21,0,32,32,0,30,30
BIHAR,SARAN,SADAR,0,321,321,0,350,350,0,156,156
BIHAR,SARAN,SONPUR,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,TRAIYA,1,190,191,2,229,231,0,104,104
BIHAR,SHEKHPURA,ARIYARI,15,144,159,15,126,141,13,95,109
BIHAR,SHEKHPURA,BARBIGHA,0,50,50,0,37,37,0,24,24
BIHAR,SHEKHPURA,CHEWARA,12,148,160,8,121,129,7,100,106
BIHAR,SHEKHPURA,GHAT KUSUMBHA,0,3,3,0,2,2,0,2,2
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,0,117,117,0,94,94,0,66,66
BIHAR,SHEKHPURA,SHEKHPURA,0,62,62,0,26,26,0,22,22
BIHAR,SIWAN,ANDER,0,12,12,0,21,21,0,3,3
BIHAR,SIWAN,BARHARIA,1,61,62,1,41,42,0,36,36
BIHAR,SIWAN,BASANTPUR,0,2,2,0,1,1,0,0,0
BIHAR,SIWAN,BHAGWANPUR-HAT,2,113,115,1,87,88,0,10,10
BIHAR,SIWAN,DARAULI,0,5,5,0,3,3,0,0,0
BIHAR,SIWAN,DARAUNDHA,0,5,5,0,7,7,0,0,0
BIHAR,SIWAN,GOREAKOTHI,2,37,39,2,37,39,0,2,2
BIHAR,SIWAN,GUTHANI,0,255,255,0,963,963,0,557,557
BIHAR,SIWAN,HASANPURA,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,HUSSAINGANJ,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,JIRADEI,0,2,2,0,3,3,0,0,0
BIHAR,SIWAN,LAKRI NABIGANJ,0,55,55,0,66,66,0,52,52
BIHAR,SIWAN,MAHARAJGANJ,22,46,68,45,99,144,0,0,0
BIHAR,SIWAN,MAIRWA,1,6,7,1,9,10,1,6,6
BIHAR,SIWAN,NAUTAN,0,56,56,0,57,57,0,46,46
BIHAR,SIWAN,PACHRUKHI,0,35,35,0,130,130,0,17,17
BIHAR,SIWAN,RAGHUNATHPUR,1,51,52,2,61,62,0,12,12
BIHAR,SIWAN,SISWAN,0,1,1,0,1,1,0,0,0
BIHAR,SIWAN,SIWAN,3,109,112,7,231,238,6,182,188
BIHAR,VAISHALI,BIDUPUR,3,752,755,6,1599,1605,5,1470,1475
BIHAR,VAISHALI,CHEHRAKALA,0,1,1,0,10,10,0,6,6
