-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.13.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.13.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. of constraints in utilisation,Constraints in utilisation - Non-filling up of storage,Constraints in utilisation - Siltation of storage,Constraints in utilisation - Breakdown of channel,Constraints in utilisation - Other reason,Total
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,22,7,0,0,101,130
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,1,1,0,59,1,62
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,25,1,0,0,0,26
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,24,6,0,0,0,30
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,1,26,4,1,0,32
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,1,44,0,0,1,46
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,4,15,4,81,0,104
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,61,18,0,32,0,111
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,5,70,0,0,9,84
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,9,14,1,0,4,28
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,13,9,0,0,0,22
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,34,9,0,0,0,43
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,98,19,0,0,0,117
ANDHRA PRADESH,KHAMMAM,BAYYARAM,55,1,0,4,0,60
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,65,11,0,0,0,76
ANDHRA PRADESH,KHAMMAM,BONAKAL,16,7,0,0,0,23
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,33,5,0,0,0,38
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,95,5,0,0,0,100
ANDHRA PRADESH,KHAMMAM,CHERLA,30,1,0,0,0,31
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,33,3,0,0,0,36
ANDHRA PRADESH,KHAMMAM,CHINTUR,10,0,0,0,0,10
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,95,159,0,0,0,254
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,49,1,0,0,0,50
ANDHRA PRADESH,KHAMMAM,ENKURU,16,1,0,0,0,17
ANDHRA PRADESH,KHAMMAM,GARLA,56,25,0,0,0,81
ANDHRA PRADESH,KHAMMAM,GUNDALA,78,28,0,0,0,106
ANDHRA PRADESH,KHAMMAM,JULURPAD,21,0,0,0,0,21
ANDHRA PRADESH,KHAMMAM,KALLURU,78,10,0,0,0,88
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,43,44,0,0,0,87
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,57,10,0,0,0,67
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,24,44,0,0,0,68
ANDHRA PRADESH,KHAMMAM,KONIJERLA,21,1,0,0,0,22
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,29,11,0,0,0,40
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,35,11,0,0,0,46
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,6,2,0,0,0,8
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,5,15,0,0,0,20
ANDHRA PRADESH,KHAMMAM,MADHIRA,37,11,0,0,0,48
ANDHRA PRADESH,KHAMMAM,MANUGURU,24,2,0,0,0,26
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,33,3,0,0,0,36
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,16,52,0,0,0,68
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,13,5,0,0,0,18
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,45,2,0,0,0,47
ANDHRA PRADESH,KHAMMAM,PENUBALLI,90,11,0,0,0,101
ANDHRA PRADESH,KHAMMAM,PINAPAKA,101,20,0,0,0,121
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,52,20,0,0,0,72
ANDHRA PRADESH,KHAMMAM,SINGARENI,71,16,0,0,0,87
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,93,4,0,0,0,97
ANDHRA PRADESH,KHAMMAM,THALLADA,26,1,0,0,0,27
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,76,14,0,0,0,90
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,32,0,0,0,0,32
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,11,0,0,0,0,11
ANDHRA PRADESH,KHAMMAM,VEMSOOR,17,60,0,0,0,77
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,40,3,0,0,0,43
ANDHRA PRADESH,KHAMMAM,WAZEED,9,14,0,0,0,23
ANDHRA PRADESH,KHAMMAM,WYRA,5,0,0,0,0,5
ANDHRA PRADESH,KHAMMAM,YELLANDU,44,2,0,0,0,46
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,28,3,0,0,0,31
ANDHRA PRADESH,KRISHNA,A KONDURU,6,27,2,2,0,37
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,75,5,3,4,0,87
ANDHRA PRADESH,KRISHNA,BAPULAPADU,48,2,1,1,0,52
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,3,2,0,0,0,5
ANDHRA PRADESH,KRISHNA,CHATRAI,74,35,1,0,0,110
ANDHRA PRADESH,KRISHNA,G KONDURU,39,7,2,3,0,51
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,10,12,7,25,4,58
ANDHRA PRADESH,KRISHNA,GANNAVARAM,22,13,2,1,6,44
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,1,4,1,0,0,6
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,1,2,1,0,6,10
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,5,0,0,0,0,5
ANDHRA PRADESH,KRISHNA,MUSUNURU,66,3,3,2,0,74
ANDHRA PRADESH,KRISHNA,MYLAVARAM,15,16,4,3,0,38
ANDHRA PRADESH,KRISHNA,NANDIGAMA,3,0,0,0,0,3
ANDHRA PRADESH,KRISHNA,NUZVID,64,9,5,5,0,83
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,4,0,0,0,0,4
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,38,51,1,0,13,103
ANDHRA PRADESH,KRISHNA,TIRUVURU,13,40,0,0,0,53
ANDHRA PRADESH,KRISHNA,UNGUTURU,3,0,0,0,0,3
ANDHRA PRADESH,KRISHNA,VATSAVAI,7,9,3,0,0,19
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,6,5,0,0,1,12
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,10,2,1,1,3,17
ANDHRA PRADESH,KRISHNA,VIJAYAWADA URBAN,1,0,0,0,0,1
ANDHRA PRADESH,KRISHNA,VISSANNAPET,62,39,0,0,0,101
ANDHRA PRADESH,KURNOOL,ADONI,3,0,1,0,4,8
ANDHRA PRADESH,KURNOOL,ALLAGADDA,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,ALUR,3,0,0,0,0,3
ANDHRA PRADESH,KURNOOL,ASPARI,23,1,7,0,0,31
ANDHRA PRADESH,KURNOOL,ATMAKUR,7,0,0,0,0,7
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,1,4,0,0,0,5
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,7,0,0,10,3,20
ANDHRA PRADESH,KURNOOL,C.BELAGAL,1,0,0,2,0,3
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,1,0,0,1,0,2
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,1,1,0,0,0,2
ANDHRA PRADESH,KURNOOL,DHONE,1,0,0,5,0,6
ANDHRA PRADESH,KURNOOL,GADIVEMULA,3,0,0,0,0,3
ANDHRA PRADESH,KURNOOL,GONEGANDLA,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,GUDUR,0,0,2,1,1,4
ANDHRA PRADESH,KURNOOL,HALAHARVI,1,0,0,0,1,2
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,0,0,4,0,1,5
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,0,0,2,0,1,3
ANDHRA PRADESH,KURNOOL,KALLUR,1,2,0,0,0,3
ANDHRA PRADESH,KURNOOL,KODUMUR,0,0,0,1,0,1
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,0,5,0,0,0,5
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,1,0,0,0,7,8
ANDHRA PRADESH,KURNOOL,KOWTHALAM,35,0,0,0,0,35
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,3,3,1,4,0,11
ANDHRA PRADESH,KURNOOL,KURNOOL,141,0,0,0,0,141
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,0,2,0,0,0,2
ANDHRA PRADESH,KURNOOL,MAHANANDI,2,1,0,3,0,6
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,1,2,0,0,0,3
ANDHRA PRADESH,KURNOOL,MIDTHUR,2,0,0,2,0,4
ANDHRA PRADESH,KURNOOL,NANDAVARAM,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,3,1,0,0,0,4
ANDHRA PRADESH,KURNOOL,ORVAKAL,4,0,0,0,6,10
ANDHRA PRADESH,KURNOOL,OWK,1,22,0,0,0,23
ANDHRA PRADESH,KURNOOL,PANYAM,6,3,0,0,0,9
ANDHRA PRADESH,KURNOOL,PEAPALLY,7,0,0,32,0,39
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,21,0,0,3,0,24
ANDHRA PRADESH,KURNOOL,SIRVEL,3,0,0,1,0,4
ANDHRA PRADESH,KURNOOL,TUGGALI,5,0,0,1,4,10
ANDHRA PRADESH,KURNOOL,UYYALAWADA,1,0,1,0,0,2
ANDHRA PRADESH,KURNOOL,VELDURTHI,5,8,0,3,0,16
ANDHRA PRADESH,KURNOOL,VELGODU,0,6,0,0,0,6
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,1,4,0,0,1,6
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,20,57,7,13,9,106
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,18,8,1,1,0,28
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,1,1,0,0,0,2
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,0,3,0,0,0,3
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,0,1,0,0,0,1
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,2,49,0,1,0,52
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,79,0,0,19,0,98
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,89,38,0,0,0,127
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,15,19,0,0,0,34
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,0,17,0,25,0,42
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,1,105,0,0,0,106
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,10,0,0,5,0,15
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,0,23,2,3,0,28
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,12,0,0,0,0,12
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,3,17,0,0,0,20
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,741,37,0,2,0,780
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,7,29,0,1,0,37
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,7,16,0,0,0,23
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,11,0,2,2,0,15
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,0,0,0,16,0,16
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,0,45,0,0,0,45
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,0,30,0,0,0,30
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,2,11,0,0,0,13
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,7,13,0,1,0,21
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,18,20,0,0,0,38
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,1,0,0,0,0,1
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,12,31,0,1,0,44
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,0,0,10,0,0,10
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,1,1,0,2,0,4
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,1,60,0,3,0,64
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,1,0,0,0,0,1
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,0,6,0,0,0,6
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,45,45,0,0,0,90
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,16,7,0,11,0,34
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,1,66,36,5,0,108
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,147,74,0,0,60,281
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,32,11,0,0,0,43
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,80,13,0,1,0,94
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,50,45,0,6,0,101
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,2,0,0,3,0,5
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,0,37,0,0,0,37
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,17,0,1,7,0,25
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,104,2,0,0,0,106
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,11,54,0,15,0,80
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,28,2,0,0,0,30
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,14,1,0,0,0,15
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,19,25,14,8,0,66
ANDHRA PRADESH,MEDAK,ALLADURG,1,83,0,0,0,84
ANDHRA PRADESH,MEDAK,ANDOLE,0,23,0,0,0,23
ANDHRA PRADESH,MEDAK,CHEGUNTA,3,14,0,0,0,17
ANDHRA PRADESH,MEDAK,CHINNA KODUR,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,DOULTABAD,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,DUBBAK,0,1,0,0,0,1
ANDHRA PRADESH,MEDAK,GAJWEL,0,165,0,0,0,165
ANDHRA PRADESH,MEDAK,HATHNOORA,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,JAGDEVPUR,3,112,0,0,0,115
ANDHRA PRADESH,MEDAK,JHARASANGAM,0,3,0,0,0,3
ANDHRA PRADESH,MEDAK,JINNARAM,6,96,0,0,0,102
ANDHRA PRADESH,MEDAK,KALHER,0,76,0,0,0,76
ANDHRA PRADESH,MEDAK,KANGTI,0,11,0,0,0,11
ANDHRA PRADESH,MEDAK,KOHIR,0,5,0,0,0,5
ANDHRA PRADESH,MEDAK,KONDAPAK,0,10,0,4,0,14
ANDHRA PRADESH,MEDAK,KONDAPUR,0,2,0,0,0,2
ANDHRA PRADESH,MEDAK,KOWDIPALLE,36,24,0,0,0,60
ANDHRA PRADESH,MEDAK,KULCHARAM,0,58,0,0,0,58
ANDHRA PRADESH,MEDAK,MEDAK,3,146,0,0,0,149
ANDHRA PRADESH,MEDAK,MIRDODDI,1,0,0,0,0,1
ANDHRA PRADESH,MEDAK,MULUG,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,MUNPALLE,0,15,0,0,0,15
ANDHRA PRADESH,MEDAK,NANGANUR,0,3,0,0,0,3
ANDHRA PRADESH,MEDAK,NARSAPUR,5,17,0,0,0,22
ANDHRA PRADESH,MEDAK,PAPANNAPET,30,64,0,0,0,94
ANDHRA PRADESH,MEDAK,PATANCHERU,0,137,0,0,0,137
ANDHRA PRADESH,MEDAK,PULKAL,0,25,0,0,0,25
ANDHRA PRADESH,MEDAK,RAIKODE,4,15,0,0,0,19
ANDHRA PRADESH,MEDAK,RAMACHANDRAPURAM,0,5,2,0,0,7
ANDHRA PRADESH,MEDAK,RAMAYAMPET,6,23,0,0,0,29
ANDHRA PRADESH,MEDAK,REGODE,0,22,0,0,0,22
ANDHRA PRADESH,MEDAK,SADASIVPET,11,30,0,0,0,41
ANDHRA PRADESH,MEDAK,SANGAREDDY,1,8,0,0,0,9
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),0,110,0,0,0,110
ANDHRA PRADESH,MEDAK,SHANKARAMPET (R),0,14,0,0,0,14
ANDHRA PRADESH,MEDAK,SHIVAMPET,2,149,0,0,0,151
ANDHRA PRADESH,MEDAK,SIDDIPET,0,176,0,0,0,176
ANDHRA PRADESH,MEDAK,TEKMAL,0,22,0,0,0,22
ANDHRA PRADESH,MEDAK,TUPRAN,0,2,0,0,0,2
ANDHRA PRADESH,MEDAK,WARGAL,8,107,0,0,0,115
ANDHRA PRADESH,MEDAK,YELDURTHY,1,157,0,0,0,158
ANDHRA PRADESH,MEDAK,ZAHIRABAD,0,7,0,0,0,7
ANDHRA PRADESH,NALGONDA,ALAIR,0,0,0,62,0,62
ANDHRA PRADESH,NALGONDA,ANUMULA,2,0,0,2,1,5
ANDHRA PRADESH,NALGONDA,ATMAKUR  (S),0,4,0,0,0,4
ANDHRA PRADESH,NALGONDA,ATMAKUR (M),0,1,1,0,0,2
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,BIBINAGAR,6,0,0,4,0,10
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,CHANDAM PET,0,0,0,1,0,1
ANDHRA PRADESH,NALGONDA,CHANDUR,0,3,0,22,0,25
ANDHRA PRADESH,NALGONDA,CHILKUR,6,0,0,11,0,17
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,CHITYALA,0,6,0,0,0,6
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,0,0,1,11,1,13
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,0,0,0,3,0,3
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,12,0,0,4,6,22
ANDHRA PRADESH,NALGONDA,GUNDALA,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,16,0,0,2,9,27
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,KATTANGOOR,0,2,0,4,5,11
ANDHRA PRADESH,NALGONDA,KETHEPALLE,0,0,0,6,0,6
ANDHRA PRADESH,NALGONDA,KODAD,13,0,2,11,7,33
ANDHRA PRADESH,NALGONDA,M TURKAPALLE,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,MARRI GUDA,1,0,0,0,17,18
ANDHRA PRADESH,NALGONDA,MATTAMPALLE,0,0,0,14,0,14
ANDHRA PRADESH,NALGONDA,MELLACHERVU,4,0,0,7,0,11
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,31,0,0,8,0,39
ANDHRA PRADESH,NALGONDA,MOTHEY,0,4,0,0,0,4
ANDHRA PRADESH,NALGONDA,MOTHKUR,0,1,0,0,0,1
ANDHRA PRADESH,NALGONDA,MUNAGALA,0,0,0,6,0,6
ANDHRA PRADESH,NALGONDA,MUNUGODE,0,8,0,0,0,8
ANDHRA PRADESH,NALGONDA,NADIGUDEM,9,10,0,3,0,22
ANDHRA PRADESH,NALGONDA,NAKREKAL,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,NALGONDA,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,NAMPALLE,0,0,0,2,0,2
ANDHRA PRADESH,NALGONDA,NARAYANAPUR,0,0,0,46,0,46
ANDHRA PRADESH,NALGONDA,NARKETPALLE,0,4,0,0,1,5
ANDHRA PRADESH,NALGONDA,NERED CHERLA,11,0,0,15,6,32
ANDHRA PRADESH,NALGONDA,NIDAMANUR,21,0,0,0,1,22
ANDHRA PRADESH,NALGONDA,NUTHANKAL,0,4,0,0,0,4
ANDHRA PRADESH,NALGONDA,PEDDA ADISERLAPALLE,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,PEDDAVURA,0,0,0,0,6,6
ANDHRA PRADESH,NALGONDA,PENPAHAD,2,27,0,1,0,30
ANDHRA PRADESH,NALGONDA,POCHAMPALLE,15,1,0,10,0,26
ANDHRA PRADESH,NALGONDA,RAJAPET,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,1,1,3,4,9,18
ANDHRA PRADESH,NALGONDA,SALIGOURARAM,0,0,0,5,0,5
ANDHRA PRADESH,NALGONDA,SURYAPET,0,10,0,0,0,10
ANDHRA PRADESH,NALGONDA,THIPPARTHI,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,THIRUMALAGIRI,76,47,0,0,0,123
ANDHRA PRADESH,NALGONDA,THRIPURARAM,12,0,0,0,0,12
ANDHRA PRADESH,NALGONDA,THUNGA THURTHI,12,0,18,66,1,97
ANDHRA PRADESH,NALGONDA,VALIGONDA,1,11,7,0,0,19
ANDHRA PRADESH,NALGONDA,VEMULAPALLE,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,YADAGIRIGUTTA,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,ALLUR,1,0,0,0,3,4
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,3,3,0,4,1,11
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,15,15,0,0,0,30
ANDHRA PRADESH,NELLORE,ATMAKUR,1,7,0,0,8,16
ANDHRA PRADESH,NELLORE,BALAYAPALLE,13,62,0,1,4,80
ANDHRA PRADESH,NELLORE,BUTCHIREDDIPALEM,2,0,0,0,0,2
ANDHRA PRADESH,NELLORE,CHEJERLA,18,0,0,3,1,22
ANDHRA PRADESH,NELLORE,CHILLAKUR,31,0,0,37,0,68
ANDHRA PRADESH,NELLORE,CHITTAMUR,13,65,0,3,0,81
ANDHRA PRADESH,NELLORE,DAGADARTHI,39,3,0,0,0,42
ANDHRA PRADESH,NELLORE,DAKKILI,18,37,1,2,0,58
ANDHRA PRADESH,NELLORE,DORAVARISATRAM,12,38,1,79,0,130
ANDHRA PRADESH,NELLORE,DUTTALUR,4,0,0,16,0,20
ANDHRA PRADESH,NELLORE,GUDUR,3,31,0,0,2,36
ANDHRA PRADESH,NELLORE,JALADANKI,17,0,0,0,0,17
ANDHRA PRADESH,NELLORE,KALIGIRI,18,0,0,32,0,50
ANDHRA PRADESH,NELLORE,KALUVOYA,3,5,0,2,2,12
ANDHRA PRADESH,NELLORE,KAVALI,13,11,0,4,0,28
ANDHRA PRADESH,NELLORE,KONDAPURAM,19,6,0,17,0,42
ANDHRA PRADESH,NELLORE,KOTA,11,39,1,0,0,51
ANDHRA PRADESH,NELLORE,MANUBOLU,4,0,0,0,1,5
ANDHRA PRADESH,NELLORE,MARRIPADU,5,0,0,31,0,36
ANDHRA PRADESH,NELLORE,NAIDUPETA,0,59,0,0,0,59
ANDHRA PRADESH,NELLORE,NELLORE,8,1,0,6,0,15
ANDHRA PRADESH,NELLORE,OJILI,11,35,0,5,1,52
ANDHRA PRADESH,NELLORE,PELLAKUR,2,58,0,1,1,62
ANDHRA PRADESH,NELLORE,PODLAKUR,3,56,1,1,1,62
ANDHRA PRADESH,NELLORE,RAPUR,2,47,0,1,0,50
ANDHRA PRADESH,NELLORE,SANGAM,16,1,1,0,4,22
ANDHRA PRADESH,NELLORE,SEETHARAMAPURAM,0,0,0,22,0,22
ANDHRA PRADESH,NELLORE,SULLURPETA,37,31,2,1,0,71
ANDHRA PRADESH,NELLORE,SYDAPURAM,36,0,0,9,0,45
ANDHRA PRADESH,NELLORE,TADA,0,14,17,15,0,46
ANDHRA PRADESH,NELLORE,UDAYAGIRI,2,0,0,37,0,39
ANDHRA PRADESH,NELLORE,VAKADU,31,2,0,0,0,33
ANDHRA PRADESH,NELLORE,VARIKUNTAPADU,28,0,0,0,0,28
ANDHRA PRADESH,NELLORE,VENKATACHALAM,1,8,0,4,0,13
ANDHRA PRADESH,NELLORE,VENKATAGIRI,25,58,12,4,0,99
ANDHRA PRADESH,NELLORE,VINJAMUR,1,18,0,1,0,20
ANDHRA PRADESH,NIZAMABAD,ARMUR,1,5,0,0,0,6
ANDHRA PRADESH,NIZAMABAD,BALKONDA,1,23,0,0,0,24
ANDHRA PRADESH,NIZAMABAD,BANSWADA,22,3,0,0,0,25
ANDHRA PRADESH,NIZAMABAD,BHEEMGAL,0,59,0,0,0,59
ANDHRA PRADESH,NIZAMABAD,BHIKNUR,1,1,0,0,0,2
ANDHRA PRADESH,NIZAMABAD,BICHKUNDA,69,12,0,22,0,103
ANDHRA PRADESH,NIZAMABAD,BIRKOOR,17,19,0,0,0,36
ANDHRA PRADESH,NIZAMABAD,BODHAN,4,1,0,0,0,5
ANDHRA PRADESH,NIZAMABAD,DHAR PALLE,10,1,0,0,0,11
ANDHRA PRADESH,NIZAMABAD,DICH PALLE,8,15,0,0,0,23
ANDHRA PRADESH,NIZAMABAD,DOMAKONDA,0,5,0,0,0,5
ANDHRA PRADESH,NIZAMABAD,GANDHARI,22,71,0,0,0,93
ANDHRA PRADESH,NIZAMABAD,JAKRANPALLE,1,29,0,0,0,30
ANDHRA PRADESH,NIZAMABAD,JUKKAL,7,6,0,0,0,13
ANDHRA PRADESH,NIZAMABAD,KAMAREDDY,0,19,0,0,0,19
