-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total
BIHAR,KISHANGANJ,TERHAGACHH,416,0,304,0,0,720
BIHAR,KISHANGANJ,THAKURGANJ,832,0,810,0,0,1642
BIHAR,LAKHISARAI,BARHIYA,0,21,192,129,529,871
BIHAR,LAKHISARAI,HALSI,1,101,1,66,1397,1566
BIHAR,LAKHISARAI,LAKHISARAI,9,242,632,151,1202,2236
BIHAR,LAKHISARAI,PIPARYA,0,0,0,1,448,449
BIHAR,LAKHISARAI,RAMGHAR CHOK,1,0,59,15,873,948
BIHAR,LAKHISARAI,SURYAGARAH,0,8,15,155,811,989
BIHAR,MADHEPURA,ALAMNAGAR,1287,0,0,0,9,1296
BIHAR,MADHEPURA,BIHARIGANJ,6,267,429,62,138,902
BIHAR,MADHEPURA,CHAUSA,777,80,56,0,709,1622
BIHAR,MADHEPURA,GAMHARIA,796,0,0,0,10,806
BIHAR,MADHEPURA,GAWALPARA,455,0,0,1,780,1236
BIHAR,MADHEPURA,GHAILARH,118,55,4,145,394,716
BIHAR,MADHEPURA,KUMAR KHAND,103,0,210,276,2265,2854
BIHAR,MADHEPURA,MADHEPURA,332,4,124,119,507,1086
BIHAR,MADHEPURA,MURLIGANJ,316,57,831,4,810,2018
BIHAR,MADHEPURA,PURAINI,467,137,52,1,155,812
BIHAR,MADHEPURA,SHANKARPUR,407,0,0,0,515,922
BIHAR,MADHEPURA,SINGHESHWAR,215,2,0,0,868,1085
BIHAR,MADHEPURA,UDAKISHUNGANJ,398,62,488,140,606,1694
BIHAR,MADHUBANI,ANDHARATHADHI,203,2,84,3,12,304
BIHAR,MADHUBANI,BABUBARHI,0,432,58,95,53,638
BIHAR,MADHUBANI,BASOPATTI,217,0,112,10,490,829
BIHAR,MADHUBANI,BENIPATTI,135,354,162,25,5,681
BIHAR,MADHUBANI,BISFI,345,436,182,20,41,1024
BIHAR,MADHUBANI,GHOGHARDIHA,264,378,59,16,468,1185
BIHAR,MADHUBANI,HARLAKHI,44,37,18,8,440,547
BIHAR,MADHUBANI,JAYNAGAR,11,25,18,14,386,454
BIHAR,MADHUBANI,JHANJHARPUR,613,0,0,0,13,626
BIHAR,MADHUBANI,KHAJAULI,545,220,518,55,232,1570
BIHAR,MADHUBANI,KHUTAUNA,48,8,143,152,36,387
BIHAR,MADHUBANI,LADANIA,485,3,477,53,109,1127
BIHAR,MADHUBANI,LAKHANAUR,4,94,127,27,121,373
BIHAR,MADHUBANI,LAUKHI,98,39,132,46,477,792
BIHAR,MADHUBANI,MADHEPUR,8,7,8,11,176,210
BIHAR,MADHUBANI,MADHWAPUR,264,1,25,39,8,337
BIHAR,MADHUBANI,PANDAUL,72,124,57,49,797,1099
BIHAR,MADHUBANI,PHULPRAS,14,57,283,311,115,780
BIHAR,MADHUBANI,RAJNAGAR,70,395,580,165,36,1246
BIHAR,MADHUBANI,ROHIKA,11,11,13,21,190,246
BIHAR,MUNGER,ASARGANJ,69,34,73,121,76,373
BIHAR,MUNGER,BARIYARPUR,6,0,0,131,0,137
BIHAR,MUNGER,DHARAHARA,6,0,1,70,0,77
BIHAR,MUNGER,HAWALI KHAGARHPUR,111,0,83,294,6,494
BIHAR,MUNGER,JAMALPUR,78,0,17,80,8,183
BIHAR,MUNGER,SADAR MUNGER,139,6,15,40,41,241
BIHAR,MUNGER,SANGRAMPUR,102,0,11,425,1,539
BIHAR,MUNGER,TARAPUR,279,60,28,257,103,727
BIHAR,MUNGER,TATIA BAMBAR,152,0,0,295,31,478
BIHAR,MUZAFFARPUR,AURAI,700,22,894,33,154,1803
BIHAR,MUZAFFARPUR,BANDRA,552,3,498,95,100,1248
BIHAR,MUZAFFARPUR,BOCHAHAN,11,0,721,253,1163,2148
BIHAR,MUZAFFARPUR,GAIGHAT,188,14,529,461,1113,2305
BIHAR,MUZAFFARPUR,KANTI,695,65,1428,313,196,2697
BIHAR,MUZAFFARPUR,KATRA,557,134,164,525,159,1539
BIHAR,MUZAFFARPUR,KURHANI,432,954,2264,73,87,3810
BIHAR,MUZAFFARPUR,MINAPUR,1596,199,811,432,156,3194
BIHAR,MUZAFFARPUR,MORAUL,100,49,540,37,15,741
BIHAR,MUZAFFARPUR,MOTIPUR,338,49,292,135,1899,2713
BIHAR,MUZAFFARPUR,MUSHAHARI,95,414,927,21,62,1519
BIHAR,MUZAFFARPUR,PAROO,609,391,1024,58,454,2536
BIHAR,MUZAFFARPUR,SAHEBGANJ,1175,234,762,9,82,2262
BIHAR,MUZAFFARPUR,SAKRA,544,1,1402,126,154,2227
BIHAR,MUZAFFARPUR,SARAIYA,381,65,1119,654,273,2492
BIHAR,NALANDA,ASTHAWAN,695,84,131,96,141,1147
BIHAR,NALANDA,BEN,261,9,219,0,0,489
BIHAR,NALANDA,BIHARSHARIF,124,200,433,12,0,769
BIHAR,NALANDA,BIND,571,1,59,42,0,673
BIHAR,NALANDA,CHANDI,325,87,489,25,2,928
BIHAR,NALANDA,EKANGARSARAI,1207,28,217,38,5,1495
BIHAR,NALANDA,GIRIYAK,213,240,657,104,2,1216
BIHAR,NALANDA,HARNAUT,1377,6,108,81,0,1572
BIHAR,NALANDA,HILSA,1724,0,0,0,0,1724
BIHAR,NALANDA,ISLAMPUR,461,413,509,883,0,2266
BIHAR,NALANDA,KARAIPARSURAI,766,0,0,0,0,766
BIHAR,NALANDA,KATRISARAI,37,6,236,40,0,319
BIHAR,NALANDA,NAGARNAUSA,332,81,1298,22,2,1735
BIHAR,NALANDA,NOORSARAI,403,0,0,0,0,403
BIHAR,NALANDA,PARWALPUR,108,21,323,55,1,508
BIHAR,NALANDA,RAHUI,571,13,4,0,0,588
BIHAR,NALANDA,RAJGIR,580,32,17,618,0,1247
BIHAR,NALANDA,SARMERA,289,146,0,490,3,928
BIHAR,NALANDA,SILAO,764,2,18,0,0,784
BIHAR,NALANDA,THARTHARI,27,378,60,41,0,506
BIHAR,NAWADA,AKBARPUR,0,249,349,885,108,1591
BIHAR,NAWADA,GOVINDPUR,0,32,59,406,1,498
BIHAR,NAWADA,HASUA,0,726,350,600,20,1696
BIHAR,NAWADA,KASHICHAK,0,39,3,0,318,360
BIHAR,NAWADA,KAWAKOLE,0,0,85,255,1,341
BIHAR,NAWADA,MESKAUR,0,230,171,2,0,403
BIHAR,NAWADA,NARDIGUNJ,0,73,8,775,0,856
BIHAR,NAWADA,NARHAT,0,37,15,91,9,152
BIHAR,NAWADA,NAWADA,0,136,33,989,74,1232
BIHAR,NAWADA,PAKRIBRAWAN,1,24,50,0,400,475
BIHAR,NAWADA,RAJAULI,0,320,18,865,0,1203
BIHAR,NAWADA,ROH,0,46,190,15,5,256
BIHAR,NAWADA,SIRDALA,0,49,28,303,0,380
BIHAR,NAWADA,WARISALIGUNJ,0,2,50,689,0,741
BIHAR,PATNA,ATHAMALGOLA,0,557,0,0,0,557
BIHAR,PATNA,BAKHTIARPUR,0,890,0,0,0,890
BIHAR,PATNA,BARH,0,217,490,0,0,707
BIHAR,PATNA,BELCHCHI,0,88,222,0,0,310
BIHAR,PATNA,BIHTA,0,2031,0,0,0,2031
BIHAR,PATNA,DANAPUR-CUM-KHAGAUL,0,763,0,0,0,763
BIHAR,PATNA,DANIYAWAN,0,534,5,0,0,539
BIHAR,PATNA,DHANARUA,0,2658,39,86,0,2783
BIHAR,PATNA,DULHIN BAZAR,0,869,11,0,0,880
BIHAR,PATNA,FATUHA,0,1463,0,0,0,1463
BIHAR,PATNA,GHOSWARI,0,59,606,1,0,666
BIHAR,PATNA,KHUSRUPUR,0,182,0,0,0,182
BIHAR,PATNA,MANER,0,973,1,0,0,974
BIHAR,PATNA,MASAURHI,0,3251,0,0,0,3251
BIHAR,PATNA,MOKAMA,0,592,0,0,0,592
BIHAR,PATNA,NAUBATPUR,0,380,1477,151,0,2008
BIHAR,PATNA,PALIGANJ,0,725,0,0,0,725
BIHAR,PATNA,PANDARAK,0,1261,67,0,0,1328
BIHAR,PATNA,PATNA SADAR,0,533,1,0,0,534
BIHAR,PATNA,PHULWARI,0,1538,0,0,0,1538
BIHAR,PATNA,PUNPUN,0,1730,0,10,5,1745
BIHAR,PATNA,SAMPATCHAK,0,1047,0,0,0,1047
BIHAR,PATNA,VIKRAM,0,1351,113,0,0,1464
BIHAR,PURNIA,AMOUR,1434,0,141,13,0,1588
BIHAR,PURNIA,BAISA,152,0,971,0,0,1123
BIHAR,PURNIA,BAISI,722,15,992,0,0,1729
BIHAR,PURNIA,BANMANKHI,353,210,1142,105,39,1849
BIHAR,PURNIA,BARHARA KOTHI,58,0,1430,0,0,1488
BIHAR,PURNIA,BHAWANIPUR,1129,9,39,21,13,1211
BIHAR,PURNIA,DAGARUA,1333,0,1024,21,0,2378
BIHAR,PURNIA,DHAMDAHA,1686,173,230,13,0,2102
BIHAR,PURNIA,JALALGARH,370,0,389,0,16,775
BIHAR,PURNIA,KASBA,427,287,362,4,54,1134
BIHAR,PURNIA,KRITYANAND NAGAR,1364,0,395,6,0,1765
BIHAR,PURNIA,PURNEA EAST,669,233,737,22,96,1757
BIHAR,PURNIA,RUPOULI,688,0,1091,0,0,1779
BIHAR,PURNIA,SRINAGAR,986,0,0,0,0,986
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,61,87,97,0,296,541
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,312,33,195,7,405,952
BIHAR,ROHTAS(SASARAM),CHENARI,43,18,44,98,90,293
BIHAR,ROHTAS(SASARAM),DAWATH,34,0,5,7,549,595
BIHAR,ROHTAS(SASARAM),DEHRI,1128,673,120,37,13,1971
BIHAR,ROHTAS(SASARAM),DINARA,237,0,353,123,943,1656
BIHAR,ROHTAS(SASARAM),KARAKAT,198,0,362,183,193,936
BIHAR,ROHTAS(SASARAM),KARGAHAR,306,4,104,30,2802,3246
BIHAR,ROHTAS(SASARAM),KOCHAS,843,1,596,48,1274,2762
BIHAR,ROHTAS(SASARAM),NASRIGANJ,0,0,22,57,340,419
BIHAR,ROHTAS(SASARAM),NAUHATTA,0,104,12,4,3,123
BIHAR,ROHTAS(SASARAM),NOKHA,50,0,397,31,90,568
BIHAR,ROHTAS(SASARAM),RAJPUR,0,16,168,20,204,408
BIHAR,ROHTAS(SASARAM),ROHTAS,22,348,373,32,3,778
BIHAR,ROHTAS(SASARAM),SANJHAULI,0,0,2,56,303,361
BIHAR,ROHTAS(SASARAM),SASARAM,77,2,510,128,325,1042
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,38,17,155,471,230,911
BIHAR,ROHTAS(SASARAM),SURAJPURA,43,0,10,4,436,493
BIHAR,ROHTAS(SASARAM),TILOUTTHU,1051,1203,166,37,1,2458
BIHAR,SAHARSA,BANMA ITAHARI,249,0,2,0,260,511
BIHAR,SAHARSA,KAHARA,544,40,176,1,32,793
BIHAR,SAHARSA,MAHISHI,652,83,21,0,1,757
BIHAR,SAHARSA,NAUHATTA,1300,1,7,0,29,1337
BIHAR,SAHARSA,PATARGHAT,579,1,607,0,142,1329
BIHAR,SAHARSA,SALKHUA,496,59,173,5,379,1112
BIHAR,SAHARSA,SATTAR KATTAIYA,521,338,175,0,28,1062
BIHAR,SAHARSA,SAUR BAZAR,337,1180,672,3,14,2206
BIHAR,SAHARSA,SIMRI BAKHTIARPUR,586,0,150,0,54,790
BIHAR,SAHARSA,SONBARSA,53,92,18,0,1206,1369
BIHAR,SAMASTIPUR,BIBHUTIPUR,2222,49,568,168,90,3097
BIHAR,SAMASTIPUR,BITHAN,1006,0,48,2,0,1056
BIHAR,SAMASTIPUR,DALSINGHSARAI,921,12,58,13,514,1518
BIHAR,SAMASTIPUR,HASANPUR,1359,1,108,12,2,1482
BIHAR,SAMASTIPUR,KALYANPUR,2676,162,133,8,238,3217
BIHAR,SAMASTIPUR,KHANPUR,762,327,266,0,1,1356
BIHAR,SAMASTIPUR,MOHANPUR,395,0,11,2,5,413
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,1092,0,163,2,64,1321
BIHAR,SAMASTIPUR,MORWA,1248,76,94,0,0,1418
BIHAR,SAMASTIPUR,PATORI,656,0,61,0,0,717
BIHAR,SAMASTIPUR,PUSA,720,10,83,1,0,814
BIHAR,SAMASTIPUR,ROSERA,940,0,154,0,25,1119
BIHAR,SAMASTIPUR,SAMASTIPUR,363,643,411,50,23,1490
BIHAR,SAMASTIPUR,SARAIRANJAN,540,18,1647,58,0,2263
BIHAR,SAMASTIPUR,SHIVAJINAGAR,1275,1,115,0,93,1484
BIHAR,SAMASTIPUR,SINGHIA,945,0,242,0,18,1205
BIHAR,SAMASTIPUR,TAJPUR,141,0,1381,0,8,1530
BIHAR,SAMASTIPUR,UJIYARPUR,2252,0,52,0,2,2306
BIHAR,SAMASTIPUR,VIDHYAPATINAGAR,866,0,116,2,351,1335
BIHAR,SAMASTIPUR,WARISHNAGAR,1061,0,135,1,12,1209
BIHAR,SARAN,AMNAUR,5,0,0,51,0,56
BIHAR,SARAN,BANIYAPUR,709,0,246,753,1,1709
BIHAR,SARAN,DARIYAPUR,695,14,828,849,3,2389
BIHAR,SARAN,DIGHWARA,0,27,829,0,0,856
BIHAR,SARAN,EKMA,290,0,0,1863,0,2153
BIHAR,SARAN,GARKHA,798,0,4,850,1,1653
BIHAR,SARAN,ISHUAPUR,338,0,1,1028,0,1367
BIHAR,SARAN,JALAPUR,36,0,905,247,0,1188
BIHAR,SARAN,LAHLADPUR,18,0,5,486,0,509
BIHAR,SARAN,MAKER,47,2,1,202,0,252
BIHAR,SARAN,MANJHI,2,0,0,54,0,56
BIHAR,SARAN,MARAURAH,877,0,121,986,1,1985
BIHAR,SARAN,MASHRAKH,382,0,58,788,0,1228
BIHAR,SARAN,NAGRA,84,0,0,680,1,765
BIHAR,SARAN,PANAPUR,47,0,0,917,0,964
BIHAR,SARAN,PARSA,678,0,94,921,0,1693
BIHAR,SARAN,REVILGANJ,355,0,254,36,39,684
BIHAR,SARAN,SADAR,13,0,1,1086,0,1100
BIHAR,SARAN,SONPUR,2,0,3,466,0,471
BIHAR,SARAN,TRAIYA,945,0,0,316,0,1261
BIHAR,SHEKHPURA,ARIYARI,57,118,120,1048,123,1466
BIHAR,SHEKHPURA,BARBIGHA,210,59,494,460,19,1242
BIHAR,SHEKHPURA,CHEWARA,4,2,0,65,449,520
BIHAR,SHEKHPURA,GHAT KUSUMBHA,2,66,134,40,15,257
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,201,61,366,6,1,635
BIHAR,SHEKHPURA,SHEKHPURA,147,158,209,53,5,572
BIHAR,SHEOHAR,DUMRI KATSARI,548,0,0,0,539,1087
BIHAR,SHEOHAR,PIPRAHARI,14,0,2,1,809,826
BIHAR,SHEOHAR,PURNHIYA,320,0,170,1,1,492
BIHAR,SHEOHAR,SHEOHAR,489,38,65,17,574,1183
BIHAR,SHEOHAR,TRIYANI,839,0,1,5,1287,2132
BIHAR,SITAMARHI,BAIRGANIA,182,5,21,9,518,735
BIHAR,SITAMARHI,BAJPATTI,391,7,76,4,589,1067
BIHAR,SITAMARHI,BATHNAHA,1446,20,312,1,592,2371
BIHAR,SITAMARHI,BELSAND,211,2,75,47,510,845
BIHAR,SITAMARHI,BOKHRA,459,0,3,7,64,533
BIHAR,SITAMARHI,CHORAUT,11,0,0,0,1,12
BIHAR,SITAMARHI,DUMRA,131,741,384,10,184,1450
BIHAR,SITAMARHI,MEJARGANJ,247,1,1,69,585,903
BIHAR,SITAMARHI,NANPUR,263,10,209,36,174,692
BIHAR,SITAMARHI,PARIHAR,17,12,19,749,33,830
BIHAR,SITAMARHI,PARSAUNI,201,100,297,30,150,778
BIHAR,SITAMARHI,PUPARI,187,5,39,5,294,530
BIHAR,SITAMARHI,RIGA,366,154,127,80,530,1257
BIHAR,SITAMARHI,RUNNISAIDPUR,1326,51,823,25,104,2329
BIHAR,SITAMARHI,SONWARSA,644,0,199,100,136,1079
BIHAR,SITAMARHI,SUPPI,85,2,238,87,647,1059
BIHAR,SITAMARHI,SURSAND,20,0,1,0,179,200
BIHAR,SIWAN,ANDER,0,0,3,143,1022,1168
BIHAR,SIWAN,BARHARIA,0,0,289,7,1846,2142
BIHAR,SIWAN,BASANTPUR,0,0,1,0,704,705
BIHAR,SIWAN,BHAGWANPUR-HAT,1,0,1,0,1682,1684
BIHAR,SIWAN,DARAULI,2,0,32,0,1887,1921
BIHAR,SIWAN,DARAUNDHA,2,0,12,0,1546,1560
BIHAR,SIWAN,GOREAKOTHI,0,0,0,3,2228,2231
BIHAR,SIWAN,GUTHANI,1,0,0,0,1180,1181
BIHAR,SIWAN,HASANPURA,4,0,1,0,1255,1260
BIHAR,SIWAN,HUSSAINGANJ,1,0,0,0,1288,1289
BIHAR,SIWAN,JIRADEI,0,0,0,248,1058,1306
BIHAR,SIWAN,LAKRI NABIGANJ,0,0,733,71,223,1027
BIHAR,SIWAN,MAHARAJGANJ,0,0,0,0,1629,1629
BIHAR,SIWAN,MAIRWA,0,0,207,443,298,948
BIHAR,SIWAN,NAUTAN,0,1,153,435,260,849
BIHAR,SIWAN,PACHRUKHI,1,0,7,0,1717,1725
BIHAR,SIWAN,RAGHUNATHPUR,0,0,3,0,1505,1508
BIHAR,SIWAN,SISWAN,0,0,1,0,1590,1591
BIHAR,SIWAN,SIWAN,0,0,6,0,1827,1833
BIHAR,SUPAUL,BASANTPUR,97,908,281,1,521,1808
BIHAR,SUPAUL,CHHATAPUR,2146,1,43,3,3,2196
BIHAR,SUPAUL,KISHANPUR,718,12,239,0,9,978
BIHAR,SUPAUL,MARAUNA,476,19,76,14,6,591
BIHAR,SUPAUL,NIRMALI,458,0,26,0,0,484
BIHAR,SUPAUL,PIPRA,1145,7,473,221,212,2058
BIHAR,SUPAUL,PRATAPGANJ,358,93,0,0,1,452
BIHAR,SUPAUL,RAGHOPUR,914,0,190,0,2,1106
BIHAR,SUPAUL,SARAIGARH BHAPTIYAHI,599,4,50,0,0,653
BIHAR,SUPAUL,SUPAUL,908,1,479,0,1,1389
BIHAR,SUPAUL,TRIVENIGANJ,1592,276,136,0,209,2213
BIHAR,VAISHALI,BHAGWANPUR,888,1,373,47,123,1432
BIHAR,VAISHALI,BIDUPUR,833,6,217,109,147,1312
BIHAR,VAISHALI,CHEHRAKALA,0,148,341,164,361,1014
BIHAR,VAISHALI,DESARI,120,405,73,18,0,616
BIHAR,VAISHALI,GORAUL,323,11,1224,0,31,1589
BIHAR,VAISHALI,HAJIPUR,456,680,666,288,113,2203
BIHAR,VAISHALI,JANDAHA,1147,4,77,1,837,2066
BIHAR,VAISHALI,LALGANJ,476,0,17,0,1138,1631
BIHAR,VAISHALI,MAHNAR,712,0,153,23,28,916
BIHAR,VAISHALI,MAHUA,990,61,700,83,123,1957
BIHAR,VAISHALI,PATEDHI BELSAR,43,0,2,0,580,625
BIHAR,VAISHALI,PATEPUR,3456,96,119,60,115,3846
BIHAR,VAISHALI,RAGHOPUR,1584,1,29,1,31,1646
BIHAR,VAISHALI,RAJAPAKAR,853,318,118,9,0,1298
BIHAR,VAISHALI,SAHDEI BUZURG,295,661,18,0,8,982
BIHAR,VAISHALI,VAISHALI,505,0,0,0,936,1441
BIHAR,WEST CHAMPARAN,BAGAHA,0,0,975,0,0,975
BIHAR,WEST CHAMPARAN,BAIRIA,0,0,866,0,0,866
BIHAR,WEST CHAMPARAN,BETTIAH,0,0,181,0,0,181
BIHAR,WEST CHAMPARAN,BHITAHA,0,0,668,0,0,668
BIHAR,WEST CHAMPARAN,CHANPATIA,0,0,1132,0,0,1132
BIHAR,WEST CHAMPARAN,GAUNAHA,0,0,374,0,0,374
BIHAR,WEST CHAMPARAN,JOGAPATTI,0,0,1220,0,3,1223
BIHAR,WEST CHAMPARAN,LAURIA,0,0,1374,0,0,1374
BIHAR,WEST CHAMPARAN,MADHUBANI,0,0,750,0,0,750
BIHAR,WEST CHAMPARAN,MAINATAND,0,0,533,0,5,538
BIHAR,WEST CHAMPARAN,MAJHAULIA,3,1,2655,0,71,2730
BIHAR,WEST CHAMPARAN,NARKATIAGANJ,0,0,1239,0,0,1239
BIHAR,WEST CHAMPARAN,NAUTAN,1,0,1703,4,4,1712
BIHAR,WEST CHAMPARAN,PIPRASI,0,0,151,0,0,151
BIHAR,WEST CHAMPARAN,RAMNAGAR,0,0,896,0,0,896
BIHAR,WEST CHAMPARAN,SIDHAW,0,0,948,3,0,951
BIHAR,WEST CHAMPARAN,SIKTA,0,0,780,0,0,780
BIHAR,WEST CHAMPARAN,THAKRAHA,4,0,285,0,0,289
CHANDIGARH,UT CHANDIGARH,UT CHANDIGARH,132,0,0,0,0,132
CHHATTISGARH,BASTER,JAGDALPUR,0,0,0,4,294,298
CHHATTISGARH,BASTER,KESHKAL,0,0,0,0,15,15
CHHATTISGARH,BASTER,KONDAGAON,0,0,0,16,17,33
CHHATTISGARH,BASTER,NARAYANPUR,0,0,0,0,0,0
CHHATTISGARH,BILASPUR,BELHA,264,1,4,1,588,858
CHHATTISGARH,BILASPUR,BILASPUR,620,5,0,0,2894,3519
CHHATTISGARH,BILASPUR,KOTA,142,7,1,0,408,558
CHHATTISGARH,BILASPUR,LORMI,267,11,4,0,652,934
CHHATTISGARH,BILASPUR,MASTURI,192,4,1,2,419,618
CHHATTISGARH,BILASPUR,MUNGELI,597,78,11,2,1680,2368
CHHATTISGARH,BILASPUR,PENDRA-ROAD,23,38,0,0,313,374
CHHATTISGARH,BILASPUR,TAKHATPUR,1114,208,2,19,2755,4098
CHHATTISGARH,DANTEWADA,BEEJAPUR,0,0,0,0,0,0
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,0,0,0,0,0,0
CHHATTISGARH,DANTEWADA,DANTEVADA,0,0,0,2,4,6
CHHATTISGARH,DANTEWADA,KONTA,0,0,0,0,25,25
CHHATTISGARH,DHAMTARI,DHAMTARI,0,1,4,234,3902,4141
CHHATTISGARH,DHAMTARI,KURUD,1,9,2,2711,1571,4294
CHHATTISGARH,DHAMTARI,NAGARI,0,8,1,10,155,174
CHHATTISGARH,DURG,BALOD,0,84,61,152,1176,1473
CHHATTISGARH,DURG,BEMETARA,1,172,54,44,940,1211
CHHATTISGARH,DURG,BERLA,0,13,0,0,16,29
CHHATTISGARH,DURG,DHMADHA,12,52,5,266,1127,1462
CHHATTISGARH,DURG,DONDILOHAR,0,0,1,90,159,250
CHHATTISGARH,DURG,DURG,0,2,2,39,618,661
CHHATTISGARH,DURG,GUNDERDEHI,1,5,35,442,837,1320
CHHATTISGARH,DURG,GURUR,0,2,3,2761,660,3426
CHHATTISGARH,DURG,NAVAGARH,0,131,30,55,409,625
CHHATTISGARH,DURG,PATAN,7,174,3,1410,908,2502
CHHATTISGARH,DURG,SAJA,0,216,95,127,934,1372
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,81,1,0,10,228,320
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,870,22,3,17,2511,3423
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,282,12,0,56,1233,1583
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,245,2,1,4,588,840
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,392,4,0,2,1377,1775
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,5,1,0,0,12,18
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,16,1,0,0,37,54
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,110,0,0,0,293,403
CHHATTISGARH,JASHPUR,BAGICHA,0,0,0,0,16,16
CHHATTISGARH,JASHPUR,KUNKURI,4,0,0,0,14,18
CHHATTISGARH,JASHPUR,PATHALGAON,12,0,0,1,46,59
CHHATTISGARH,KANKER,ANTAGAR,0,0,0,3,1,4
CHHATTISGARH,KANKER,BHANUPRATAPPUR,0,7,39,1,19,66
CHHATTISGARH,KANKER,CHARAMA,0,2,0,0,504,506
CHHATTISGARH,KANKER,KANKER,0,2,0,67,125,194
CHHATTISGARH,KANKER,NARHARPUR,0,3,4,5,112,124
CHHATTISGARH,KORBA,KARTALA,15,0,0,0,54,69
CHHATTISGARH,KORBA,KATGHORA,19,0,0,0,42,61
CHHATTISGARH,KORBA,KORBA,1,0,0,0,64,65
CHHATTISGARH,KORBA,PALI,1,0,0,2,4,7
CHHATTISGARH,KORIA,BAIKUNTHPUR,3,0,1,0,40,44
CHHATTISGARH,KORIA,BHARATPUR,0,1,1,1,12,15
CHHATTISGARH,KORIA,MANENDRAGARH,3,0,0,1,11,15
CHHATTISGARH,KVARDHA,KVARDHA,0,182,13,37,756,988
CHHATTISGARH,KVARDHA,PANDARIYA,0,177,5,0,921,1103
CHHATTISGARH,MAHASAMUND,BASNA,0,479,22,36,45,582
CHHATTISGARH,MAHASAMUND,MAHASAMUND,0,239,26,409,823,1497
CHHATTISGARH,MAHASAMUND,SARIYPALI,0,38,3,6,292,339
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,42,0,1,12,152,207
CHHATTISGARH,RAIGARH,GHARGODA,41,0,0,1,371,413
CHHATTISGARH,RAIGARH,KHARSIYA,241,2,0,22,1577,1842
CHHATTISGARH,RAIGARH,LAILUNGA,4,0,0,6,50,60
CHHATTISGARH,RAIGARH,RAIGARH,568,1338,28,248,7135,9317
CHHATTISGARH,RAIGARH,SARANGARH,745,859,17,29,3560,5210
CHHATTISGARH,RAIPUR,ABHANPUR,41,1,0,38,1070,1150
CHHATTISGARH,RAIPUR,ARANG,161,0,2,153,495,811
CHHATTISGARH,RAIPUR,BHATAPARA,30,9,6,154,508,707
CHHATTISGARH,RAIPUR,BILAIGARH,44,1,0,1,106,152
CHHATTISGARH,RAIPUR,BLOUDABAJAR,0,0,0,24,174,198
CHHATTISGARH,RAIPUR,DEVBHOG,0,0,0,0,0,0
CHHATTISGARH,RAIPUR,GARIYABAND,0,15,0,5,264,284
CHHATTISGARH,RAIPUR,KASDOL,0,2,0,8,230,240
CHHATTISGARH,RAIPUR,PALARI,0,0,0,2,46,48
CHHATTISGARH,RAIPUR,RAIPUR,0,0,0,37,1317,1354
CHHATTISGARH,RAIPUR,RAJIM,0,0,0,2,189,191
CHHATTISGARH,RAIPUR,SIMGA,0,78,0,109,734,921
CHHATTISGARH,RAIPUR,TILDA,1,32,1,241,641,916
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,42,0,0,1,4,47
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,2,0,0,2,92,96
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,0,3,0,26,371,400
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,21,0,6,5,80,112
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,3,0,0,5,124,132
CHHATTISGARH,RAJNANDGAON,MANPUR,0,0,0,2,18,20
CHHATTISGARH,RAJNANDGAON,MOHLA,0,0,0,0,6,6
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,144,0,0,16,174,334
CHHATTISGARH,SURGUJA,AMBIKAPUR,18,1,0,3,128,150
CHHATTISGARH,SURGUJA,LUNDRA,0,0,0,0,9,9
CHHATTISGARH,SURGUJA,PAL,2,0,0,0,7,9
CHHATTISGARH,SURGUJA,PRATAPPUR,1,1,0,1,47,50
