-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Government fund,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Subsidy only,Others,Total
UTTAR PRADESH,DEORIA,GAURI BAZAR,1,3200,68,1724,12,0,5005
UTTAR PRADESH,DEORIA,LAR,1,364,0,2577,0,0,2942
UTTAR PRADESH,DEORIA,PATHARDEVA,0,118,29,3120,2,5,3274
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,2,378,15,2293,16,2,2706
UTTAR PRADESH,DEORIA,RUDRAPUR,92,2414,525,1362,163,1,4557
UTTAR PRADESH,DEORIA,SALEMPUR,24,2703,27,1499,0,0,4253
UTTAR PRADESH,ETAH,ALIGANJ,477,5167,1365,680,35,40,7764
UTTAR PRADESH,ETAH,AMAPUR,18,1855,341,1549,7,0,3770
UTTAR PRADESH,ETAH,AWAGARH,181,2231,302,337,31,210,3292
UTTAR PRADESH,ETAH,GANJDUNDWARA,133,2756,629,693,62,5,4278
UTTAR PRADESH,ETAH,JAIDHRA,421,3081,1018,251,4,3,4778
UTTAR PRADESH,ETAH,JALESAR,348,3306,462,200,35,0,4351
UTTAR PRADESH,ETAH,KASGANJ,17,1167,195,2657,45,0,4081
UTTAR PRADESH,ETAH,MARAHERA,55,2441,451,105,5,7,3064
UTTAR PRADESH,ETAH,NIDHOLI KALAN,258,3681,225,627,54,7,4852
UTTAR PRADESH,ETAH,PATIYALI,274,3304,246,146,136,0,4106
UTTAR PRADESH,ETAH,SAHAWAR,45,2703,347,543,67,56,3761
UTTAR PRADESH,ETAH,SAKIT,142,3081,928,572,19,0,4742
UTTAR PRADESH,ETAH,SHEETALPUR,260,3171,801,299,16,6,4553
UTTAR PRADESH,ETAH,SIDHPURA,311,3046,262,382,193,19,4213
UTTAR PRADESH,ETAH,SORON,70,3100,418,1034,1,0,4623
UTTAR PRADESH,ETAWAH,BADPURA,0,5288,0,0,0,0,5288
UTTAR PRADESH,ETAWAH,BASREHAR,0,5309,0,0,0,0,5309
UTTAR PRADESH,ETAWAH,BHARTHANA,0,5279,0,0,0,0,5279
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,0,129,0,0,0,0,129
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,0,5253,0,0,0,0,5253
UTTAR PRADESH,ETAWAH,MAHEWA,0,5233,0,0,0,0,5233
UTTAR PRADESH,ETAWAH,SAIPHAI,0,1042,0,0,0,0,1042
UTTAR PRADESH,ETAWAH,TAKHA,0,2684,0,0,0,0,2684
UTTAR PRADESH,FAIZABAD,AMANI GANJ,412,2985,277,614,11,1,4300
UTTAR PRADESH,FAIZABAD,BIKAPUR,249,5117,876,1007,36,0,7285
UTTAR PRADESH,FAIZABAD,HASTINPUR,165,3510,547,663,32,30,4947
UTTAR PRADESH,FAIZABAD,MASONDHA,96,3476,107,1616,48,1,5344
UTTAR PRADESH,FAIZABAD,MAWAI,150,2767,42,600,35,0,3594
UTTAR PRADESH,FAIZABAD,MAYA,369,3433,195,1311,83,2,5393
UTTAR PRADESH,FAIZABAD,MILKI PUR,133,1237,74,3975,0,2,5421
UTTAR PRADESH,FAIZABAD,PURA,553,4509,325,1769,26,1,7183
UTTAR PRADESH,FAIZABAD,RUDAULI,436,6223,181,592,159,19,7610
UTTAR PRADESH,FAIZABAD,SOHAWAL,233,3407,266,283,13,0,4202
UTTAR PRADESH,FAIZABAD,TARUN,375,6265,290,1240,109,0,8279
UTTAR PRADESH,FARRUKHABAD,BARHPUR,101,823,659,185,4,19,1791
UTTAR PRADESH,FARRUKHABAD,KAMALGANJ-I,386,3083,711,588,27,56,4851
UTTAR PRADESH,FARRUKHABAD,KAYAMGANJ,309,3672,406,259,3,8,4657
UTTAR PRADESH,FARRUKHABAD,MOHAMDABAD,78,1328,409,1128,9,176,3128
UTTAR PRADESH,FARRUKHABAD,NAWABGANJ-I,44,2497,20,862,4,1,3428
UTTAR PRADESH,FARRUKHABAD,RAJEPUR-I,152,1153,490,624,81,1,2501
UTTAR PRADESH,FARRUKHABAD,SHAMSHABAD,107,3887,997,544,5,1,5541
UTTAR PRADESH,FATEHPUR,AIRAYA,118,730,40,450,0,0,1338
UTTAR PRADESH,FATEHPUR,AMAULI,81,1448,156,17,12,0,1714
UTTAR PRADESH,FATEHPUR,ASODHAR,33,777,119,329,1,0,1259
UTTAR PRADESH,FATEHPUR,BAHUWA,453,1175,476,414,2,0,2520
UTTAR PRADESH,FATEHPUR,BHITAURA,1081,2068,1015,787,51,0,5002
UTTAR PRADESH,FATEHPUR,DEVMAI,0,1778,2,500,0,0,2280
UTTAR PRADESH,FATEHPUR,DHATA,390,1646,121,36,0,0,2193
UTTAR PRADESH,FATEHPUR,HASWA,446,2201,648,412,48,88,3843
UTTAR PRADESH,FATEHPUR,HATHGAON,87,2079,146,1303,1,0,3616
UTTAR PRADESH,FATEHPUR,KHAJUHA,33,1699,7,334,1,0,2074
UTTAR PRADESH,FATEHPUR,MALWAN,547,2208,654,583,3,9,4004
UTTAR PRADESH,FATEHPUR,TELYANI,453,1126,344,1457,12,0,3392
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,288,1372,157,116,1,7,1941
UTTAR PRADESH,FIROZABAD,EKA,175,4554,357,423,35,0,5544
UTTAR PRADESH,FIROZABAD,FIROZABAD,237,1552,48,5,2,0,1844
UTTAR PRADESH,FIROZABAD,JASRANA,368,1950,279,180,7,0,2784
UTTAR PRADESH,FIROZABAD,KHAIRGARH,358,2547,207,134,260,0,3506
UTTAR PRADESH,FIROZABAD,KOTLA NARKHI,568,2878,194,167,23,0,3830
UTTAR PRADESH,FIROZABAD,MADANPUR,131,3147,737,286,42,0,4343
UTTAR PRADESH,FIROZABAD,ORAON,188,2284,136,107,15,0,2730
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,110,1831,288,182,9,0,2420
UTTAR PRADESH,FIROZABAD,TUNDLA,227,2134,312,588,10,0,3271
UTTAR PRADESH,GAUTAM BUDHA NAGAR,BISRAKH,200,3136,23,489,32,75,3955
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DADRI,5,3549,763,652,128,0,5097
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DANKAOR,403,6980,246,523,190,1,8343
UTTAR PRADESH,GAUTAM BUDHA NAGAR,JEWAR,420,4974,272,322,144,12,6144
UTTAR PRADESH,GHAZIABAD,BHOJPUR,727,3404,110,142,109,6,4498
UTTAR PRADESH,GHAZIABAD,DHAULANA,243,2712,68,661,11,0,3695
UTTAR PRADESH,GHAZIABAD,GARH MUKTESWAR,840,5025,57,1533,378,0,7833
UTTAR PRADESH,GHAZIABAD,HAPUR,642,4847,169,40,1,0,5699
UTTAR PRADESH,GHAZIABAD,LAUNI,125,1298,60,58,3,0,1544
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,203,3005,162,159,90,5,3624
UTTAR PRADESH,GHAZIABAD,RAJPUR,414,1412,299,89,64,0,2278
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,220,4901,29,682,239,0,6071
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,126,1680,454,997,4,1,3262
UTTAR PRADESH,GHAZIPUR,BHADORA,84,667,64,409,1,62,1287
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,59,1723,260,1274,0,0,3316
UTTAR PRADESH,GHAZIPUR,DEVKALI,122,3113,241,1256,13,0,4745
UTTAR PRADESH,GHAZIPUR,JAMANIYA,263,4877,213,1623,10,13,6999
UTTAR PRADESH,GHAZIPUR,KARNDA,72,1916,723,610,2,1,3324
UTTAR PRADESH,GHAZIPUR,KASIMABAD,138,1772,465,2016,10,0,4401
UTTAR PRADESH,GHAZIPUR,MANIHARI,211,5545,436,1268,2,3,7465
UTTAR PRADESH,GHAZIPUR,MARADAH,213,2873,2535,820,2,59,6502
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,59,2769,92,2495,0,0,5415
UTTAR PRADESH,GHAZIPUR,REVTIPUR,134,1248,26,69,6,15,1498
UTTAR PRADESH,GHAZIPUR,SADAR,64,1253,271,593,0,0,2181
UTTAR PRADESH,GHAZIPUR,SADAT,581,2953,589,1074,3,2,5202
UTTAR PRADESH,GHAZIPUR,SAIDPUR,321,2386,359,278,9,1,3354
UTTAR PRADESH,GHAZIPUR,VIRNO,141,1233,803,325,0,0,2502
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,543,3552,1080,645,28,8,5856
UTTAR PRADESH,GONDA,BELSAR,27,1879,148,1375,4,0,3433
UTTAR PRADESH,GONDA,BHABHANJOT,126,4179,1255,2244,9,0,7813
UTTAR PRADESH,GONDA,CHHAPIA,715,4534,525,3470,14,0,9258
UTTAR PRADESH,GONDA,COLONELGANJ,22,321,333,2347,14,2,3039
UTTAR PRADESH,GONDA,HALDAR MAU,27,1836,142,1037,14,0,3056
UTTAR PRADESH,GONDA,ITIYATHOK,108,5421,758,2434,84,0,8805
UTTAR PRADESH,GONDA,JHANJHRI,0,3767,707,1734,11,0,6219
UTTAR PRADESH,GONDA,KATRA BAZAR,209,1619,215,879,5,0,2927
UTTAR PRADESH,GONDA,MANKAPUR,95,1666,396,5433,0,0,7590
UTTAR PRADESH,GONDA,MUJEHNA,91,4378,64,1797,6,0,6336
UTTAR PRADESH,GONDA,NAWABGANJ,9,1294,70,4056,3,0,5432
UTTAR PRADESH,GONDA,PANDRIKRIPAL,673,2914,566,799,0,0,4952
UTTAR PRADESH,GONDA,PARASPUR,3,1995,458,3941,0,0,6397
UTTAR PRADESH,GONDA,RUPIHDEEH,22,5558,581,3014,24,0,9199
UTTAR PRADESH,GONDA,TARABGANJ,22,1408,522,511,0,0,2463
UTTAR PRADESH,GONDA,WAZIRGANJ,11,2567,230,3071,1,6,5886
UTTAR PRADESH,GORAKHPUR,BANSGAON,5,2220,13,1168,0,1,3407
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,7,1939,47,1402,248,6,3649
UTTAR PRADESH,GORAKHPUR,BELGHAT,2,2524,11,2424,193,9,5163
UTTAR PRADESH,GORAKHPUR,BHATHAT,17,1109,55,4292,386,14,5873
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,8,3149,21,977,13,0,4168
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,107,2292,53,5142,10,89,7693
UTTAR PRADESH,GORAKHPUR,CHARGANWA,1,689,47,3107,195,1,4040
UTTAR PRADESH,GORAKHPUR,GAGHA,0,307,1,1455,5,0,1768
UTTAR PRADESH,GORAKHPUR,GOLA,35,671,62,2204,47,0,3019
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,15,3050,26,1770,12,1,4874
UTTAR PRADESH,GORAKHPUR,KAURIRAM,2,1318,52,1666,32,0,3070
UTTAR PRADESH,GORAKHPUR,KHAJANI,165,1255,398,3242,86,6,5152
UTTAR PRADESH,GORAKHPUR,KHORABAR,8,942,16,1646,19,0,2631
UTTAR PRADESH,GORAKHPUR,PALI,15,715,21,2621,7,0,3379
UTTAR PRADESH,GORAKHPUR,PIPRAICH,0,298,2,3996,62,0,4358
UTTAR PRADESH,GORAKHPUR,PIPRAULI,0,1404,115,1200,0,0,2719
UTTAR PRADESH,GORAKHPUR,SAHJANWA,83,1289,187,1958,198,5,3720
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,41,1858,12,1312,2,2,3227
UTTAR PRADESH,GORAKHPUR,URUWA,45,1301,233,3095,19,5,4698
UTTAR PRADESH,HAMIRPUR,GOHAND,183,449,22,4,0,1,659
UTTAR PRADESH,HAMIRPUR,KURARA,33,307,31,36,0,35,442
UTTAR PRADESH,HAMIRPUR,MAUDAHA,51,1150,499,278,8,11,1997
UTTAR PRADESH,HAMIRPUR,MUSKARA,98,932,212,73,0,0,1315
UTTAR PRADESH,HAMIRPUR,RATH,155,1875,451,245,10,2,2738
UTTAR PRADESH,HAMIRPUR,SARILA,412,930,31,10,1,0,1384
UTTAR PRADESH,HAMIRPUR,SUMREPUR,78,975,653,229,14,5,1954
UTTAR PRADESH,HARDOI,AHIROURI,7,1327,143,2571,542,0,4590
UTTAR PRADESH,HARDOI,BAVAN,215,1283,150,1633,119,236,3636
UTTAR PRADESH,HARDOI,BEHANDAR,3,362,3,2473,0,7,2848
UTTAR PRADESH,HARDOI,BHARAWAN,44,258,234,1143,24,17,1720
UTTAR PRADESH,HARDOI,BHARKHANI,95,3473,454,876,83,61,5042
UTTAR PRADESH,HARDOI,BILGRAM,149,251,750,1314,110,208,2782
UTTAR PRADESH,HARDOI,HARIYAWAN,11,130,13,73,1957,32,2216
UTTAR PRADESH,HARDOI,HARPALPUR,16,1705,301,1568,16,906,4512
UTTAR PRADESH,HARDOI,KACHOUNA,375,2483,213,716,328,41,4156
UTTAR PRADESH,HARDOI,KOTHAWAN,87,1999,577,813,44,23,3543
UTTAR PRADESH,HARDOI,MAHDHOGANJ,233,1131,223,1501,46,94,3228
UTTAR PRADESH,HARDOI,MALLAWAN,14,731,19,1734,0,71,2569
UTTAR PRADESH,HARDOI,PIHANI,19,729,156,1827,11,21,2763
UTTAR PRADESH,HARDOI,SANDI,95,553,754,1974,200,145,3721
UTTAR PRADESH,HARDOI,SANDILA,153,480,14,1416,7,52,2122
UTTAR PRADESH,HARDOI,SHAHABAD,586,2866,599,1592,75,40,5758
UTTAR PRADESH,HARDOI,SURSA,171,1341,110,2491,2,35,4150
UTTAR PRADESH,HARDOI,TANDIYAWA,0,375,1,361,1245,24,2006
UTTAR PRADESH,HARDOI,TODARPUR,0,296,225,1412,1858,24,3815
UTTAR PRADESH,HATHRAS,HASAYAN,91,3168,721,446,427,3,4856
UTTAR PRADESH,HATHRAS,HATHRAS,51,3252,250,1489,38,8,5088
UTTAR PRADESH,HATHRAS,MURSAN,319,3996,525,62,23,139,5064
UTTAR PRADESH,HATHRAS,SADABAD,8,4160,182,27,0,48,4425
UTTAR PRADESH,HATHRAS,SAHPAU,24,1737,551,333,20,0,2665
UTTAR PRADESH,HATHRAS,SASNI,59,3325,358,253,37,0,4032
UTTAR PRADESH,HATHRAS,SIKANDRARAO,42,3077,427,652,115,41,4354
UTTAR PRADESH,JALAUN,DAKOR,70,367,137,293,26,12,905
UTTAR PRADESH,JALAUN,ETKONCH,236,975,30,378,6,0,1625
UTTAR PRADESH,JALAUN,JALAUN,129,1173,191,304,20,0,1817
UTTAR PRADESH,JALAUN,KADAURA,61,129,121,69,1,0,381
UTTAR PRADESH,JALAUN,KUTHAUND,69,482,293,44,0,0,888
UTTAR PRADESH,JALAUN,MADHO GANJ,648,1045,149,89,20,2,1953
UTTAR PRADESH,JALAUN,MAHEBA,65,277,46,66,1,0,455
UTTAR PRADESH,JALAUN,NADIGAON,159,175,41,89,8,0,472
UTTAR PRADESH,JALAUN,RAMPURA,60,490,84,437,2,1,1074
UTTAR PRADESH,JAUNPUR,BADLA PUR,203,1625,843,2571,2,0,5244
UTTAR PRADESH,JAUNPUR,BAKSHA,146,2112,1106,1227,1,0,4592
UTTAR PRADESH,JAUNPUR,BARSOTHI,46,1809,487,515,10,0,2867
UTTAR PRADESH,JAUNPUR,DHARMA PUR,127,858,343,1378,51,13,2770
UTTAR PRADESH,JAUNPUR,DOBHI,33,1404,174,1220,38,14,2883
UTTAR PRADESH,JAUNPUR,JALAL PUR,303,1055,329,178,0,0,1865
UTTAR PRADESH,JAUNPUR,KARNJAKALA,431,1226,796,2116,1,0,4570
UTTAR PRADESH,JAUNPUR,KERAKAT,78,1395,286,1234,5,1,2999
UTTAR PRADESH,JAUNPUR,KHUTHAN,230,2717,437,1284,5,27,4700
UTTAR PRADESH,JAUNPUR,M.SHAHAR,296,1881,840,762,0,3,3782
UTTAR PRADESH,JAUNPUR,MADRIYAHU,239,1590,465,1278,0,9,3581
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,10,1724,201,2959,0,0,4894
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,58,1345,275,708,78,0,2464
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,117,1310,139,655,12,5,2238
UTTAR PRADESH,JAUNPUR,RAM NAGAR,158,1008,311,553,1,0,2031
UTTAR PRADESH,JAUNPUR,RAMPUR,116,1675,452,136,0,0,2379
UTTAR PRADESH,JAUNPUR,SHAH GANJ,128,1554,817,3456,2,0,5957
UTTAR PRADESH,JAUNPUR,SIKRARA,108,1339,1331,1165,73,0,4016
UTTAR PRADESH,JAUNPUR,SIRKONI,149,1091,437,1294,34,65,3070
UTTAR PRADESH,JAUNPUR,SUITHA KALA,76,2327,133,2042,2,1,4581
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,70,2410,75,1840,3,1,4399
UTTAR PRADESH,JHANSI,BABINA,575,39,34,0,0,0,648
UTTAR PRADESH,JHANSI,BADAGAON,68,26,137,382,0,0,613
UTTAR PRADESH,JHANSI,BAMAUR,40,64,25,0,3,3,135
UTTAR PRADESH,JHANSI,BANGRA,122,10,53,5,0,0,190
UTTAR PRADESH,JHANSI,CHIRGAON,331,1762,104,745,111,1,3054
UTTAR PRADESH,JHANSI,GURSARAI,341,438,36,57,86,7,965
UTTAR PRADESH,JHANSI,MAURANIPUR,667,590,121,53,8,23,1462
UTTAR PRADESH,JHANSI,MOTH,40,1136,18,1097,0,0,2291
UTTAR PRADESH,JYOTIBA PHULENAGAR,AMROHA,25,8794,457,360,630,4,10270
UTTAR PRADESH,JYOTIBA PHULENAGAR,DHANORA,39,10808,553,467,763,5,12635
UTTAR PRADESH,JYOTIBA PHULENAGAR,GAJROLA,26,9940,472,424,696,4,11562
UTTAR PRADESH,JYOTIBA PHULENAGAR,GANGESHWARI,31,11956,621,445,846,4,13903
UTTAR PRADESH,JYOTIBA PHULENAGAR,HASANPUR,27,10234,474,482,713,5,11935
UTTAR PRADESH,JYOTIBA PHULENAGAR,JOYA,24,8035,397,353,566,4,9379
UTTAR PRADESH,KANNAUJ,CHHIBRAMAU,402,2826,419,84,11,143,3885
UTTAR PRADESH,KANNAUJ,HASERAN,116,416,63,327,1,6,929
UTTAR PRADESH,KANNAUJ,JALABAD,140,1680,783,296,11,15,2925
UTTAR PRADESH,KANNAUJ,KANNAUJ,306,1849,630,209,0,5,2999
UTTAR PRADESH,KANNAUJ,SAURIKH,41,2261,670,431,151,6,3560
UTTAR PRADESH,KANNAUJ,TALGRAM,686,4548,735,315,54,113,6451
UTTAR PRADESH,KANNAUJ,UMARDA,522,2258,1382,1843,7,52,6064
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,124,1688,335,686,105,48,2986
UTTAR PRADESH,KANPUR DEHAT,AMRAUDHA,11,146,23,24,0,1,205
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,37,1459,378,767,26,14,2681
UTTAR PRADESH,KANPUR DEHAT,JHINJHAK,175,2144,481,369,93,52,3314
UTTAR PRADESH,KANPUR DEHAT,MAITHA,290,2982,274,258,206,14,4024
UTTAR PRADESH,KANPUR DEHAT,MALASA,29,642,206,272,3,1,1153
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,70,459,76,78,28,0,711
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,322,3624,1120,1318,380,11,6775
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,13,811,260,507,48,0,1639
UTTAR PRADESH,KANPUR DEHAT,SARVENKHERA,211,1670,510,340,45,26,2802
UTTAR PRADESH,KANPUR NAGAR,BILHAUR,374,2339,1062,562,18,74,4429
UTTAR PRADESH,KANPUR NAGAR,BITARGAON,152,2761,223,519,25,2,3682
UTTAR PRADESH,KANPUR NAGAR,CHAMBEPUR,84,1676,233,509,34,2,2538
UTTAR PRADESH,KANPUR NAGAR,GHATAMPUR,76,343,45,16,6,0,486
UTTAR PRADESH,KANPUR NAGAR,KAKWAN,13,727,230,349,13,15,1347
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,207,1491,306,722,1,48,2775
UTTAR PRADESH,KANPUR NAGAR,PATARA,206,1136,497,490,54,34,2417
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,103,1455,46,675,68,0,2347
UTTAR PRADESH,KANPUR NAGAR,SHIVRAJPUR,807,1564,488,905,232,97,4093
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,158,2262,328,639,194,0,3581
UTTAR PRADESH,KAUSHAMBI,CHAYAL,107,1344,241,94,1,1,1788
UTTAR PRADESH,KAUSHAMBI,KARA,74,1379,422,161,9,2,2047
UTTAR PRADESH,KAUSHAMBI,KOSHAMBHI,513,817,320,158,11,2,1821
UTTAR PRADESH,KAUSHAMBI,MANJHANPUR,322,2299,269,284,11,4,3189
UTTAR PRADESH,KAUSHAMBI,MURATGANJ,57,489,40,8,13,3,610
UTTAR PRADESH,KAUSHAMBI,NEWADA,308,957,108,48,5,0,1426
UTTAR PRADESH,KAUSHAMBI,SARSAWAN,188,882,397,912,0,23,2402
UTTAR PRADESH,KAUSHAMBI,SIRATHU,57,795,19,27,1,62,961
UTTAR PRADESH,KHERI,BANKEYGANJ,222,6767,231,656,253,7,8136
UTTAR PRADESH,KHERI,BEHJAM,332,4462,574,480,36,0,5884
UTTAR PRADESH,KHERI,BIJUA,536,4603,306,386,157,35,6023
UTTAR PRADESH,KHERI,DHAUREHRA,125,1459,156,333,1,0,2074
UTTAR PRADESH,KHERI,ISANAGAR,230,2015,138,163,23,0,2569
UTTAR PRADESH,KHERI,KHUMBHIGOLA,587,7875,624,461,197,1,9745
UTTAR PRADESH,KHERI,LAKHIMPUR,1295,5678,360,1035,925,104,9397
UTTAR PRADESH,KHERI,MITAULI,793,5789,532,368,56,3,7541
UTTAR PRADESH,KHERI,MOHAMMADI,984,7067,321,209,90,36,8707
UTTAR PRADESH,KHERI,NAKAHA,388,4092,337,1169,1810,42,7838
UTTAR PRADESH,KHERI,NIGHASAN,149,4178,916,333,63,68,5707
UTTAR PRADESH,KHERI,PALIA,575,5120,125,48,51,9,5928
UTTAR PRADESH,KHERI,PASGAWAN,20,5855,35,235,37,0,6182
UTTAR PRADESH,KHERI,PHOOLBEHAR,828,8394,280,404,1045,23,10974
UTTAR PRADESH,KHERI,RAMIA BEHAR,53,1417,3,1200,368,0,3041
UTTAR PRADESH,KUSHINAGAR,BISHUN PUR,88,729,591,1154,98,49,2709
UTTAR PRADESH,KUSHINAGAR,DUDAHI,9,919,7,1322,1,15,2273
UTTAR PRADESH,KUSHINAGAR,FAZIL NAGAR,112,1263,506,1351,11,8,3251
UTTAR PRADESH,KUSHINAGAR,HATA,79,1321,263,1322,81,50,3116
UTTAR PRADESH,KUSHINAGAR,KAPTAN GANJ,374,2067,732,1249,102,56,4580
UTTAR PRADESH,KUSHINAGAR,KASAYA,3,1580,171,852,6,25,2637
UTTAR PRADESH,KUSHINAGAR,KHADDA,4,706,217,1048,52,47,2074
UTTAR PRADESH,KUSHINAGAR,MOTI CHAK,219,1066,391,1951,108,28,3763
UTTAR PRADESH,KUSHINAGAR,NEBUAA NAORANGIYA,5,978,151,1877,26,9,3046
UTTAR PRADESH,KUSHINAGAR,PADRAUNA,301,1383,549,1778,104,77,4192
UTTAR PRADESH,KUSHINAGAR,RAMKOLA,281,1172,390,979,54,40,2916
UTTAR PRADESH,KUSHINAGAR,SEVARI,21,457,21,990,0,16,1505
UTTAR PRADESH,KUSHINAGAR,SHUKARAULI,12,1568,217,1790,71,25,3683
UTTAR PRADESH,KUSHINAGAR,TAMAKUHI,8,397,90,2430,9,28,2962
UTTAR PRADESH,LALITPUR,BAR,286,0,0,0,0,0,286
UTTAR PRADESH,LALITPUR,BIRDHA,204,0,0,0,0,0,204
UTTAR PRADESH,LALITPUR,JAKHAURA,123,0,0,0,0,0,123
UTTAR PRADESH,LALITPUR,MEHRONI,312,7,5,0,0,0,324
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,544,2263,357,820,121,677,4782
UTTAR PRADESH,LUCKNOW,CHINHAT,160,1082,144,648,91,124,2249
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,67,2707,706,1549,74,127,5230
UTTAR PRADESH,LUCKNOW,KAKORI,2,993,9,1671,0,26,2701
UTTAR PRADESH,LUCKNOW,MALIHABAD,372,1366,207,232,24,233,2434
UTTAR PRADESH,LUCKNOW,MALL,48,1668,101,1247,3,49,3116
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,518,2856,885,1974,59,105,6397
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,453,2489,642,1304,42,127,5057
UTTAR PRADESH,MAHARAJ GANJ,BRIDGEMANGANJ,109,1867,363,2464,37,49,4889
UTTAR PRADESH,MAHARAJ GANJ,DHANI,33,458,6,1204,4,2,1707
UTTAR PRADESH,MAHARAJ GANJ,GHUGHULI,84,2034,381,1846,196,17,4558
UTTAR PRADESH,MAHARAJ GANJ,LAKSHMIPUR,307,2754,1265,2284,140,13,6763
UTTAR PRADESH,MAHARAJ GANJ,MAHRAJGANJ SADAR,1,1429,474,2709,86,12,4711
UTTAR PRADESH,MAHARAJ GANJ,MITHAURA,172,1081,185,3068,57,0,4563
UTTAR PRADESH,MAHARAJ GANJ,NAUTANAWA,57,2240,298,2319,108,5,5027
UTTAR PRADESH,MAHARAJ GANJ,NICHLAUL,98,1581,104,4896,446,1,7126
UTTAR PRADESH,MAHARAJ GANJ,PANIYARA,178,4174,676,1879,555,54,7516
UTTAR PRADESH,MAHARAJ GANJ,PARTAWAL,78,1973,771,1706,33,0,4561
UTTAR PRADESH,MAHARAJ GANJ,PHARENDA,41,1636,1877,2701,75,3,6333
UTTAR PRADESH,MAHARAJ GANJ,SISWA,340,1731,639,1613,251,45,4619
UTTAR PRADESH,MAHOBA,CHARKHARI,61,214,5,0,0,0,280
UTTAR PRADESH,MAHOBA,KABARAI,24,5,0,0,0,0,29
UTTAR PRADESH,MAHOBA,PANWADI,49,318,26,49,2,0,444
UTTAR PRADESH,MAINPURI,BARNAHAL,572,2619,291,313,5,0,3800
UTTAR PRADESH,MAINPURI,BEWAR,1189,4615,1357,2044,295,0,9500
UTTAR PRADESH,MAINPURI,GHIROR,140,3739,789,1129,130,0,5927
UTTAR PRADESH,MAINPURI,JAGIR,176,2397,1014,667,479,0,4733
UTTAR PRADESH,MAINPURI,KARHAL,469,3363,572,1297,358,0,6059
UTTAR PRADESH,MAINPURI,KISHANI,105,1614,1124,1069,125,0,4037
UTTAR PRADESH,MAINPURI,KURAWALI,617,3821,1639,832,124,0,7033
UTTAR PRADESH,MAINPURI,MAINPURI,755,5056,750,823,238,0,7622
UTTAR PRADESH,MAINPURI,SULTANGANJ,178,5336,1882,824,1053,0,9273
UTTAR PRADESH,MATHURA,BALDEV,253,3536,153,151,67,0,4160
UTTAR PRADESH,MATHURA,CHHATA,1,5765,212,806,12,0,6796
UTTAR PRADESH,MATHURA,CHOMUHA,707,3031,154,374,184,0,4450
UTTAR PRADESH,MATHURA,FARAH,71,3657,899,823,1642,0,7092
UTTAR PRADESH,MATHURA,GOVERDHAN,97,2064,562,1570,45,0,4338
UTTAR PRADESH,MATHURA,MAAT,33,3167,74,204,0,0,3478
UTTAR PRADESH,MATHURA,MATHURA,674,4946,566,333,295,0,6814
UTTAR PRADESH,MATHURA,NAND GAWON,439,3918,63,176,57,0,4653
UTTAR PRADESH,MATHURA,NOHJHIL,778,4928,448,69,478,0,6701
UTTAR PRADESH,MATHURA,RAYA,319,4587,167,607,324,0,6004
UTTAR PRADESH,MAU,BADRAW,128,1512,515,324,2,0,2481
