-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells by Status. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells by Status", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.6.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,In use,Not in use - Temporarily,Not in use - Salinity,Not in use - Dried up,Not in use - Destroyed,Not in use - Others,Total - Not in Use,Grand Total (Use + Not in Use)
UTTAR PRADESH,ALLAHABAD,KARCHHANA,1339,7,1,2,2,0,12,1351
UTTAR PRADESH,ALLAHABAD,KAUDHIVARA,2006,3,0,2,0,0,5,2011
UTTAR PRADESH,ALLAHABAD,KAURIHAR,2349,15,4,1,0,1,21,2370
UTTAR PRADESH,ALLAHABAD,KORAON,1048,104,6,1,0,0,111,1159
UTTAR PRADESH,ALLAHABAD,MAIJA,384,10,5,0,0,4,19,403
UTTAR PRADESH,ALLAHABAD,MANDA,773,16,28,32,0,0,76,849
UTTAR PRADESH,ALLAHABAD,MAUAIMA,2900,4,2,0,0,0,6,2906
UTTAR PRADESH,ALLAHABAD,PHULPUR,2344,4,1,9,1,0,15,2359
UTTAR PRADESH,ALLAHABAD,PRATAPPUR,1159,3,0,23,0,0,26,1185
UTTAR PRADESH,ALLAHABAD,SAIDABADA,1242,7,4,1,0,0,12,1254
UTTAR PRADESH,ALLAHABAD,SHANKARGARH,6,0,0,23,0,0,23,29
UTTAR PRADESH,ALLAHABAD,SORAON,1957,12,4,0,9,2,27,1984
UTTAR PRADESH,ALLAHABAD,URUWAN,808,4,1,0,0,1,6,814
UTTAR PRADESH,AMBEDAKAR NAGAR,AKBARPUR,10065,20,12,9,0,0,41,10106
UTTAR PRADESH,AMBEDAKAR NAGAR,BHASKHARI,4444,18,4,0,0,0,22,4466
UTTAR PRADESH,AMBEDAKAR NAGAR,BHEETI,4976,5,2,1,0,0,8,4984
UTTAR PRADESH,AMBEDAKAR NAGAR,BHIYAON,4235,13,5,9,0,0,27,4262
UTTAR PRADESH,AMBEDAKAR NAGAR,JAHAGHERA GANJ,5040,22,4,0,1,0,27,5067
UTTAR PRADESH,AMBEDAKAR NAGAR,JALALPUR,8301,38,13,14,1,2,68,8369
UTTAR PRADESH,AMBEDAKAR NAGAR,KATEHARI,6063,20,7,8,0,0,35,6098
UTTAR PRADESH,AMBEDAKAR NAGAR,RAMNAGAR,6308,19,6,10,1,0,36,6344
UTTAR PRADESH,AMBEDAKAR NAGAR,TANDA,6551,185,2,2,1,4,194,6745
UTTAR PRADESH,AURAIYA,ACHALDA,5938,0,0,0,0,0,0,5938
UTTAR PRADESH,AURAIYA,AJEETMAL,5668,0,0,0,0,0,0,5668
UTTAR PRADESH,AURAIYA,ARVA KATARA,5656,0,0,0,0,0,0,5656
UTTAR PRADESH,AURAIYA,AURIAYA,842,0,0,0,0,0,0,842
UTTAR PRADESH,AURAIYA,BHAGYA NAGAR,3556,0,0,0,0,0,0,3556
UTTAR PRADESH,AURAIYA,BIDHUNA,5690,0,0,0,0,0,0,5690
UTTAR PRADESH,AURAIYA,SAHAR,5211,0,0,0,0,0,0,5211
UTTAR PRADESH,AZAMGARH,AHIROLA,3156,4,2,0,0,0,6,3162
UTTAR PRADESH,AZAMGARH,ATROULIA,2620,8,53,1,1,1,64,2684
UTTAR PRADESH,AZAMGARH,AZAMATGARH,2767,25,17,9,0,0,51,2818
UTTAR PRADESH,AZAMGARH,BILARIYA,2534,8,1,2,0,0,11,2545
UTTAR PRADESH,AZAMGARH,HARIYA,2697,24,1,2,3,0,30,2727
UTTAR PRADESH,AZAMGARH,JAHANA GANJ,3630,34,3,0,0,0,37,3667
UTTAR PRADESH,AZAMGARH,KOAILSA,3016,22,193,1,0,3,219,3235
UTTAR PRADESH,AZAMGARH,LALGANJ,1455,2,2,2,0,1,7,1462
UTTAR PRADESH,AZAMGARH,MAHARAJGANJ,6763,150,38,6,1,10,205,6968
UTTAR PRADESH,AZAMGARH,MARTINGANJ,3796,14,12,3,0,0,29,3825
UTTAR PRADESH,AZAMGARH,MEHNAGAR,2556,555,73,1,0,0,629,3185
UTTAR PRADESH,AZAMGARH,MIRZA PUR,2774,4,4,3,0,0,11,2785
UTTAR PRADESH,AZAMGARH,MOHAMMADPUR,813,2,1,0,0,0,3,816
UTTAR PRADESH,AZAMGARH,PALHANI,2269,30,4,2,1,5,42,2311
UTTAR PRADESH,AZAMGARH,PAWAI,3061,11,8,2,1,0,22,3083
UTTAR PRADESH,AZAMGARH,PHOOL PUR,7288,21,3,2,0,1,27,7315
UTTAR PRADESH,AZAMGARH,RANI KI SARAI,2023,24,0,0,0,0,24,2047
UTTAR PRADESH,AZAMGARH,SANTHIYANUA,1924,2,6,9,0,4,21,1945
UTTAR PRADESH,AZAMGARH,TAHAUWARPUR,2244,41,0,0,0,0,41,2285
UTTAR PRADESH,AZAMGARH,TARAWA,3993,14,9,3,0,1,27,4020
UTTAR PRADESH,AZAMGARH,THEKAMA,2619,8,2,0,0,0,10,2629
UTTAR PRADESH,BAGHPAT,BADRAUT,5466,7,0,2,14,32,55,5521
UTTAR PRADESH,BAGHPAT,BAGHPAT,4362,8,3,1,5,30,47,4409
UTTAR PRADESH,BAGHPAT,BINAULI,4068,11,29,0,4,12,56,4124
UTTAR PRADESH,BAGHPAT,CHHAPRAULI,4176,11,6,4,5,7,33,4209
UTTAR PRADESH,BAGHPAT,KHEKRA,3035,9,2,3,4,27,45,3080
UTTAR PRADESH,BAGHPAT,PILANA,3519,21,1,0,0,6,28,3547
UTTAR PRADESH,BAHARAICH,BALHA,3100,0,0,0,0,1,1,3101
UTTAR PRADESH,BAHARAICH,CHITTAURA,5299,0,1,0,0,0,1,5300
UTTAR PRADESH,BAHARAICH,Fakharpur,5804,0,0,0,4,0,4,5808
UTTAR PRADESH,BAHARAICH,HUJURPUR,3398,1,0,0,0,0,1,3399
UTTAR PRADESH,BAHARAICH,JARVAL,4721,0,6,0,35,0,41,4762
UTTAR PRADESH,BAHARAICH,KAISHARGANJ,3024,1,0,13,3,0,17,3041
UTTAR PRADESH,BAHARAICH,MAHASHI,4485,0,0,0,0,0,0,4485
UTTAR PRADESH,BAHARAICH,MIHIPURWA,4944,0,1,0,0,0,1,4945
UTTAR PRADESH,BAHARAICH,NAWABGANJ,3676,0,0,0,0,0,0,3676
UTTAR PRADESH,BAHARAICH,RISHYA,5117,2,1,0,3,0,6,5123
UTTAR PRADESH,BAHARAICH,SHIVPUR,4653,2,0,1,0,0,3,4656
UTTAR PRADESH,BAHARAICH,TAJAWAPUR,2804,57,0,0,0,0,57,2861
UTTAR PRADESH,BALLIA,BAIRIA,1431,0,0,0,0,0,0,1431
UTTAR PRADESH,BALLIA,BANSDEEH,1472,26,17,2,0,2,47,1519
UTTAR PRADESH,BALLIA,BELHARI,703,13,0,1,1,0,15,718
UTTAR PRADESH,BALLIA,BERUARBARI,1285,14,6,0,0,0,20,1305
UTTAR PRADESH,BALLIA,CHILKHAR,2260,24,12,0,1,3,40,2300
UTTAR PRADESH,BALLIA,DUBHAR,1173,7,3,1,0,2,13,1186
UTTAR PRADESH,BALLIA,GARWARH,1830,13,21,3,1,2,40,1870
UTTAR PRADESH,BALLIA,HANUMANGANJ,1010,13,3,0,1,6,23,1033
UTTAR PRADESH,BALLIA,MANIER,2052,18,3,0,1,4,26,2078
UTTAR PRADESH,BALLIA,MURLICHAPRA,1164,4,0,0,0,0,4,1168
UTTAR PRADESH,BALLIA,NAGRA,4233,3,5,6,0,1,15,4248
UTTAR PRADESH,BALLIA,NAWANAGAR,1810,1,0,0,0,0,1,1811
UTTAR PRADESH,BALLIA,PANDAH,2059,1,2,5,0,0,8,2067
UTTAR PRADESH,BALLIA,RASRA,2781,27,5,2,4,0,38,2819
UTTAR PRADESH,BALLIA,REVOTI,2153,32,3,2,6,4,47,2200
UTTAR PRADESH,BALLIA,SEAR,3583,110,32,1,1,0,144,3727
UTTAR PRADESH,BALLIA,SOHAON,2026,18,4,2,12,1,37,2063
UTTAR PRADESH,BALRAMPUR,BALRAMPUR,10819,2,3,2,0,0,7,10826
UTTAR PRADESH,BALRAMPUR,GAISADI,1143,1,133,0,0,0,134,1277
UTTAR PRADESH,BALRAMPUR,GANDAS BUJURG,1099,4,0,0,0,0,4,1103
UTTAR PRADESH,BALRAMPUR,HARRAIYA SATGHARWA,3966,26,2,1,0,20,49,4015
UTTAR PRADESH,BALRAMPUR,PACHAPEDWA,1201,0,0,0,0,2,2,1203
UTTAR PRADESH,BALRAMPUR,REHARA BAZAR,12217,0,0,0,0,0,0,12217
UTTAR PRADESH,BALRAMPUR,SHRI DATTGANJ,6671,1,0,0,0,0,1,6672
UTTAR PRADESH,BALRAMPUR,TULSIPUR,3687,0,0,0,0,0,0,3687
UTTAR PRADESH,BALRAMPUR,UTRAULA,4651,0,0,0,0,0,0,4651
UTTAR PRADESH,BANDA,BABERU,1194,8,3,0,0,0,11,1205
UTTAR PRADESH,BANDA,BADOKHAR KHURD,1184,32,8,2,0,3,45,1229
UTTAR PRADESH,BANDA,BISANDA,2021,11,2,2,1,3,19,2040
UTTAR PRADESH,BANDA,JASPURA,467,15,3,1,5,0,24,491
UTTAR PRADESH,BANDA,KAMASIN,1202,1,7,0,0,0,8,1210
UTTAR PRADESH,BANDA,MAHUA,1547,32,9,0,4,2,47,1594
UTTAR PRADESH,BANDA,NARAINI,1124,17,2,14,0,1,34,1158
UTTAR PRADESH,BANDA,TINDWARI,1364,11,5,0,0,0,16,1380
UTTAR PRADESH,BARABANKI,BANIKODAR,4903,39,49,2,1,2,93,4996
UTTAR PRADESH,BARABANKI,BANKI,6273,56,8,5,1,0,70,6343
UTTAR PRADESH,BARABANKI,DARIYABAD,4209,723,60,3,0,1,787,4996
UTTAR PRADESH,BARABANKI,DEVA,5818,173,267,2,0,8,450,6268
UTTAR PRADESH,BARABANKI,FATEHPUR,7287,164,78,14,2,0,258,7545
UTTAR PRADESH,BARABANKI,HAIDARGARH,3694,18,1,4,1,2,26,3720
UTTAR PRADESH,BARABANKI,HARKHA,5516,32,2,2,1,4,41,5557
UTTAR PRADESH,BARABANKI,MASAULI,4126,344,168,15,1,1,529,4655
UTTAR PRADESH,BARABANKI,NINDURA,8589,131,61,9,18,2,221,8810
UTTAR PRADESH,BARABANKI,PUREDALAI,2482,19,9,3,2,0,33,2515
UTTAR PRADESH,BARABANKI,RAMNAGAR,4043,56,16,7,0,0,79,4122
UTTAR PRADESH,BARABANKI,SIDHOUR,5328,567,1001,2,0,7,1577,6905
UTTAR PRADESH,BARABANKI,SIROULIGAUSPUR,6661,496,59,4,1,0,560,7221
UTTAR PRADESH,BARABANKI,SURATGANJ,10538,338,355,41,15,7,756,11294
UTTAR PRADESH,BARABANKI,TRIVEDIGANJ,4971,48,5,3,2,0,58,5029
UTTAR PRADESH,BAREILLY,AALAMPUR JAFARABAD,6614,134,27,4,0,33,198,6812
UTTAR PRADESH,BAREILLY,BAHERI,7855,43,14,73,21,43,194,8049
UTTAR PRADESH,BAREILLY,BHADPURA,6032,1,0,0,0,0,1,6033
UTTAR PRADESH,BAREILLY,BHOJIPURA,8812,10,0,0,1,1,12,8824
UTTAR PRADESH,BAREILLY,BHUTA,8196,6,12,2,6,2,28,8224
UTTAR PRADESH,BAREILLY,BITHIRI CHAINPUR,7332,19,6,14,3,2,44,7376
UTTAR PRADESH,BAREILLY,FARIDPUR,7802,58,12,16,3,1,90,7892
UTTAR PRADESH,BAREILLY,FATEHGANJ (W),6717,0,0,0,2,4,6,6723
UTTAR PRADESH,BAREILLY,KYARA,3834,5,2,0,0,0,7,3841
UTTAR PRADESH,BAREILLY,MAJHGAWAN,7070,267,30,2,2,3,304,7374
UTTAR PRADESH,BAREILLY,MIRGANJ,6755,1,0,0,2,0,3,6758
UTTAR PRADESH,BAREILLY,NAWABGANJ,10844,20,0,0,0,26,46,10890
UTTAR PRADESH,BAREILLY,RAM NAGAR,5172,12,0,0,0,0,12,5184
UTTAR PRADESH,BAREILLY,RICHHA,7261,2,1,0,0,1,4,7265
UTTAR PRADESH,BAREILLY,SHERGARH,8234,7,2,7,5,2,23,8257
UTTAR PRADESH,BASTI,BAHADURPUR,5386,0,0,0,0,0,0,5386
UTTAR PRADESH,BASTI,BANKATI,5957,49,0,2,0,0,51,6008
UTTAR PRADESH,BASTI,BASTI SADAR,4032,3,0,1,1,0,5,4037
UTTAR PRADESH,BASTI,GAUR,5561,0,0,1,0,0,1,5562
UTTAR PRADESH,BASTI,HARRAIYA,7429,0,0,0,0,0,0,7429
UTTAR PRADESH,BASTI,KAPTAN GANJ,6653,2,0,0,0,0,2,6655
UTTAR PRADESH,BASTI,KUDRAHA,4313,2,0,1,0,0,3,4316
UTTAR PRADESH,BASTI,PARASH RAMPUR,5091,1,1,3,0,0,5,5096
UTTAR PRADESH,BASTI,RAM NAGAR,3342,0,0,0,0,0,0,3342
UTTAR PRADESH,BASTI,RUDHAULI,2712,0,0,0,0,0,0,2712
UTTAR PRADESH,BASTI,SAHUGHAT,4985,1,0,0,0,0,1,4986
UTTAR PRADESH,BASTI,SALTAUWA GOPALPUR,4943,0,1,0,0,0,1,4944
UTTAR PRADESH,BASTI,VIKRAMJOT,6765,4,0,0,0,0,4,6769
UTTAR PRADESH,BIJNOR,AAKU NEHTOUR,6739,0,0,0,0,0,0,6739
UTTAR PRADESH,BIJNOR,AFJALGARH,7648,0,0,0,0,0,0,7648
UTTAR PRADESH,BIJNOR,ALLEHEPUR DHAMPUR,8792,0,0,0,0,0,0,8792
UTTAR PRADESH,BIJNOR,BUDHANPUR SEOHARA,7930,0,0,0,0,0,0,7930
UTTAR PRADESH,BIJNOR,HALDOUR,7083,0,0,0,0,0,0,7083
UTTAR PRADESH,BIJNOR,JALILPUR,11738,0,0,0,0,0,0,11738
UTTAR PRADESH,BIJNOR,KIRATPUR,3889,0,0,0,0,0,0,3889
UTTAR PRADESH,BIJNOR,KOTWALI,9273,0,0,0,0,0,0,9273
UTTAR PRADESH,BIJNOR,MOHD.PUR DEVMAL,7131,0,0,0,0,0,0,7131
UTTAR PRADESH,BIJNOR,NAJIBABAD,4808,0,0,0,0,0,0,4808
UTTAR PRADESH,BIJNOR,NOORPUR,10438,0,0,0,0,0,0,10438
UTTAR PRADESH,BUDAUN,AMBIYAPUR,6069,143,33,1,0,2,179,6248
UTTAR PRADESH,BUDAUN,ASAFPUR,5215,5,2,14,4,14,39,5254
UTTAR PRADESH,BUDAUN,BISAULI,5234,46,1,4,0,3,54,5288
UTTAR PRADESH,BUDAUN,DATAGANJ,3396,109,0,0,10,7,126,3522
UTTAR PRADESH,BUDAUN,DEHGWA,8796,18,6,123,2,44,193,8989
UTTAR PRADESH,BUDAUN,GUNNAUR,8047,235,1,1,1,3,241,8288
UTTAR PRADESH,BUDAUN,ISLAMNAGAR,5289,11,17,4,2,7,41,5330
UTTAR PRADESH,BUDAUN,JAGAT,3723,6,2,2,0,1,11,3734
UTTAR PRADESH,BUDAUN,JUNAMAI,8536,99,2,8,13,5,127,8663
UTTAR PRADESH,BUDAUN,KADAR CHOKE,3566,46,8,12,2,19,87,3653
UTTAR PRADESH,BUDAUN,MYAUN,3477,7,2,0,0,2,11,3488
UTTAR PRADESH,BUDAUN,RAJPURA,6459,147,27,0,1,0,175,6634
UTTAR PRADESH,BUDAUN,SAHASWAN,7398,15,0,33,0,0,48,7446
UTTAR PRADESH,BUDAUN,SALARPUR,4299,22,4,23,0,3,52,4351
UTTAR PRADESH,BUDAUN,SAMRAR,3488,5,4,2,4,1,16,3504
UTTAR PRADESH,BUDAUN,UJHANI,4949,38,10,1,0,14,63,5012
UTTAR PRADESH,BUDAUN,USAWA,3439,186,0,0,0,0,186,3625
UTTAR PRADESH,BUDAUN,WAZIRGANJ,3400,67,6,2,3,1,79,3479
UTTAR PRADESH,BULAND SAHAR,ANUPSHAHR,3968,13,4,1,0,0,18,3986
UTTAR PRADESH,BULAND SAHAR,ARNIRYA,4802,19,3,0,0,2,24,4826
UTTAR PRADESH,BULAND SAHAR,B.B. NAGAR,3385,0,0,0,0,0,0,3385
UTTAR PRADESH,BULAND SAHAR,BULANDSHAHR,4090,25,1,4,0,4,34,4124
UTTAR PRADESH,BULAND SAHAR,DANPUR,3352,14,3,0,0,1,18,3370
UTTAR PRADESH,BULAND SAHAR,DIBAI,2319,14,10,0,0,1,25,2344
UTTAR PRADESH,BULAND SAHAR,GULAWATHI,3943,2,1,2,0,13,18,3961
UTTAR PRADESH,BULAND SAHAR,JAHAGIRABAD,4103,8,1,1,0,3,13,4116
UTTAR PRADESH,BULAND SAHAR,KHURJA,5652,23,8,3,3,6,43,5695
UTTAR PRADESH,BULAND SAHAR,LAKHAWATI,3650,11,5,0,3,3,22,3672
UTTAR PRADESH,BULAND SAHAR,PAHASU,4226,53,14,12,5,14,98,4324
UTTAR PRADESH,BULAND SAHAR,SHIKARPUR,4649,11,1,0,0,2,14,4663
UTTAR PRADESH,BULAND SAHAR,SIANA,2633,0,2,0,0,0,2,2635
UTTAR PRADESH,BULAND SAHAR,SIKANDRABAD,6378,8,2,0,0,0,10,6388
UTTAR PRADESH,BULAND SAHAR,UNCHAGAON,4111,32,40,0,0,0,72,4183
UTTAR PRADESH,CHANDAULI,BARAHNI,822,5,1,1,0,5,12,834
UTTAR PRADESH,CHANDAULI,CHAHANIA,1499,48,2,3,0,2,55,1554
UTTAR PRADESH,CHANDAULI,CHAKIYA,509,9,1,0,0,2,12,521
UTTAR PRADESH,CHANDAULI,CHANDOULI,2037,0,0,0,0,6,6,2043
UTTAR PRADESH,CHANDAULI,DHANAPUR,1181,11,10,4,0,0,25,1206
UTTAR PRADESH,CHANDAULI,NAOUGHAR,1754,0,0,0,0,0,0,1754
UTTAR PRADESH,CHANDAULI,NIYMATA BAD,1428,47,1,3,0,2,53,1481
UTTAR PRADESH,CHANDAULI,SAHABGANJ,1116,13,0,3,1,5,22,1138
UTTAR PRADESH,CHANDAULI,SAKELDIHA,1415,13,0,3,1,2,19,1434
UTTAR PRADESH,CHITRAKOOT,KARVI,179,0,0,0,0,16,16,195
UTTAR PRADESH,CHITRAKOOT,MANIKPUR,1256,21,4,0,0,0,25,1281
UTTAR PRADESH,CHITRAKOOT,MAU,292,5,1,0,0,0,6,298
UTTAR PRADESH,CHITRAKOOT,PAHADI,348,2,0,0,0,0,2,350
UTTAR PRADESH,CHITRAKOOT,RAM NAGAR,1316,16,0,0,0,0,16,1332
UTTAR PRADESH,DEORIA,BAITALPUR,3930,15,11,2,0,0,28,3958
UTTAR PRADESH,DEORIA,BANKATA,4621,5,2,3,0,0,10,4631
UTTAR PRADESH,DEORIA,BARHAJ,2692,4,8,1,0,0,13,2705
UTTAR PRADESH,DEORIA,BHAGALPUR,3037,12,1,0,0,0,13,3050
UTTAR PRADESH,DEORIA,BHALUWANI,5953,16,5,10,0,0,31,5984
UTTAR PRADESH,DEORIA,BHATANI,3101,2,0,0,0,0,2,3103
UTTAR PRADESH,DEORIA,BHATPAR RANI,3948,25,2,4,0,0,31,3979
UTTAR PRADESH,DEORIA,DEORIA SADAR,4084,8,3,1,0,0,12,4096
UTTAR PRADESH,DEORIA,DESAHI DEORIA,1544,0,0,2,0,0,2,1546
UTTAR PRADESH,DEORIA,GAURI BAZAR,4999,2,1,3,0,0,6,5005
UTTAR PRADESH,DEORIA,LAR,2939,2,1,0,0,0,3,2942
UTTAR PRADESH,DEORIA,PATHARDEVA,3274,0,0,0,0,0,0,3274
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,2703,0,1,2,0,0,3,2706
UTTAR PRADESH,DEORIA,RUDRAPUR,4552,3,2,0,0,0,5,4557
UTTAR PRADESH,DEORIA,SALEMPUR,4250,0,3,0,0,0,3,4253
UTTAR PRADESH,ETAH,ALIGANJ,7741,14,3,2,1,3,23,7764
UTTAR PRADESH,ETAH,AMAPUR,3761,3,1,4,0,1,9,3770
UTTAR PRADESH,ETAH,AWAGARH,3237,33,22,0,0,0,55,3292
UTTAR PRADESH,ETAH,GANJDUNDWARA,4242,18,4,14,0,0,36,4278
UTTAR PRADESH,ETAH,JAIDHRA,4607,128,29,9,0,5,171,4778
UTTAR PRADESH,ETAH,JALESAR,4301,34,11,4,0,1,50,4351
UTTAR PRADESH,ETAH,KASGANJ,4048,14,8,7,1,3,33,4081
UTTAR PRADESH,ETAH,MARAHERA,3039,19,2,0,2,2,25,3064
UTTAR PRADESH,ETAH,NIDHOLI KALAN,4829,14,3,2,0,4,23,4852
UTTAR PRADESH,ETAH,PATIYALI,4083,17,5,1,0,0,23,4106
UTTAR PRADESH,ETAH,SAHAWAR,3751,3,6,1,0,0,10,3761
UTTAR PRADESH,ETAH,SAKIT,4667,59,12,3,1,0,75,4742
UTTAR PRADESH,ETAH,SHEETALPUR,4494,42,10,6,1,0,59,4553
UTTAR PRADESH,ETAH,SIDHPURA,3958,237,4,5,6,3,255,4213
UTTAR PRADESH,ETAH,SORON,4583,21,4,1,1,13,40,4623
UTTAR PRADESH,ETAWAH,BADPURA,5288,0,0,0,0,0,0,5288
UTTAR PRADESH,ETAWAH,BASREHAR,5309,0,0,0,0,0,0,5309
UTTAR PRADESH,ETAWAH,BHARTHANA,5279,0,0,0,0,0,0,5279
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,129,0,0,0,0,0,0,129
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,5253,0,0,0,0,0,0,5253
UTTAR PRADESH,ETAWAH,MAHEWA,5233,0,0,0,0,0,0,5233
UTTAR PRADESH,ETAWAH,SAIPHAI,1042,0,0,0,0,0,0,1042
UTTAR PRADESH,ETAWAH,TAKHA,2684,0,0,0,0,0,0,2684
UTTAR PRADESH,FAIZABAD,AMANI GANJ,4241,48,7,4,0,0,59,4300
UTTAR PRADESH,FAIZABAD,BIKAPUR,7181,78,10,15,0,1,104,7285
UTTAR PRADESH,FAIZABAD,HASTINPUR,4821,68,10,45,2,1,126,4947
UTTAR PRADESH,FAIZABAD,MASONDHA,5298,37,5,4,0,0,46,5344
UTTAR PRADESH,FAIZABAD,MAWAI,3556,27,6,2,1,2,38,3594
UTTAR PRADESH,FAIZABAD,MAYA,5375,12,2,1,3,0,18,5393
UTTAR PRADESH,FAIZABAD,MILKI PUR,5332,54,28,6,0,1,89,5421
UTTAR PRADESH,FAIZABAD,PURA,7125,40,5,8,5,0,58,7183
UTTAR PRADESH,FAIZABAD,RUDAULI,7401,89,94,5,7,14,209,7610
UTTAR PRADESH,FAIZABAD,SOHAWAL,4067,118,8,8,1,0,135,4202
UTTAR PRADESH,FAIZABAD,TARUN,8170,84,3,18,4,0,109,8279
UTTAR PRADESH,FARRUKHABAD,BARHPUR,1791,0,0,0,0,0,0,1791
UTTAR PRADESH,FARRUKHABAD,KAMALGANJ-I,4851,0,0,0,0,0,0,4851
UTTAR PRADESH,FARRUKHABAD,KAYAMGANJ,4643,13,1,0,0,0,14,4657
UTTAR PRADESH,FARRUKHABAD,MOHAMDABAD,3128,0,0,0,0,0,0,3128
UTTAR PRADESH,FARRUKHABAD,NAWABGANJ-I,3415,9,4,0,0,0,13,3428
UTTAR PRADESH,FARRUKHABAD,RAJEPUR-I,2501,0,0,0,0,0,0,2501
UTTAR PRADESH,FARRUKHABAD,SHAMSHABAD,5541,0,0,0,0,0,0,5541
UTTAR PRADESH,FATEHPUR,AIRAYA,1331,2,0,4,1,0,7,1338
UTTAR PRADESH,FATEHPUR,AMAULI,1617,54,30,9,3,1,97,1714
UTTAR PRADESH,FATEHPUR,ASODHAR,1254,5,0,0,0,0,5,1259
UTTAR PRADESH,FATEHPUR,BAHUWA,2374,43,81,10,3,9,146,2520
UTTAR PRADESH,FATEHPUR,BHITAURA,4937,17,38,6,2,2,65,5002
UTTAR PRADESH,FATEHPUR,DEVMAI,2274,2,1,2,1,0,6,2280
UTTAR PRADESH,FATEHPUR,DHATA,2141,34,18,0,0,0,52,2193
UTTAR PRADESH,FATEHPUR,HASWA,3742,10,75,3,0,13,101,3843
UTTAR PRADESH,FATEHPUR,HATHGAON,3587,21,3,1,0,4,29,3616
UTTAR PRADESH,FATEHPUR,KHAJUHA,2028,39,6,0,1,0,46,2074
UTTAR PRADESH,FATEHPUR,MALWAN,3928,52,17,3,2,2,76,4004
UTTAR PRADESH,FATEHPUR,TELYANI,3385,1,0,3,1,2,7,3392
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,1905,22,4,2,7,1,36,1941
UTTAR PRADESH,FIROZABAD,EKA,5543,1,0,0,0,0,1,5544
UTTAR PRADESH,FIROZABAD,FIROZABAD,1777,26,31,8,1,1,67,1844
UTTAR PRADESH,FIROZABAD,JASRANA,2746,23,11,0,1,3,38,2784
UTTAR PRADESH,FIROZABAD,KHAIRGARH,3465,30,2,1,2,6,41,3506
UTTAR PRADESH,FIROZABAD,KOTLA NARKHI,3780,32,12,6,0,0,50,3830
UTTAR PRADESH,FIROZABAD,MADANPUR,4277,34,10,21,1,0,66,4343
UTTAR PRADESH,FIROZABAD,ORAON,2726,3,0,0,0,1,4,2730
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,2381,18,12,6,2,1,39,2420
UTTAR PRADESH,FIROZABAD,TUNDLA,3253,8,3,2,5,0,18,3271
UTTAR PRADESH,GAUTAM BUDHA NAGAR,BISRAKH,3944,6,1,4,0,0,11,3955
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DADRI,5078,3,6,0,2,8,19,5097
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DANKAOR,8257,83,2,1,0,0,86,8343
UTTAR PRADESH,GAUTAM BUDHA NAGAR,JEWAR,6122,20,1,1,0,0,22,6144
UTTAR PRADESH,GHAZIABAD,BHOJPUR,4486,10,2,0,0,0,12,4498
UTTAR PRADESH,GHAZIABAD,DHAULANA,3661,31,0,0,0,3,34,3695
UTTAR PRADESH,GHAZIABAD,GARH MUKTESWAR,7756,41,33,1,2,0,77,7833
UTTAR PRADESH,GHAZIABAD,HAPUR,5688,7,3,1,0,0,11,5699
UTTAR PRADESH,GHAZIABAD,LAUNI,1374,0,170,0,0,0,170,1544
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,3551,55,9,7,1,1,73,3624
UTTAR PRADESH,GHAZIABAD,RAJPUR,2277,1,0,0,0,0,1,2278
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,6061,5,3,1,0,1,10,6071
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,3009,189,19,16,1,28,253,3262
UTTAR PRADESH,GHAZIPUR,BHADORA,1280,5,2,0,0,0,7,1287
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,3285,25,3,0,0,3,31,3316
UTTAR PRADESH,GHAZIPUR,DEVKALI,4718,12,11,4,0,0,27,4745
UTTAR PRADESH,GHAZIPUR,JAMANIYA,6926,53,13,6,1,0,73,6999
UTTAR PRADESH,GHAZIPUR,KARNDA,3313,5,2,4,0,0,11,3324
UTTAR PRADESH,GHAZIPUR,KASIMABAD,4384,7,2,6,1,1,17,4401
UTTAR PRADESH,GHAZIPUR,MANIHARI,7442,16,3,4,0,0,23,7465
UTTAR PRADESH,GHAZIPUR,MARADAH,6479,12,9,2,0,0,23,6502
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,5385,21,6,2,1,0,30,5415
UTTAR PRADESH,GHAZIPUR,REVTIPUR,1470,20,6,2,0,0,28,1498
UTTAR PRADESH,GHAZIPUR,SADAR,2118,34,5,24,0,0,63,2181
UTTAR PRADESH,GHAZIPUR,SADAT,5165,19,12,5,0,1,37,5202
