-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Farmer's saving,Loan & Savings,Subsidy & Bank loan,Others,Total
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,37,1,1,36,75
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,826,1,1,890,1718
MADHYA PRADESH,HOSHANGABAD,KESLA,1247,195,21,851,2314
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,125,12,13,176,326
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,1307,46,6,452,1811
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,771,23,8,412,1214
MADHYA PRADESH,INDORE,DEPAL PUR,474,4,31,67,576
MADHYA PRADESH,INDORE,INDORE,520,0,0,37,557
MADHYA PRADESH,INDORE,MHOW,113,119,1,21,254
MADHYA PRADESH,INDORE,SANWER,606,14,1,64,685
MADHYA PRADESH,JABALPUR,BARGI,615,109,50,53,827
MADHYA PRADESH,JABALPUR,KUNDAM,149,38,47,97,331
MADHYA PRADESH,JABALPUR,MAJHOLI,755,78,2,3,838
MADHYA PRADESH,JABALPUR,PANAGAR,575,11,56,179,821
MADHYA PRADESH,JABALPUR,PATAN,413,144,8,2,567
MADHYA PRADESH,JABALPUR,SHAHPURA,241,101,16,8,366
MADHYA PRADESH,JABALPUR,SIHORA,316,81,25,280,702
MADHYA PRADESH,JHABUA,ALIRAJPUR,42,67,80,3,192
MADHYA PRADESH,JHABUA,BHABHARA,79,5,38,1,123
MADHYA PRADESH,JHABUA,JHABUA,36,39,55,11,141
MADHYA PRADESH,JHABUA,JOBAT,29,23,14,13,79
MADHYA PRADESH,JHABUA,KATTHIWADA,0,15,10,0,25
MADHYA PRADESH,JHABUA,MEGHNAGAR,33,132,54,76,295
MADHYA PRADESH,JHABUA,PETLAWAD,688,60,38,235,1021
MADHYA PRADESH,JHABUA,RAMA,72,12,20,56,160
MADHYA PRADESH,JHABUA,SONDWA,256,28,35,33,352
MADHYA PRADESH,JHABUA,THANDLA,136,76,95,30,337
MADHYA PRADESH,JHABUA,UDAIGARH,22,105,26,312,465
MADHYA PRADESH,KATNI,BADWARA,403,12,40,114,569
MADHYA PRADESH,KATNI,BAHORIBAND,1225,62,13,164,1464
MADHYA PRADESH,KATNI,DHIMAR KHERA,559,144,101,742,1546
MADHYA PRADESH,KATNI,KATNI,536,10,1,226,773
MADHYA PRADESH,KATNI,RITHI,528,77,23,175,803
MADHYA PRADESH,KATNI,VIJAYRAGHAVGARH,885,78,62,264,1289
MADHYA PRADESH,KHANDWA,BALADI,443,6,0,12,461
MADHYA PRADESH,KHANDWA,BURHANPUR,153,14,24,8,199
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,146,2,0,54,202
MADHYA PRADESH,KHANDWA,HARSOOD,772,77,36,30,915
MADHYA PRADESH,KHANDWA,KHAKNAR,140,120,4,2,266
MADHYA PRADESH,KHANDWA,KHALWA,467,50,31,19,567
MADHYA PRADESH,KHANDWA,KHANDWA,428,88,1,0,517
MADHYA PRADESH,KHANDWA,PANDHANA,416,88,16,28,548
MADHYA PRADESH,KHANDWA,PUNASA,412,20,1,21,454
MADHYA PRADESH,KHARGONE,BARWAHA,566,752,51,128,1497
MADHYA PRADESH,KHARGONE,BHAGWANPURA,370,112,37,0,519
MADHYA PRADESH,KHARGONE,BHIKANGAON,796,237,27,3,1063
MADHYA PRADESH,KHARGONE,GOGAWA,436,57,0,23,516
MADHYA PRADESH,KHARGONE,KASRAWAD,424,696,22,1,1143
MADHYA PRADESH,KHARGONE,KHARGONE,476,40,16,0,532
MADHYA PRADESH,KHARGONE,MAHESHWAR,511,610,154,25,1300
MADHYA PRADESH,KHARGONE,SEGOAN,388,29,34,5,456
MADHYA PRADESH,KHARGONE,ZIRNYA,420,148,11,0,579
MADHYA PRADESH,MANDLA,BICHHIA,7,18,1,31,57
MADHYA PRADESH,MANDLA,BIJADANDI,38,2,2,23,65
MADHYA PRADESH,MANDLA,GHUGHRI,0,1,0,2,3
MADHYA PRADESH,MANDLA,MANDLA,329,148,1,54,532
MADHYA PRADESH,MANDLA,MOHGAON,48,0,0,2,50
MADHYA PRADESH,MANDLA,NAINPUR,2,19,0,21,42
MADHYA PRADESH,MANDLA,NARAYANGANJ,103,4,0,28,135
MADHYA PRADESH,MANDLA,NIVAS,15,8,0,12,35
MADHYA PRADESH,MANDSAUR,BHANPURA,241,2,2,0,245
MADHYA PRADESH,MANDSAUR,GAROTH,129,0,0,8,137
MADHYA PRADESH,MANDSAUR,MALHARGAR,304,1,4,64,373
MADHYA PRADESH,MANDSAUR,MANDSAUR,885,4,1,287,1177
MADHYA PRADESH,MANDSAUR,SITAMAU,380,0,0,4,384
MADHYA PRADESH,MORENA,JOURA,5,5,0,0,10
MADHYA PRADESH,MORENA,KAILARAS,2,0,2,0,4
MADHYA PRADESH,MORENA,MORENA,18,13,0,175,206
MADHYA PRADESH,NARSINGHPUR,BABAI-CHICHLI,40,19,6,4,69
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,123,45,7,9,184
MADHYA PRADESH,NARSINGHPUR,GOTEGAON,380,37,0,197,614
MADHYA PRADESH,NARSINGHPUR,KARELI,95,35,25,16,171
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,671,283,76,8,1038
MADHYA PRADESH,NARSINGHPUR,SAIKHEDA,204,7,26,0,237
MADHYA PRADESH,NEEMUCH,JAWAD,109,0,1,2,112
MADHYA PRADESH,NEEMUCH,MANASA,66,0,1,21,88
MADHYA PRADESH,NEEMUCH,NEEMUCH,67,2,0,5,74
MADHYA PRADESH,PANNA,AJAYGARH,117,147,87,530,881
MADHYA PRADESH,PANNA,GUNOUR,1506,110,46,634,2296
MADHYA PRADESH,PANNA,PANNA,1265,111,10,1249,2635
MADHYA PRADESH,PANNA,PAWAI,845,346,234,504,1929
MADHYA PRADESH,PANNA,SHAHNAGAR,1878,83,175,901,3037
MADHYA PRADESH,RAISEN,ABDULLA GANJ,1248,261,109,108,1726
MADHYA PRADESH,RAISEN,BADI,439,10,1,1230,1680
MADHYA PRADESH,RAISEN,BEGAMGANJ,847,243,47,500,1637
MADHYA PRADESH,RAISEN,GAIRATGANJ,736,110,77,216,1139
MADHYA PRADESH,RAISEN,SANCHI,904,189,13,123,1229
MADHYA PRADESH,RAISEN,SILVANI,1122,215,7,291,1635
MADHYA PRADESH,RAISEN,UDAYPURA,225,323,105,83,736
MADHYA PRADESH,RAJGARH,BIAORA,681,0,13,180,874
MADHYA PRADESH,RAJGARH,KHILCHIPUR,268,0,5,2,275
MADHYA PRADESH,RAJGARH,NARSINGARH,288,0,0,83,371
MADHYA PRADESH,RAJGARH,RAJGARH,450,54,22,7,533
MADHYA PRADESH,RAJGARH,SARANGPUR,935,72,0,28,1035
MADHYA PRADESH,RAJGARH,ZEERAPUR],62,0,0,3,65
MADHYA PRADESH,RATLAM,ALOT,202,0,0,0,202
MADHYA PRADESH,RATLAM,BAJNA,265,6,5,576,852
MADHYA PRADESH,RATLAM,JAORA,140,0,7,1,148
MADHYA PRADESH,RATLAM,PIPLODA,8,0,0,0,8
MADHYA PRADESH,RATLAM,RATLAM,54,1,52,0,107
MADHYA PRADESH,RATLAM,SAILANA,338,2,2,131,473
MADHYA PRADESH,REWA,GANGEO,526,0,1,75,602
MADHYA PRADESH,REWA,HANUMANA,927,7,4,170,1108
MADHYA PRADESH,REWA,JAWA,508,30,0,168,706
MADHYA PRADESH,REWA,MAUGANJ,238,52,26,181,497
MADHYA PRADESH,REWA,NAIGARHI,180,0,12,65,257
MADHYA PRADESH,REWA,RAIPUR KARCULIYAN,87,1,9,29,126
MADHYA PRADESH,REWA,REWA,219,28,5,167,419
MADHYA PRADESH,REWA,SIRMOUR,602,28,10,352,992
MADHYA PRADESH,REWA,TEONTHER,387,5,13,169,574
MADHYA PRADESH,SAGAR,BANDA,1392,93,1,1192,2678
MADHYA PRADESH,SAGAR,BINA,1293,68,54,696,2111
MADHYA PRADESH,SAGAR,DEORI,1653,81,5,491,2230
MADHYA PRADESH,SAGAR,JAISINAGAR,1800,255,14,391,2460
MADHYA PRADESH,SAGAR,KESLI,1042,54,57,163,1316
MADHYA PRADESH,SAGAR,KHURAI,1560,107,9,671,2347
MADHYA PRADESH,SAGAR,MALTHONE,1448,12,4,630,2094
MADHYA PRADESH,SAGAR,RAHATGARH,1966,231,67,376,2640
MADHYA PRADESH,SAGAR,REHLI,1505,80,13,817,2415
MADHYA PRADESH,SAGAR,SAGAR,982,107,24,449,1562
MADHYA PRADESH,SAGAR,SHAHGARH,647,2,0,369,1018
MADHYA PRADESH,SATNA,AMARPATAN,95,6,0,88,189
MADHYA PRADESH,SATNA,MAIHAR,494,13,2,474,983
MADHYA PRADESH,SATNA,MAJHAGAWAN,228,53,25,227,533
MADHYA PRADESH,SATNA,NAGOD,356,84,29,45,514
MADHYA PRADESH,SATNA,RAMNAGER,77,1,3,66,147
MADHYA PRADESH,SATNA,RAMPUR BAGHELAN,559,19,1,46,625
MADHYA PRADESH,SATNA,SOHAWAL,212,39,2,141,394
MADHYA PRADESH,SATNA,UCHEHARA,177,65,4,31,277
MADHYA PRADESH,SEHORE,ASHTA,775,43,0,327,1145
MADHYA PRADESH,SEHORE,BUDHNI,525,0,1,16,542
MADHYA PRADESH,SEHORE,ICHAWAR,51,0,2,17,70
MADHYA PRADESH,SEHORE,NASRULLAGANJ,160,21,0,49,230
MADHYA PRADESH,SEONI,BARGHAT,22,0,5,7,34
MADHYA PRADESH,SEONI,CHHAPARA,114,1,13,69,197
MADHYA PRADESH,SEONI,DHANORA,49,3,2,30,84
MADHYA PRADESH,SEONI,GHANSOR,5,6,0,14,25
MADHYA PRADESH,SEONI,KURAI,114,0,4,99,217
MADHYA PRADESH,SEONI,LAKHNADON,247,1,18,109,375
MADHYA PRADESH,SEONI,SEONI,282,4,2,47,335
MADHYA PRADESH,SHAHDOL,ANUPPUR,76,1,22,24,123
MADHYA PRADESH,SHAHDOL,BEOHARI,447,3,10,465,925
MADHYA PRADESH,SHAHDOL,BURHAR,346,10,26,126,508
MADHYA PRADESH,SHAHDOL,GOHPARU,45,5,32,193,275
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,122,36,15,175,348
MADHYA PRADESH,SHAHDOL,JAITHARI,25,5,53,209,292
MADHYA PRADESH,SHAHDOL,KOTMA,16,0,0,81,97
MADHYA PRADESH,SHAHDOL,PUSHPARAJGARH,19,4,0,0,23
MADHYA PRADESH,SHAHDOL,SOHAGPUR,461,28,201,319,1009
MADHYA PRADESH,SHAJAPUR,AGAR,0,0,54,182,236
MADHYA PRADESH,SHAJAPUR,BAROD,190,0,0,142,332
MADHYA PRADESH,SHAJAPUR,KALAPIPAL,239,6,0,185,430
MADHYA PRADESH,SHAJAPUR,M.BARODIYA,399,62,11,1,473
MADHYA PRADESH,SHAJAPUR,NALKHEDA,34,51,0,0,85
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,547,7,30,15,599
MADHYA PRADESH,SHAJAPUR,SHUJALPUR,267,0,37,63,367
MADHYA PRADESH,SHAJAPUR,SUSNER,135,0,0,126,261
MADHYA PRADESH,SHEOPUR,KARHAL,329,10,50,70,459
MADHYA PRADESH,SHEOPUR,SHEOPUR,364,41,59,627,1091
MADHYA PRADESH,SHEOPUR,VIJAYPUR,25,0,0,105,130
MADHYA PRADESH,SHIVPURI,BADARWAS,341,62,0,139,542
MADHYA PRADESH,SHIVPURI,KARERA,45,1,1,612,659
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,13,0,0,0,13
MADHYA PRADESH,SHIVPURI,KOLARAS,588,88,33,131,840
MADHYA PRADESH,SHIVPURI,NARWAR,139,5,0,20,164
MADHYA PRADESH,SHIVPURI,PICHHORE,122,0,1,146,269
MADHYA PRADESH,SHIVPURI,POHARI,474,2,1,228,705
MADHYA PRADESH,SHIVPURI,SHIVPURI,202,3,5,240,450
MADHYA PRADESH,SIDHI,CHITRANGI,249,15,1,74,339
MADHYA PRADESH,SIDHI,DEOSAR,283,12,26,142,463
MADHYA PRADESH,SIDHI,KUSMI,87,2,1,16,106
MADHYA PRADESH,SIDHI,MAJHOULI,351,26,28,50,455
MADHYA PRADESH,SIDHI,RAMPUR NAKIN,367,21,3,22,413
MADHYA PRADESH,SIDHI,SIDHI,423,25,40,4,492
MADHYA PRADESH,SIDHI,SIHAWAL,15,22,1,2,40
MADHYA PRADESH,SIDHI,WAIDHAN,594,8,12,124,738
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,362,0,2,134,498
MADHYA PRADESH,TIKAMGARH,JATARA,451,31,4,1,487
MADHYA PRADESH,TIKAMGARH,NIWARI,47,0,0,14,61
MADHYA PRADESH,TIKAMGARH,PALERA,40,0,0,4,44
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,334,4,8,42,388
MADHYA PRADESH,UJJAIN,BARNAGAR,195,118,0,0,313
MADHYA PRADESH,UJJAIN,GHATTIA,657,39,0,4,700
MADHYA PRADESH,UJJAIN,KHACHROD,940,7,0,406,1353
MADHYA PRADESH,UJJAIN,MEHIDPUR,150,14,0,20,184
MADHYA PRADESH,UJJAIN,TARANA,584,0,0,0,584
MADHYA PRADESH,UJJAIN,UJJAIN,255,33,4,24,316
MADHYA PRADESH,UMARIA,KARKELI,514,273,122,190,1099
MADHYA PRADESH,UMARIA,MANPUR,561,107,74,377,1119
MADHYA PRADESH,UMARIA,PALI,197,36,44,43,320
MADHYA PRADESH,VIDISHA,BASODA,2149,314,213,1287,3963
MADHYA PRADESH,VIDISHA,GYARASPUR,936,866,51,177,2030
MADHYA PRADESH,VIDISHA,KURWAI,1889,253,18,96,2256
MADHYA PRADESH,VIDISHA,LATERI,262,112,47,153,574
MADHYA PRADESH,VIDISHA,NATERAN,2375,171,150,584,3280
MADHYA PRADESH,VIDISHA,SIRONJ,2137,101,8,380,2626
MADHYA PRADESH,VIDISHA,VIDISHA,1488,389,11,114,2002
MAHARASHTRA,AHMEDNAGAR,AKOLA,225,0,7,3,235
MAHARASHTRA,AHMEDNAGAR,KARJAT,282,33,0,3,318
MAHARASHTRA,AHMEDNAGAR,NAGAR,1,0,2,1,4
MAHARASHTRA,AHMEDNAGAR,NEVASA,2,0,0,33,35
MAHARASHTRA,AHMEDNAGAR,PARNER,749,1008,26,129,1912
MAHARASHTRA,AHMEDNAGAR,RAHURI,7,0,1,0,8
MAHARASHTRA,AHMEDNAGAR,SHRIGONDA,3,0,0,0,3
MAHARASHTRA,AHMEDNAGAR,SHRIRAMPUR,0,9,87,20,116
MAHARASHTRA,AKOLA,AKOLA,392,2,2,1,397
MAHARASHTRA,AKOLA,BALAPUR,7,19,0,0,26
MAHARASHTRA,AKOLA,MURTIJAPUR,136,63,9,16,224
MAHARASHTRA,AKOLA,PATUR,24,0,0,137,161
MAHARASHTRA,AKOLA,TELHARA,18,0,0,0,18
MAHARASHTRA,AMRAVATI,CHANDUR RAILWAY,81,0,0,0,81
MAHARASHTRA,AMRAVATI,DARYAPUR,21,0,0,0,21
MAHARASHTRA,AMRAVATI,DHAMANGAON RAILWAY,56,4,0,0,60
MAHARASHTRA,AMRAVATI,DHARNI,146,8,7,33,194
MAHARASHTRA,AMRAVATI,MORSHI,19,0,0,0,19
MAHARASHTRA,AMRAVATI,NANDGAON KHANDESHWAR,7,0,0,0,7
MAHARASHTRA,AMRAVATI,WARUD,32,0,0,0,32
MAHARASHTRA,AURANGABAD,PAITHAN,0,0,0,14,14
MAHARASHTRA,BEED,PARLI,631,1,16,2,650
MAHARASHTRA,BEED,PATODA,4,12,0,0,16
MAHARASHTRA,BEED,SHIRUR (KASAR),5,1,0,6,12
MAHARASHTRA,BHANDARA,BHANDARA,69,37,0,25,131
MAHARASHTRA,BHANDARA,LAKHANDUR,50,5,0,9,64
MAHARASHTRA,BHANDARA,LAKHANI,9,0,0,0,9
MAHARASHTRA,BHANDARA,MOHADI,61,0,0,11,72
MAHARASHTRA,BHANDARA,PAVANI,0,0,0,1,1
MAHARASHTRA,BHANDARA,TUMSAR,0,0,0,1,1
MAHARASHTRA,BULDANA,CHIKHLI,61,0,1,5,67
MAHARASHTRA,BULDANA,DEULGAON RAJA,265,17,0,1,283
MAHARASHTRA,BULDANA,JALGAON JAMOD,3,0,0,0,3
MAHARASHTRA,BULDANA,MALKAPUR,2,0,1,7,10
MAHARASHTRA,BULDANA,MEHKAR,158,0,0,8,166
MAHARASHTRA,BULDANA,MOTALA,45,0,3,4,52
MAHARASHTRA,BULDANA,SHEGAON,0,1,0,0,1
MAHARASHTRA,CHANDRAPUR,BALLARPUR,41,0,1,0,42
MAHARASHTRA,CHANDRAPUR,BHADRAVATI,13,3,1,1,18
MAHARASHTRA,CHANDRAPUR,BRAMHAPURI,31,0,0,3,34
MAHARASHTRA,CHANDRAPUR,CHANDRAPUR,16,2,1,4,23
MAHARASHTRA,CHANDRAPUR,CHIMUR,126,10,1,4,141
MAHARASHTRA,CHANDRAPUR,GONDPIPRI,23,1,1,0,25
MAHARASHTRA,CHANDRAPUR,KORPANA,330,21,14,23,388
MAHARASHTRA,CHANDRAPUR,POMBHURNA,4,0,2,0,6
MAHARASHTRA,CHANDRAPUR,RAJURA,56,0,7,5,68
MAHARASHTRA,CHANDRAPUR,SAWALI,7,6,0,1,14
MAHARASHTRA,CHANDRAPUR,SINDEWAHI,41,11,2,8,62
MAHARASHTRA,CHANDRAPUR,WARORA,3,0,0,0,3
MAHARASHTRA,DHULE,DHULE,0,0,0,24,24
MAHARASHTRA,DHULE,SAKRI,0,0,0,132,132
MAHARASHTRA,DHULE,SHIRPUR,0,0,0,73,73
MAHARASHTRA,DHULE,SINDKHEDA,0,0,0,39,39
MAHARASHTRA,GADCHIROLI,ARMORI,26,0,0,0,26
MAHARASHTRA,GADCHIROLI,CHAMORSHI,0,0,2,0,2
MAHARASHTRA,GADCHIROLI,DHANORA,20,1,0,21,42
MAHARASHTRA,GADCHIROLI,ETTAPALLI,5,0,0,0,5
MAHARASHTRA,GADCHIROLI,GADCHIROLI,9,5,1,7,22
MAHARASHTRA,GADCHIROLI,KORCHI,2,0,0,5,7
MAHARASHTRA,GADCHIROLI,KURKHEDA,10,0,0,2,12
MAHARASHTRA,GADCHIROLI,SIRONCHA,0,0,6,1,7
MAHARASHTRA,GONDIYA,A / MORGAON,5,0,0,0,5
MAHARASHTRA,GONDIYA,AMGAON,92,13,0,0,105
MAHARASHTRA,GONDIYA,DEVRI,2,1,1,3,7
MAHARASHTRA,GONDIYA,GONDIYA,4,4,0,2,10
MAHARASHTRA,GONDIYA,GOREGAON,6,0,0,8,14
MAHARASHTRA,GONDIYA,SADAK ARJUNI,17,1,0,3,21
MAHARASHTRA,GONDIYA,SALEKASA,45,1,0,2,48
MAHARASHTRA,GONDIYA,TIRODA,25,0,1,1,27
MAHARASHTRA,HINGOLI,AUNDHA (NAGNATH),314,0,0,0,314
MAHARASHTRA,HINGOLI,BASMATH,276,0,0,0,276
MAHARASHTRA,HINGOLI,HINGOLI,396,42,0,0,438
MAHARASHTRA,HINGOLI,KALAMNURI,86,97,1,1,185
MAHARASHTRA,HINGOLI,SENGAON,699,7,21,5,732
MAHARASHTRA,JALGAON,AMALNER,0,2,0,0,2
MAHARASHTRA,JALGAON,BHUSAWAL,21,0,0,0,21
MAHARASHTRA,JALGAON,PAROLA,10,0,0,0,10
MAHARASHTRA,JALGAON,RAVER,27,0,0,1,28
MAHARASHTRA,JALNA,AMBAD,7,0,0,0,7
MAHARASHTRA,JALNA,GHANSAWANGI,1,0,0,0,1
MAHARASHTRA,JALNA,MANTHA,6,0,0,0,6
MAHARASHTRA,KOLHAPUR,AJRA,1306,261,16,3,1586
MAHARASHTRA,KOLHAPUR,BHUDARGAD,739,291,6,14,1050
MAHARASHTRA,KOLHAPUR,CHANDGAD,1583,318,22,13,1936
MAHARASHTRA,KOLHAPUR,GADHINGLAJ,1359,1017,3,778,3157
MAHARASHTRA,KOLHAPUR,GAGANBAVDA,436,457,34,2,929
MAHARASHTRA,KOLHAPUR,HATKANANGALE,656,418,13,14,1101
MAHARASHTRA,KOLHAPUR,KAGAL,1874,945,52,33,2904
MAHARASHTRA,KOLHAPUR,KARVIR,543,749,9,6,1307
MAHARASHTRA,KOLHAPUR,PANHALA,1955,874,19,9,2857
MAHARASHTRA,KOLHAPUR,RADHANAGARI,638,1004,76,11,1729
MAHARASHTRA,KOLHAPUR,SHAHUWADI,1022,124,28,27,1201
MAHARASHTRA,KOLHAPUR,SHIROL,1327,1241,6,11,2585
MAHARASHTRA,LATUR,AHMADPUR,198,153,29,0,380
MAHARASHTRA,LATUR,AUSA,124,148,1,39,312
MAHARASHTRA,LATUR,DEONI,184,42,0,0,226
MAHARASHTRA,LATUR,JALKOT,83,97,0,1,181
MAHARASHTRA,LATUR,LATUR,220,5,0,1,226
MAHARASHTRA,LATUR,NILANGA,741,154,5,258,1158
MAHARASHTRA,LATUR,RENAPUR,27,0,0,1,28
MAHARASHTRA,LATUR,SHIRUR ANANTPAL,784,82,0,1,867
MAHARASHTRA,LATUR,UDGIR,369,48,0,0,417
MAHARASHTRA,NAGPUR,BHIWAPUR,32,0,1,6,39
MAHARASHTRA,NAGPUR,HINGNA,25,98,0,2,125
MAHARASHTRA,NAGPUR,KAMPTEE,2,1,0,0,3
MAHARASHTRA,NAGPUR,KUHI,9,4,4,0,17
MAHARASHTRA,NAGPUR,MOUDA,59,9,1,0,69
MAHARASHTRA,NAGPUR,NAGPUR RURAL,13,145,0,2,160
MAHARASHTRA,NAGPUR,NAGPUR(URBAN)1&2,1,4,0,0,5
MAHARASHTRA,NAGPUR,NARKHED,2,0,0,0,2
MAHARASHTRA,NAGPUR,PARSEONI,7,0,0,0,7
MAHARASHTRA,NAGPUR,RAMTEK,10,6,0,0,16
MAHARASHTRA,NAGPUR,SAVNER,6,0,1,0,7
MAHARASHTRA,NAGPUR,UMRED,19,6,6,5,36
MAHARASHTRA,NANDED,ARDHAPUR,21,0,0,0,21
MAHARASHTRA,NANDED,BHOKAR,239,0,0,0,239
MAHARASHTRA,NANDED,BILOLI,123,20,0,1,144
MAHARASHTRA,NANDED,DEGLUR,230,14,1,20,265
MAHARASHTRA,NANDED,DHARMABAD,0,33,0,50,83
MAHARASHTRA,NANDED,HADGAON,32,280,0,1,313
MAHARASHTRA,NANDED,HIMAYATNAGAR,44,281,0,0,325
MAHARASHTRA,NANDED,KANDHAR,729,36,0,2,767
MAHARASHTRA,NANDED,KINWAT,614,402,73,33,1122
MAHARASHTRA,NANDED,LOHA,206,120,4,0,330
MAHARASHTRA,NANDED,MAHOOR,187,72,9,11,279
MAHARASHTRA,NANDED,MUDKHED,167,12,0,0,179
MAHARASHTRA,NANDED,MUKHED,613,22,1,189,825
MAHARASHTRA,NANDED,NAIGAON (KHAIRGAON),260,442,4,2,708
MAHARASHTRA,NANDED,NANDED,836,998,20,3,1857
MAHARASHTRA,NANDED,UMRI,270,157,0,11,438
MAHARASHTRA,NANDURBAR,AKKALKUWA,0,0,0,73,73
MAHARASHTRA,NANDURBAR,AKRANI,1,0,1,158,160
MAHARASHTRA,NANDURBAR,NANDURBAR,1,0,0,48,49
MAHARASHTRA,NANDURBAR,NAWAPUR,0,0,0,127,127
MAHARASHTRA,NANDURBAR,SHAHADE,33,144,4,216,397
MAHARASHTRA,NANDURBAR,TALODA,0,0,0,81,81
MAHARASHTRA,NASHIK,BAGLAN,2,0,0,24,26
MAHARASHTRA,NASHIK,CHANDWAD,0,0,0,35,35
MAHARASHTRA,NASHIK,DINDORI,2,18,0,0,20
MAHARASHTRA,NASHIK,IGATPURI,132,38,13,89,272
MAHARASHTRA,NASHIK,KALWAN,0,0,0,97,97
MAHARASHTRA,NASHIK,MALEGAON,0,0,0,114,114
MAHARASHTRA,NASHIK,NANDGAON,0,0,0,83,83
MAHARASHTRA,NASHIK,NASHIK,0,0,0,22,22
MAHARASHTRA,NASHIK,NIPHAD,1444,46,59,115,1664
MAHARASHTRA,NASHIK,PEINT,0,0,0,43,43
MAHARASHTRA,NASHIK,SINNAR,24,56,1,1,82
MAHARASHTRA,NASHIK,TRIMBAKESHWAR,1,0,0,105,106
MAHARASHTRA,NASHIK,YEOLA,1,0,0,69,70
MAHARASHTRA,OSMANABAD,BHOOM,350,70,0,1,421
MAHARASHTRA,OSMANABAD,KALAMB,262,49,0,38,349
MAHARASHTRA,OSMANABAD,LOHARA,437,38,27,1,503
MAHARASHTRA,OSMANABAD,OMARGA,124,354,47,54,579
MAHARASHTRA,OSMANABAD,OSMANABAD,124,37,52,75,288
MAHARASHTRA,OSMANABAD,PARANDA,197,333,1,4,535
MAHARASHTRA,OSMANABAD,TULJAPUR,317,43,1,69,430
MAHARASHTRA,PARBHANI,GANGAKHED,160,31,0,1,192
MAHARASHTRA,PARBHANI,JINTUR,875,31,0,2,908
MAHARASHTRA,PARBHANI,MANWAT,205,1,0,1,207
MAHARASHTRA,PARBHANI,PARBHANI,365,21,0,28,414
MAHARASHTRA,PARBHANI,SAILU,197,0,3,0,200
MAHARASHTRA,PUNE,AMBEGAON,0,0,0,1,1
MAHARASHTRA,PUNE,HAVELI,0,0,0,2,2
MAHARASHTRA,PUNE,INDAPUR,0,97,0,0,97
MAHARASHTRA,PUNE,JUNNAR,3,0,0,0,3
MAHARASHTRA,PUNE,MAWAL,0,1,0,0,1
MAHARASHTRA,RAIGHAR,KHALAPUR,148,0,1,0,149
MAHARASHTRA,RAIGHAR,MAHAD,32,1,0,1,34
MAHARASHTRA,RAIGHAR,MANGOAN,2,0,0,2,4
MAHARASHTRA,RAIGHAR,MHASLA,5,0,0,0,5
MAHARASHTRA,RAIGHAR,MURUD,27,0,0,0,27
MAHARASHTRA,RAIGHAR,PANVEL,57,1,0,0,58
MAHARASHTRA,RAIGHAR,PEN,40,0,0,0,40
MAHARASHTRA,RAIGHAR,SHRIVARDHAN,144,224,297,0,665
MAHARASHTRA,RAIGHAR,SUDHAGAD,79,0,0,8,87
MAHARASHTRA,RAIGHAR,URAN,2,0,0,0,2
MAHARASHTRA,RATNAGIRI,CHIPLUN,54,0,2,2,58
MAHARASHTRA,RATNAGIRI,DAPOLI,9,0,0,6,15
MAHARASHTRA,RATNAGIRI,GUHAGAR,71,0,4,0,75
MAHARASHTRA,RATNAGIRI,KHED,1,0,0,37,38
MAHARASHTRA,RATNAGIRI,LANJA,6,5,3,1,15
MAHARASHTRA,RATNAGIRI,RAJAPUR,11,0,0,9,20
MAHARASHTRA,RATNAGIRI,RATNAGIRI,31,0,0,0,31
MAHARASHTRA,RATNAGIRI,SANGAMESHWAR,7,0,1,7,15
MAHARASHTRA,SANGLI,JAT,106,17,2,37,162
MAHARASHTRA,SANGLI,KAVATHE-MAHANKLA,63,36,0,0,99
MAHARASHTRA,SANGLI,KHANAPUR,130,45,0,1,176
MAHARASHTRA,SANGLI,MIRAJ,62,139,100,2,303
MAHARASHTRA,SANGLI,PALUS,596,1860,79,76,2611
MAHARASHTRA,SANGLI,SHIRALA,97,40,23,13,173
MAHARASHTRA,SANGLI,TASGAON,54,477,193,2,726
MAHARASHTRA,SANGLI,WALWA,2092,1097,48,7,3244
MAHARASHTRA,SATARA,JAOLI,74,6,0,0,80
MAHARASHTRA,SATARA,KARAD,407,246,71,12,736
MAHARASHTRA,SATARA,KOREGAON,61,10,8,0,79
